TimeUS,LiftMax,BatVolt,BatRes,ThLimit,timestamp
233986679.0,0.9631422162055969,0.9793336391448975,0.0,1.0,1668050406.3057
234086819.0,0.9631850719451904,0.979357898235321,0.0,1.0,1668050406.40584
234186743.0,0.9632059335708618,0.9793696999549866,0.0,1.0,1668050406.505764
234286726.0,0.9632084965705872,0.9793711304664612,0.0,1.0,1668050406.605747
234387233.0,0.9631994366645813,0.9793660044670105,0.0,1.0,1668050406.706254
234486757.0,0.9632033109664917,0.9793682098388672,0.0,1.0,1668050406.805778
234586865.0,0.9631956219673157,0.9793638586997986,0.0,1.0,1668050406.905886
234686797.0,0.9632126092910767,0.9793734550476074,0.0,1.0,1668050407.005818
234786757.0,0.963213324546814,0.9793738722801208,0.0,1.0,1668050407.105778
234886746.0,0.9632413387298584,0.9793897271156311,0.0,1.0,1668050407.205767
234986724.0,0.96330326795578,0.979424774646759,0.0,1.0,1668050407.305745
235086794.0,0.9632980823516846,0.979421854019165,0.0,1.0,1668050407.405815
235186833.0,0.963118314743042,0.9793201088905334,0.0,1.0,1668050407.505854
235286946.0,0.9629363417625427,0.9792171120643616,0.0,1.0,1668050407.605967
235387085.0,0.9628950357437134,0.9791937470436096,0.0,1.0,1668050407.706106
235486868.0,0.9628884196281433,0.9791899919509888,0.0,1.0,1668050407.805889
235586753.0,0.9628010392189026,0.9791405200958252,0.0,1.0,1668050407.9057739
235686783.0,0.9627499580383301,0.9791116118431091,0.0,1.0,1668050408.005804
238399077.0,0.9626615047454834,0.9790615439414978,0.0,1.0,1668050410.718098
238499439.0,0.9626216888427734,0.9790390133857727,0.0,1.0,1668050410.81846
238598827.0,0.9625495672225952,0.9789981842041016,0.0,1.0,1668050410.9178479
238698906.0,0.9625811576843262,0.9790160655975342,0.0,1.0,1668050411.017927
238798959.0,0.9627645015716553,0.9791198372840881,0.0,1.0,1668050411.11798
238898908.0,0.9628852605819702,0.9791882038116455,0.0,1.0,1668050411.217929
238998897.0,0.9629629850387573,0.9792321920394897,0.0,1.0,1668050411.317918
239098865.0,0.9630434513092041,0.9792777299880981,0.0,1.0,1668050411.417886
239198917.0,0.9630897045135498,0.9793038964271545,0.0,1.0,1668050411.517938
239298913.0,0.9631226658821106,0.9793225526809692,0.0,1.0,1668050411.617934
239398943.0,0.9631233811378479,0.9793229699134827,0.0,1.0,1668050411.717964
239499008.0,0.9631479978561401,0.9793369174003601,0.0,1.0,1668050411.818029
239598891.0,0.9631665349006653,0.9793474078178406,0.0,1.0,1668050411.917912
239698961.0,0.9631917476654053,0.9793616533279419,0.0,1.0,1668050412.017982
239798878.0,0.9632242918014526,0.9793800711631775,0.0,1.0,1668050412.117899
239898843.0,0.9632457494735718,0.9793922305107117,0.0,1.0,1668050412.217864
239999015.0,0.9632730484008789,0.9794076681137085,0.0,1.0,1668050412.318036
240098831.0,0.963295578956604,0.9794204235076904,0.0,1.0,1668050412.417852
240198847.0,0.9632858633995056,0.9794149398803711,0.0,1.0,1668050412.517868
240298841.0,0.9632667303085327,0.979404091835022,0.0,1.0,1668050412.617862
240398942.0,0.9632420539855957,0.9793901443481445,0.0,1.0,1668050412.717963
240499011.0,0.9632464051246643,0.9793925881385803,0.0,1.0,1668050412.818032
240599147.0,0.9632280468940735,0.9793822169303894,0.0,1.0,1668050412.918168
240698886.0,0.9632596373558044,0.979400098323822,0.0,1.0,1668050413.017907
240799108.0,0.9632738828659058,0.9794081449508667,0.0,1.0,1668050413.118129
240898920.0,0.9632937908172607,0.9794194102287292,0.0,1.0,1668050413.217941
240999000.0,0.9633303284645081,0.9794400930404663,0.0,1.0,1668050413.318021
241098924.0,0.9633171558380127,0.9794326424598694,0.0,1.0,1668050413.417945
241198858.0,0.9631317257881165,0.9793276786804199,0.0,1.0,1668050413.517879
241298901.0,0.9629349708557129,0.9792163372039795,0.0,1.0,1668050413.617922
241399070.0,0.9629058241844177,0.9791998267173767,0.0,1.0,1668050413.718091
241499153.0,0.9629074931144714,0.9792007803916931,0.0,1.0,1668050413.818174
241598854.0,0.9628269076347351,0.9791551828384399,0.0,1.0,1668050413.917875
241698840.0,0.9627907872200012,0.979134738445282,0.0,1.0,1668050414.017861
241798855.0,0.9627674221992493,0.9791215062141418,0.0,1.0,1668050414.117876
241898837.0,0.9629335999488831,0.9792155623435974,0.0,1.0,1668050414.217858
241999023.0,0.9630217552185059,0.9792654514312744,0.0,1.0,1668050414.318044
242098955.0,0.9631084203720093,0.9793145060539246,0.0,1.0,1668050414.417976
242198905.0,0.9631491899490356,0.9793375730514526,0.0,1.0,1668050414.517926
242298830.0,0.9631456136703491,0.9793355464935303,0.0,1.0,1668050414.617851
242399025.0,0.9631767868995667,0.9793531894683838,0.0,1.0,1668050414.718046
242499115.0,0.9632247090339661,0.9793803095817566,0.0,1.0,1668050414.818136
242598795.0,0.9632107019424438,0.9793723821640015,0.0,1.0,1668050414.917816
242699066.0,0.9632019400596619,0.9793674349784851,0.0,1.0,1668050415.018087
242799069.0,0.9632422924041748,0.9793902635574341,0.0,1.0,1668050415.11809
242899103.0,0.9633252620697021,0.9794372320175171,0.0,1.0,1668050415.218124
242999067.0,0.9633543491363525,0.9794536828994751,0.0,1.0,1668050415.318088
243098912.0,0.9633739590644836,0.9794647693634033,0.0,1.0,1668050415.417933
243198870.0,0.963331401348114,0.9794406890869141,0.0,1.0,1668050415.517891
243298971.0,0.9633016586303711,0.9794238805770874,0.0,1.0,1668050415.617992
243398854.0,0.9633255004882812,0.9794373512268066,0.0,1.0,1668050415.717875
246511109.0,0.9632406830787659,0.9793893694877625,0.0,1.0,1668050418.83013
246610847.0,0.9630769491195679,0.9792966842651367,0.0,1.0,1668050418.929868
246710971.0,0.9629239439964294,0.9792100787162781,0.0,1.0,1668050419.029992
246810751.0,0.9628661274909973,0.9791773557662964,0.0,1.0,1668050419.129772
246910843.0,0.9629717469215393,0.9792371392250061,0.0,1.0,1668050419.229864
247010732.0,0.9630504846572876,0.9792817234992981,0.0,1.0,1668050419.329753
247110787.0,0.9631175994873047,0.97931969165802,0.0,1.0,1668050419.429808
247210890.0,0.9631443619728088,0.979334831237793,0.0,1.0,1668050419.529911
247310778.0,0.9631762504577637,0.9793528914451599,0.0,1.0,1668050419.629799
247410671.0,0.9631865620613098,0.9793587327003479,0.0,1.0,1668050419.729692
247510698.0,0.9631949663162231,0.9793635010719299,0.0,1.0,1668050419.829719
247610724.0,0.9631997346878052,0.9793661832809448,0.0,1.0,1668050419.929745
247710919.0,0.9632157683372498,0.9793752431869507,0.0,1.0,1668050420.02994
247810751.0,0.9632387161254883,0.9793882369995117,0.0,1.0,1668050420.129772
247910751.0,0.9632457494735718,0.9793922305107117,0.0,1.0,1668050420.229772
248010699.0,0.963260293006897,0.9794004559516907,0.0,1.0,1668050420.32972
248110824.0,0.9632481932640076,0.9793936014175415,0.0,1.0,1668050420.429845
248211081.0,0.9632397294044495,0.9793888330459595,0.0,1.0,1668050420.530102
248310712.0,0.9632331132888794,0.9793850779533386,0.0,1.0,1668050420.629733
248410837.0,0.9632171988487244,0.9793760776519775,0.0,1.0,1668050420.729858
248510718.0,0.963217556476593,0.9793762564659119,0.0,1.0,1668050420.829739
248610754.0,0.9632307887077332,0.9793837666511536,0.0,1.0,1668050420.929775
248710949.0,0.9632610082626343,0.9794008731842041,0.0,1.0,1668050421.02997
248810749.0,0.9632626175880432,0.9794017672538757,0.0,1.0,1668050421.12977
248910680.0,0.9633141160011292,0.9794309139251709,0.0,1.0,1668050421.229701
249010841.0,0.9633215069770813,0.9794350862503052,0.0,1.0,1668050421.3298619
249110759.0,0.9632930755615234,0.9794189929962158,0.0,1.0,1668050421.42978
249210787.0,0.963271975517273,0.9794070720672607,0.0,1.0,1668050421.529808
249310832.0,0.9632454514503479,0.9793920516967773,0.0,1.0,1668050421.629853
249410795.0,0.9632369875907898,0.9793872833251953,0.0,1.0,1668050421.729816
249510700.0,0.963232159614563,0.9793845415115356,0.0,1.0,1668050421.829721
249610777.0,0.9632276296615601,0.9793819785118103,0.0,1.0,1668050421.929798
249710805.0,0.9632132053375244,0.9793738126754761,0.0,1.0,1668050422.029826
249810800.0,0.9632136225700378,0.9793740510940552,0.0,1.0,1668050422.129821
252822887.0,0.9631818532943726,0.979356050491333,0.0,1.0,1668050425.141908
252922718.0,0.9630372524261475,0.9792742133140564,0.0,1.0,1668050425.241739
253022712.0,0.9628843069076538,0.9791876673698425,0.0,1.0,1668050425.341733
253122726.0,0.9628215432167053,0.9791521430015564,0.0,1.0,1668050425.441747
253222826.0,0.9627881646156311,0.9791332483291626,0.0,1.0,1668050425.541847
253322722.0,0.962890088558197,0.9791909456253052,0.0,1.0,1668050425.641743
253422702.0,0.9629313945770264,0.9792143106460571,0.0,1.0,1668050425.741723
253522706.0,0.9629818201065063,0.9792428612709045,0.0,1.0,1668050425.841727
253622714.0,0.9630222916603088,0.9792657494544983,0.0,1.0,1668050425.941735
253722860.0,0.9630855917930603,0.9793015718460083,0.0,1.0,1668050426.041881
253822683.0,0.9631203413009644,0.9793212413787842,0.0,1.0,1668050426.141704
253922728.0,0.9631465673446655,0.9793360829353333,0.0,1.0,1668050426.241749
254022762.0,0.9631879329681396,0.97935950756073,0.0,1.0,1668050426.341783
254122827.0,0.9631958603858948,0.9793639779090881,0.0,1.0,1668050426.441848
254222625.0,0.9631997346878052,0.9793661832809448,0.0,1.0,1668050426.541646
254322640.0,0.9631920456886292,0.9793618321418762,0.0,1.0,1668050426.641661
254422741.0,0.963196873664856,0.9793645739555359,0.0,1.0,1668050426.741762
254522654.0,0.9631641507148743,0.9793460369110107,0.0,1.0,1668050426.841675
254622716.0,0.9631781578063965,0.9793539643287659,0.0,1.0,1668050426.941737
254722686.0,0.9631997346878052,0.9793661832809448,0.0,1.0,1668050427.041707
254822628.0,0.9632046818733215,0.9793689846992493,0.0,1.0,1668050427.141649
254922765.0,0.9632328152656555,0.9793848991394043,0.0,1.0,1668050427.241786
255022770.0,0.963229238986969,0.9793828725814819,0.0,1.0,1668050427.341791
255122722.0,0.963248074054718,0.9793935418128967,0.0,1.0,1668050427.441743
255222624.0,0.9632396697998047,0.9793887734413147,0.0,1.0,1668050427.541645
255322687.0,0.9632334113121033,0.979385256767273,0.0,1.0,1668050427.641708
255422721.0,0.9632284641265869,0.9793824553489685,0.0,1.0,1668050427.741742
255522683.0,0.9631994366645813,0.9793660044670105,0.0,1.0,1668050427.841704
258434888.0,0.9631348848342896,0.9793294668197632,0.0,1.0,1668050430.7539089
258534841.0,0.9629224538803101,0.9792092442512512,0.0,1.0,1668050430.853862
258634748.0,0.9627700448036194,0.9791229963302612,0.0,1.0,1668050430.953769
258734945.0,0.9627639651298523,0.9791195392608643,0.0,1.0,1668050431.053966
258834747.0,0.96284019947052,0.9791626930236816,0.0,1.0,1668050431.153768
258934852.0,0.9629532098770142,0.9792266488075256,0.0,1.0,1668050431.2538729
259034704.0,0.9630122780799866,0.9792600870132446,0.0,1.0,1668050431.353725
259134749.0,0.9630661010742188,0.9792905449867249,0.0,1.0,1668050431.45377
259234823.0,0.9630808234214783,0.9792988896369934,0.0,1.0,1668050431.553844
259334767.0,0.9631167650222778,0.9793192148208618,0.0,1.0,1668050431.653788
259434861.0,0.9631317257881165,0.9793276786804199,0.0,1.0,1668050431.753882
259534805.0,0.9631540179252625,0.9793403148651123,0.0,1.0,1668050431.853826
259634904.0,0.9631582498550415,0.9793426990509033,0.0,1.0,1668050431.953925
259734786.0,0.9631633758544922,0.9793456196784973,0.0,1.0,1668050432.053807
259834802.0,0.963200569152832,0.979366660118103,0.0,1.0,1668050432.153823
259934759.0,0.9632173180580139,0.9793761372566223,0.0,1.0,1668050432.25378
260034791.0,0.9632176160812378,0.9793763160705566,0.0,1.0,1668050432.353812
260134789.0,0.9632284045219421,0.9793823957443237,0.0,1.0,1668050432.45381
260234754.0,0.9632241725921631,0.9793800115585327,0.0,1.0,1668050432.553775
260334743.0,0.963221549987793,0.9793785214424133,0.0,1.0,1668050432.653764
260434782.0,0.9631972312927246,0.9793647527694702,0.0,1.0,1668050432.753803
260534918.0,0.963201105594635,0.9793669581413269,0.0,1.0,1668050432.853939
260634763.0,0.9631931185722351,0.979362428188324,0.0,1.0,1668050432.953784
260734822.0,0.9631989002227783,0.9793657064437866,0.0,1.0,1668050433.053843
260834758.0,0.9632148742675781,0.9793747663497925,0.0,1.0,1668050433.153779
260934745.0,0.9632273316383362,0.979381799697876,0.0,1.0,1668050433.253766
261034767.0,0.963213324546814,0.9793738722801208,0.0,1.0,1668050433.353788
261134907.0,0.9632255434989929,0.9793807864189148,0.0,1.0,1668050433.453928
261234742.0,0.963221549987793,0.9793785214424133,0.0,1.0,1668050433.553763
261334900.0,0.963197648525238,0.9793649911880493,0.0,1.0,1668050433.653921
261434901.0,0.9632141590118408,0.979374349117279,0.0,1.0,1668050433.753922
261534856.0,0.9632270336151123,0.9793816208839417,0.0,1.0,1668050433.853877
261634734.0,0.9632232189178467,0.9793794751167297,0.0,1.0,1668050433.953755
261734788.0,0.9632318615913391,0.9793843626976013,0.0,1.0,1668050434.053809
261834865.0,0.963217556476593,0.9793762564659119,0.0,1.0,1668050434.153886
261934761.0,0.9632555246353149,0.9793977737426758,0.0,1.0,1668050434.253782
262034823.0,0.963268518447876,0.9794051051139832,0.0,1.0,1668050434.353844
262134787.0,0.9632880091667175,0.9794161319732666,0.0,1.0,1668050434.453808
262234772.0,0.963255763053894,0.9793978929519653,0.0,1.0,1668050434.553793
262334937.0,0.963245153427124,0.979391872882843,0.0,1.0,1668050434.653958
262434772.0,0.963236391544342,0.9793869256973267,0.0,1.0,1668050434.753793
262534765.0,0.9632182717323303,0.9793766736984253,0.0,1.0,1668050434.853786
262634788.0,0.9632189273834229,0.979377031326294,0.0,1.0,1668050434.953809
262734799.0,0.9632422924041748,0.9793902635574341,0.0,1.0,1668050435.05382
262834801.0,0.9632811546325684,0.9794122576713562,0.0,1.0,1668050435.153822
262934763.0,0.9632900953292847,0.9794173240661621,0.0,1.0,1668050435.253784
263034821.0,0.9633173942565918,0.9794327616691589,0.0,1.0,1668050435.353842
263134775.0,0.9633461236953735,0.9794490337371826,0.0,1.0,1668050435.453796
263234914.0,0.9632856845855713,0.9794148206710815,0.0,1.0,1668050435.553935
263334795.0,0.9632666110992432,0.9794040322303772,0.0,1.0,1668050435.653816
263434871.0,0.9632418751716614,0.979390025138855,0.0,1.0,1668050435.753892
263534891.0,0.9632457494735718,0.9793922305107117,0.0,1.0,1668050435.8539119
263634849.0,0.9632387161254883,0.9793882369995117,0.0,1.0,1668050435.95387
263734780.0,0.963278591632843,0.9794108271598816,0.0,1.0,1668050436.053801
263834781.0,0.9632861018180847,0.9794150590896606,0.0,1.0,1668050436.153802
263934785.0,0.9633327722549438,0.9794414639472961,0.0,1.0,1668050436.2538059
264034832.0,0.9633822441101074,0.9794694781303406,0.0,1.0,1668050436.353853
264134830.0,0.9633826017379761,0.9794696569442749,0.0,1.0,1668050436.453851
264234719.0,0.9633634090423584,0.9794588088989258,0.0,1.0,1668050436.55374
264334736.0,0.9633350968360901,0.9794427752494812,0.0,1.0,1668050436.653757
264434786.0,0.9633028507232666,0.9794245362281799,0.0,1.0,1668050436.753807
264534815.0,0.9632792472839355,0.9794111847877502,0.0,1.0,1668050436.853836
264634758.0,0.9632517695426941,0.9793956279754639,0.0,1.0,1668050436.953779
264734806.0,0.9633108377456665,0.9794290661811829,0.0,1.0,1668050437.053827
264834733.0,0.9633103013038635,0.979428768157959,0.0,1.0,1668050437.153754
264934716.0,0.9633365273475647,0.9794436097145081,0.0,1.0,1668050437.253737
265034914.0,0.963339626789093,0.9794453382492065,0.0,1.0,1668050437.353935
265134785.0,0.9633386731147766,0.9794448018074036,0.0,1.0,1668050437.453806
265234786.0,0.9633048176765442,0.9794256687164307,0.0,1.0,1668050437.553807
265334786.0,0.9632555246353149,0.9793977737426758,0.0,1.0,1668050437.653807
265434733.0,0.9632453322410583,0.9793919920921326,0.0,1.0,1668050437.753754
265534957.0,0.9632495641708374,0.9793943762779236,0.0,1.0,1668050437.853978
265634770.0,0.9632540941238403,0.9793969392776489,0.0,1.0,1668050437.953791
265734939.0,0.9632671475410461,0.9794043302536011,0.0,1.0,1668050438.05396
265834773.0,0.9632773399353027,0.9794101119041443,0.0,1.0,1668050438.153794
265934889.0,0.9633191823959351,0.9794337749481201,0.0,1.0,1668050438.25391
266034778.0,0.9633421301841736,0.9794467687606812,0.0,1.0,1668050438.353799
266134823.0,0.9633193016052246,0.9794338345527649,0.0,1.0,1668050438.453844
266234819.0,0.9632906317710876,0.979417622089386,0.0,1.0,1668050438.55384
266334753.0,0.963245153427124,0.979391872882843,0.0,1.0,1668050438.653774
266434765.0,0.963236391544342,0.9793869256973267,0.0,1.0,1668050438.753786
266534778.0,0.9632195234298706,0.9793773889541626,0.0,1.0,1668050438.853799
266634744.0,0.9632325768470764,0.9793847799301147,0.0,1.0,1668050438.953765
266734809.0,0.9632749557495117,0.9794087409973145,0.0,1.0,1668050439.05383
266834955.0,0.9633069634437561,0.9794268608093262,0.0,1.0,1668050439.153976
266934783.0,0.9633718132972717,0.9794635772705078,0.0,1.0,1668050439.253804
267034743.0,0.9633649587631226,0.9794597029685974,0.0,1.0,1668050439.353764
267134784.0,0.9633597135543823,0.9794567227363586,0.0,1.0,1668050439.453805
267234770.0,0.9633207321166992,0.9794346690177917,0.0,1.0,1668050439.553791
267334710.0,0.963280200958252,0.9794117212295532,0.0,1.0,1668050439.6537309
267434736.0,0.9632745385169983,0.9794085025787354,0.0,1.0,1668050439.753757
267534798.0,0.9632359743118286,0.9793866872787476,0.0,1.0,1668050439.853819
267634830.0,0.9632319808006287,0.9793844223022461,0.0,1.0,1668050439.953851
267734934.0,0.9632405042648315,0.9793892502784729,0.0,1.0,1668050440.053955
267834761.0,0.9632686376571655,0.9794051647186279,0.0,1.0,1668050440.153782
267934801.0,0.9632807374000549,0.9794120192527771,0.0,1.0,1668050440.253822
268034833.0,0.9632986187934875,0.9794221520423889,0.0,1.0,1668050440.353854
268134759.0,0.9633100032806396,0.9794285893440247,0.0,1.0,1668050440.45378
268234806.0,0.9632731676101685,0.9794077277183533,0.0,1.0,1668050440.553827
268334708.0,0.9632578492164612,0.9793990850448608,0.0,1.0,1668050440.653729
268434759.0,0.9632454514503479,0.9793920516967773,0.0,1.0,1668050440.75378
268534905.0,0.9632033109664917,0.9793682098388672,0.0,1.0,1668050440.853926
268634868.0,0.9632081389427185,0.9793709516525269,0.0,1.0,1668050440.953889
268734782.0,0.963233232498169,0.9793851375579834,0.0,1.0,1668050441.053803
268834757.0,0.9632408022880554,0.9793894290924072,0.0,1.0,1668050441.153778
268934780.0,0.963258683681488,0.979399561882019,0.0,1.0,1668050441.2538009
269034745.0,0.9633105397224426,0.9794288873672485,0.0,1.0,1668050441.353766
269134805.0,0.9632958769798279,0.9794206023216248,0.0,1.0,1668050441.453826
269234771.0,0.9632516503334045,0.9793955683708191,0.0,1.0,1668050441.553792
269334742.0,0.9632417559623718,0.9793899655342102,0.0,1.0,1668050441.653763
269434787.0,0.9632123708724976,0.9793733358383179,0.0,1.0,1668050441.753808
269534950.0,0.9632242918014526,0.9793800711631775,0.0,1.0,1668050441.853971
269634779.0,0.9632105827331543,0.9793723225593567,0.0,1.0,1668050441.9538
269734848.0,0.963247537612915,0.9793932437896729,0.0,1.0,1668050442.053869
269834772.0,0.9632858037948608,0.9794148802757263,0.0,1.0,1668050442.153793
269934915.0,0.96331387758255,0.9794307947158813,0.0,1.0,1668050442.253936
270034809.0,0.96333909034729,0.9794450402259827,0.0,1.0,1668050442.35383
270134814.0,0.963338315486908,0.9794446229934692,0.0,1.0,1668050442.453835
270234761.0,0.9632948637008667,0.979420006275177,0.0,1.0,1668050442.553782
270334746.0,0.9632980227470398,0.9794217944145203,0.0,1.0,1668050442.6537669
270434916.0,0.9632645845413208,0.9794028997421265,0.0,1.0,1668050442.753937
270534793.0,0.9632518887519836,0.9793956875801086,0.0,1.0,1668050442.853814
270634770.0,0.9632567167282104,0.9793984293937683,0.0,1.0,1668050442.953791
270734812.0,0.9632809162139893,0.9794121384620667,0.0,1.0,1668050443.053833
270834729.0,0.9633110761642456,0.9794291853904724,0.0,1.0,1668050443.15375
270934727.0,0.9633628726005554,0.9794585108757019,0.0,1.0,1668050443.253748
271034774.0,0.9633809924125671,0.9794687628746033,0.0,1.0,1668050443.353795
271134782.0,0.963371217250824,0.9794632196426392,0.0,1.0,1668050443.453803
271234734.0,0.9633293747901917,0.9794395565986633,0.0,1.0,1668050443.553755
271334801.0,0.9632986187934875,0.9794221520423889,0.0,1.0,1668050443.653822
271434836.0,0.9632654786109924,0.9794033765792847,0.0,1.0,1668050443.753857
271534846.0,0.9632654786109924,0.9794033765792847,0.0,1.0,1668050443.853867
271634841.0,0.9632663726806641,0.9794039130210876,0.0,1.0,1668050443.953862
271734750.0,0.9632988572120667,0.9794222712516785,0.0,1.0,1668050444.053771
271834828.0,0.963298499584198,0.9794220924377441,0.0,1.0,1668050444.153849
271934783.0,0.9632911682128906,0.9794179201126099,0.0,1.0,1668050444.253804
272034876.0,0.9633283615112305,0.9794389605522156,0.0,1.0,1668050444.353897
272134850.0,0.9633207321166992,0.9794346690177917,0.0,1.0,1668050444.453871
272234850.0,0.9632921814918518,0.9794185161590576,0.0,1.0,1668050444.553871
272334771.0,0.9632591605186462,0.9793998003005981,0.0,1.0,1668050444.653792
272434730.0,0.9632473587989807,0.9793931245803833,0.0,1.0,1668050444.753751
272534832.0,0.9632388949394226,0.9793883562088013,0.0,1.0,1668050444.853853
272634718.0,0.9632340669631958,0.9793856143951416,0.0,1.0,1668050444.953739
272734784.0,0.9632644057273865,0.9794027805328369,0.0,1.0,1668050445.0538049
272834740.0,0.9632982015609741,0.9794219136238098,0.0,1.0,1668050445.153761
272934741.0,0.9633281230926514,0.979438841342926,0.0,1.0,1668050445.253762
273034864.0,0.963354766368866,0.9794539213180542,0.0,1.0,1668050445.353885
