TimeUS,rpm1,rpm2,timestamp
324348774.0,-1.0,-1.0,1668050496.667795
324373659.0,-1.0,-1.0,1668050496.69268
324398824.0,-1.0,-1.0,1668050496.717845
324423641.0,-1.0,-1.0,1668050496.742662
324448779.0,-1.0,-1.0,1668050496.7678
324473539.0,-1.0,-1.0,1668050496.79256
324499151.0,-1.0,-1.0,1668050496.818172
324523668.0,-1.0,-1.0,1668050496.842689
324549139.0,-1.0,-1.0,1668050496.86816
324573574.0,-1.0,-1.0,1668050496.892595
324598751.0,-1.0,-1.0,1668050496.917772
324623636.0,-1.0,-1.0,1668050496.942657
324648801.0,-1.0,-1.0,1668050496.967822
324673568.0,-1.0,-1.0,1668050496.992589
324698772.0,-1.0,-1.0,1668050497.017793
324723656.0,-1.0,-1.0,1668050497.042677
324748805.0,-1.0,-1.0,1668050497.067826
324773667.0,-1.0,-1.0,1668050497.092688
324798792.0,-1.0,-1.0,1668050497.1178129
324823656.0,-1.0,-1.0,1668050497.142677
324848799.0,-1.0,-1.0,1668050497.16782
324873592.0,-1.0,-1.0,1668050497.192613
324898852.0,-1.0,-1.0,1668050497.217873
324923744.0,-1.0,-1.0,1668050497.242765
324948778.0,-1.0,-1.0,1668050497.267799
324973393.0,-1.0,-1.0,1668050497.292414
324999159.0,-1.0,-1.0,1668050497.31818
325023595.0,-1.0,-1.0,1668050497.342616
325048821.0,-1.0,-1.0,1668050497.367842
325073692.0,-1.0,-1.0,1668050497.392713
325098770.0,-1.0,-1.0,1668050497.417791
325123640.0,-1.0,-1.0,1668050497.442661
325148743.0,-1.0,-1.0,1668050497.467764
325173526.0,-1.0,-1.0,1668050497.492547
325198728.0,-1.0,-1.0,1668050497.517749
325223730.0,-1.0,-1.0,1668050497.542751
325248775.0,-1.0,-1.0,1668050497.567796
325273591.0,-1.0,-1.0,1668050497.592612
325299086.0,-1.0,-1.0,1668050497.618107
325323749.0,-1.0,-1.0,1668050497.64277
325348818.0,-1.0,-1.0,1668050497.667839
325373423.0,-1.0,-1.0,1668050497.692444
325398764.0,-1.0,-1.0,1668050497.717785
325423776.0,-1.0,-1.0,1668050497.742797
325448981.0,-1.0,-1.0,1668050497.768002
325473531.0,-1.0,-1.0,1668050497.792552
325499115.0,-1.0,-1.0,1668050497.818136
325523723.0,-1.0,-1.0,1668050497.8427439
325548762.0,-1.0,-1.0,1668050497.867783
325573558.0,-1.0,-1.0,1668050497.892579
325598803.0,-1.0,-1.0,1668050497.917824
325623602.0,-1.0,-1.0,1668050497.942623
325648702.0,-1.0,-1.0,1668050497.967723
325673724.0,-1.0,-1.0,1668050497.992745
325698774.0,-1.0,-1.0,1668050498.017795
325723721.0,-1.0,-1.0,1668050498.042742
325748818.0,-1.0,-1.0,1668050498.067839
325773618.0,-1.0,-1.0,1668050498.092639
325798785.0,-1.0,-1.0,1668050498.117806
325823652.0,-1.0,-1.0,1668050498.142673
325848814.0,-1.0,-1.0,1668050498.167835
325873436.0,-1.0,-1.0,1668050498.192457
325898844.0,-1.0,-1.0,1668050498.217865
325923676.0,-1.0,-1.0,1668050498.242697
325948848.0,-1.0,-1.0,1668050498.267869
325973641.0,-1.0,-1.0,1668050498.292662
325999083.0,-1.0,-1.0,1668050498.318104
326023673.0,-1.0,-1.0,1668050498.342694
326048758.0,-1.0,-1.0,1668050498.367779
326073431.0,-1.0,-1.0,1668050498.392452
326098692.0,-1.0,-1.0,1668050498.417713
326123742.0,-1.0,-1.0,1668050498.442763
326148745.0,-1.0,-1.0,1668050498.467766
326173574.0,-1.0,-1.0,1668050498.492595
326198754.0,-1.0,-1.0,1668050498.517775
326223712.0,-1.0,-1.0,1668050498.542733
326248768.0,-1.0,-1.0,1668050498.567789
326273376.0,-1.0,-1.0,1668050498.592397
326298815.0,-1.0,-1.0,1668050498.617836
326323703.0,-1.0,-1.0,1668050498.642724
326348913.0,-1.0,-1.0,1668050498.667934
326373587.0,-1.0,-1.0,1668050498.6926079
326398789.0,-1.0,-1.0,1668050498.71781
326423722.0,-1.0,-1.0,1668050498.742743
326448816.0,-1.0,-1.0,1668050498.767837
326473591.0,-1.0,-1.0,1668050498.792612
326499132.0,-1.0,-1.0,1668050498.818153
326523630.0,-1.0,-1.0,1668050498.842651
326548814.0,-1.0,-1.0,1668050498.867835
326573517.0,-1.0,-1.0,1668050498.892538
326598772.0,-1.0,-1.0,1668050498.917793
326623952.0,-1.0,-1.0,1668050498.942973
326648982.0,-1.0,-1.0,1668050498.968003
326673622.0,-1.0,-1.0,1668050498.9926429
326698783.0,-1.0,-1.0,1668050499.017804
326723672.0,-1.0,-1.0,1668050499.042693
326748781.0,-1.0,-1.0,1668050499.067802
326773605.0,-1.0,-1.0,1668050499.092626
326798880.0,-1.0,-1.0,1668050499.117901
326823635.0,-1.0,-1.0,1668050499.142656
326848773.0,-1.0,-1.0,1668050499.167794
326873623.0,-1.0,-1.0,1668050499.192644
326898706.0,-1.0,-1.0,1668050499.217727
326923617.0,-1.0,-1.0,1668050499.2426379
326948755.0,-1.0,-1.0,1668050499.267776
326973541.0,-1.0,-1.0,1668050499.292562
326999154.0,-1.0,-1.0,1668050499.318175
327023740.0,-1.0,-1.0,1668050499.342761
327048805.0,-1.0,-1.0,1668050499.367826
327073577.0,-1.0,-1.0,1668050499.392598
327098712.0,-1.0,-1.0,1668050499.417733
327123702.0,-1.0,-1.0,1668050499.442723
327148810.0,-1.0,-1.0,1668050499.467831
327173764.0,-1.0,-1.0,1668050499.492785
327198744.0,-1.0,-1.0,1668050499.517765
327223510.0,-1.0,-1.0,1668050499.542531
327248954.0,-1.0,-1.0,1668050499.567975
327273514.0,-1.0,-1.0,1668050499.592535
327298719.0,-1.0,-1.0,1668050499.61774
327323730.0,-1.0,-1.0,1668050499.642751
327348781.0,-1.0,-1.0,1668050499.667802
327373556.0,-1.0,-1.0,1668050499.692577
327398754.0,-1.0,-1.0,1668050499.7177749
327423642.0,-1.0,-1.0,1668050499.742663
327448751.0,-1.0,-1.0,1668050499.767772
327473536.0,-1.0,-1.0,1668050499.792557
327499174.0,-1.0,-1.0,1668050499.818195
327523871.0,-1.0,-1.0,1668050499.842892
327548856.0,-1.0,-1.0,1668050499.867877
327573602.0,-1.0,-1.0,1668050499.892623
327598824.0,-1.0,-1.0,1668050499.917845
327623907.0,-1.0,-1.0,1668050499.942928
327648833.0,-1.0,-1.0,1668050499.967854
327673573.0,-1.0,-1.0,1668050499.992594
327699132.0,-1.0,-1.0,1668050500.018153
327723706.0,-1.0,-1.0,1668050500.042727
327748708.0,-1.0,-1.0,1668050500.067729
327773544.0,-1.0,-1.0,1668050500.092565
327798719.0,-1.0,-1.0,1668050500.11774
327823601.0,-1.0,-1.0,1668050500.142622
327848756.0,-1.0,-1.0,1668050500.167777
327873477.0,-1.0,-1.0,1668050500.192498
327898718.0,-1.0,-1.0,1668050500.217739
327923761.0,-1.0,-1.0,1668050500.2427819
327948811.0,-1.0,-1.0,1668050500.267832
327973592.0,-1.0,-1.0,1668050500.292613
327999162.0,-1.0,-1.0,1668050500.318183
328023660.0,-1.0,-1.0,1668050500.342681
328048853.0,-1.0,-1.0,1668050500.367874
328073379.0,-1.0,-1.0,1668050500.3924
328098776.0,-1.0,-1.0,1668050500.417797
328123702.0,-1.0,-1.0,1668050500.442723
328149013.0,-1.0,-1.0,1668050500.468034
328173597.0,-1.0,-1.0,1668050500.492618
328198770.0,-1.0,-1.0,1668050500.517791
328223858.0,-1.0,-1.0,1668050500.542879
328248769.0,-1.0,-1.0,1668050500.56779
328273543.0,-1.0,-1.0,1668050500.5925639
328298746.0,-1.0,-1.0,1668050500.617767
328323566.0,-1.0,-1.0,1668050500.642587
328348813.0,-1.0,-1.0,1668050500.667834
328373541.0,-1.0,-1.0,1668050500.692562
328398726.0,-1.0,-1.0,1668050500.717747
328423668.0,-1.0,-1.0,1668050500.742689
328448736.0,-1.0,-1.0,1668050500.767757
328473538.0,-1.0,-1.0,1668050500.792559
328499057.0,-1.0,-1.0,1668050500.818078
328523679.0,-1.0,-1.0,1668050500.8427
328548748.0,-1.0,-1.0,1668050500.867769
328573609.0,-1.0,-1.0,1668050500.89263
328598922.0,-1.0,-1.0,1668050500.917943
328623954.0,-1.0,-1.0,1668050500.942975
328648759.0,-1.0,-1.0,1668050500.9677799
328673595.0,-1.0,-1.0,1668050500.992616
328698723.0,-1.0,-1.0,1668050501.017744
328723675.0,-1.0,-1.0,1668050501.042696
328748841.0,-1.0,-1.0,1668050501.067862
328773584.0,-1.0,-1.0,1668050501.0926049
328798780.0,-1.0,-1.0,1668050501.117801
328823723.0,-1.0,-1.0,1668050501.142744
328848733.0,-1.0,-1.0,1668050501.167754
328873610.0,-1.0,-1.0,1668050501.192631
328898696.0,-1.0,-1.0,1668050501.217717
328923682.0,-1.0,-1.0,1668050501.242703
328948812.0,-1.0,-1.0,1668050501.267833
328973427.0,-1.0,-1.0,1668050501.292448
328999074.0,-1.0,-1.0,1668050501.318095
329023641.0,-1.0,-1.0,1668050501.342662
329048966.0,-1.0,-1.0,1668050501.367987
329073633.0,-1.0,-1.0,1668050501.392654
329098942.0,-1.0,-1.0,1668050501.417963
329123742.0,-1.0,-1.0,1668050501.442763
329148787.0,-1.0,-1.0,1668050501.467808
329173368.0,-1.0,-1.0,1668050501.492389
329198773.0,-1.0,-1.0,1668050501.517794
329223635.0,-1.0,-1.0,1668050501.542656
329248711.0,-1.0,-1.0,1668050501.567732
329273719.0,-1.0,-1.0,1668050501.59274
329298713.0,-1.0,-1.0,1668050501.617734
329323723.0,-1.0,-1.0,1668050501.642744
329348777.0,-1.0,-1.0,1668050501.667798
329373576.0,-1.0,-1.0,1668050501.692597
329398716.0,-1.0,-1.0,1668050501.717737
329423613.0,-1.0,-1.0,1668050501.742634
329448791.0,-1.0,-1.0,1668050501.767812
329473564.0,-1.0,-1.0,1668050501.792585
329499232.0,-1.0,-1.0,1668050501.818253
329523712.0,-1.0,-1.0,1668050501.842733
329548785.0,-1.0,-1.0,1668050501.867806
329573611.0,-1.0,-1.0,1668050501.892632
329598795.0,-1.0,-1.0,1668050501.917816
329623900.0,-1.0,-1.0,1668050501.942921
329648763.0,-1.0,-1.0,1668050501.967784
329673602.0,-1.0,-1.0,1668050501.992623
329698756.0,-1.0,-1.0,1668050502.017777
329723776.0,-1.0,-1.0,1668050502.042797
329748691.0,-1.0,-1.0,1668050502.067712
329773587.0,-1.0,-1.0,1668050502.092608
329798859.0,-1.0,-1.0,1668050502.1178799
329823667.0,-1.0,-1.0,1668050502.142688
329848706.0,-1.0,-1.0,1668050502.167727
329873523.0,-1.0,-1.0,1668050502.192544
329898774.0,-1.0,-1.0,1668050502.217795
329923711.0,-1.0,-1.0,1668050502.242732
329948888.0,-1.0,-1.0,1668050502.267909
329973607.0,-1.0,-1.0,1668050502.292628
329999156.0,-1.0,-1.0,1668050502.318177
330023690.0,-1.0,-1.0,1668050502.342711
330048841.0,-1.0,-1.0,1668050502.367862
330073575.0,-1.0,-1.0,1668050502.392596
330098803.0,-1.0,-1.0,1668050502.417824
330123649.0,-1.0,-1.0,1668050502.4426699
330148879.0,-1.0,-1.0,1668050502.4679
330173659.0,-1.0,-1.0,1668050502.49268
330198796.0,-1.0,-1.0,1668050502.517817
330223648.0,-1.0,-1.0,1668050502.542669
330248801.0,-1.0,-1.0,1668050502.567822
330273559.0,-1.0,-1.0,1668050502.59258
330298747.0,-1.0,-1.0,1668050502.617768
330323800.0,-1.0,-1.0,1668050502.642821
330348793.0,-1.0,-1.0,1668050502.667814
330373455.0,-1.0,-1.0,1668050502.692476
330398873.0,-1.0,-1.0,1668050502.717894
330423669.0,-1.0,-1.0,1668050502.74269
330448782.0,-1.0,-1.0,1668050502.767803
330473617.0,-1.0,-1.0,1668050502.792638
330499143.0,-1.0,-1.0,1668050502.8181639
330523598.0,-1.0,-1.0,1668050502.842619
330548787.0,-1.0,-1.0,1668050502.867808
330573525.0,-1.0,-1.0,1668050502.892546
330598735.0,-1.0,-1.0,1668050502.917756
330624091.0,-1.0,-1.0,1668050502.943112
330648861.0,-1.0,-1.0,1668050502.967882
330673727.0,-1.0,-1.0,1668050502.992748
330698704.0,-1.0,-1.0,1668050503.017725
330723687.0,-1.0,-1.0,1668050503.042708
330748799.0,-1.0,-1.0,1668050503.06782
330773546.0,-1.0,-1.0,1668050503.092567
330798740.0,-1.0,-1.0,1668050503.117761
330823572.0,-1.0,-1.0,1668050503.142593
330849124.0,-1.0,-1.0,1668050503.168145
330873599.0,-1.0,-1.0,1668050503.19262
330898779.0,-1.0,-1.0,1668050503.2178
330923742.0,-1.0,-1.0,1668050503.242763
330948787.0,-1.0,-1.0,1668050503.267808
330973588.0,-1.0,-1.0,1668050503.292609
330999042.0,-1.0,-1.0,1668050503.318063
331023619.0,-1.0,-1.0,1668050503.34264
331048798.0,-1.0,-1.0,1668050503.367819
331073624.0,-1.0,-1.0,1668050503.392645
331098796.0,-1.0,-1.0,1668050503.4178169
331123747.0,-1.0,-1.0,1668050503.442768
331148808.0,-1.0,-1.0,1668050503.467829
331173589.0,-1.0,-1.0,1668050503.49261
331198841.0,-1.0,-1.0,1668050503.517862
331223640.0,-1.0,-1.0,1668050503.542661
331248774.0,-1.0,-1.0,1668050503.567795
331273406.0,-1.0,-1.0,1668050503.592427
331298873.0,-1.0,-1.0,1668050503.617894
331323737.0,-1.0,-1.0,1668050503.642758
331348815.0,-1.0,-1.0,1668050503.667836
331373641.0,-1.0,-1.0,1668050503.692662
331398806.0,-1.0,-1.0,1668050503.717827
331423661.0,-1.0,-1.0,1668050503.742682
331448803.0,-1.0,-1.0,1668050503.767824
331473539.0,-1.0,-1.0,1668050503.79256
331499071.0,-1.0,-1.0,1668050503.8180919
331523784.0,-1.0,-1.0,1668050503.842805
331548815.0,-1.0,-1.0,1668050503.867836
331573585.0,-1.0,-1.0,1668050503.892606
331598713.0,-1.0,-1.0,1668050503.917734
331623753.0,-1.0,-1.0,1668050503.942774
331648717.0,-1.0,-1.0,1668050503.967738
331673465.0,-1.0,-1.0,1668050503.992486
331698743.0,-1.0,-1.0,1668050504.017764
331723730.0,-1.0,-1.0,1668050504.042751
331748912.0,-1.0,-1.0,1668050504.067933
331773594.0,-1.0,-1.0,1668050504.092615
331798763.0,-1.0,-1.0,1668050504.117784
331823701.0,-1.0,-1.0,1668050504.142722
331848786.0,-1.0,-1.0,1668050504.167807
331873472.0,-1.0,-1.0,1668050504.192493
331898900.0,-1.0,-1.0,1668050504.217921
331923714.0,-1.0,-1.0,1668050504.242735
331948786.0,-1.0,-1.0,1668050504.267807
331973682.0,-1.0,-1.0,1668050504.292703
331999162.0,-1.0,-1.0,1668050504.318183
332023720.0,-1.0,-1.0,1668050504.342741
332048845.0,-1.0,-1.0,1668050504.367866
332073515.0,-1.0,-1.0,1668050504.392536
332098703.0,-1.0,-1.0,1668050504.417724
332123679.0,-1.0,-1.0,1668050504.4427
332148777.0,-1.0,-1.0,1668050504.467798
332173449.0,-1.0,-1.0,1668050504.49247
332198815.0,-1.0,-1.0,1668050504.517836
332223712.0,-1.0,-1.0,1668050504.542733
332248909.0,-1.0,-1.0,1668050504.56793
332273661.0,-1.0,-1.0,1668050504.592682
332298792.0,-1.0,-1.0,1668050504.6178129
332323664.0,-1.0,-1.0,1668050504.642685
332348757.0,-1.0,-1.0,1668050504.667778
332373529.0,-1.0,-1.0,1668050504.69255
332398775.0,-1.0,-1.0,1668050504.717796
332423861.0,-1.0,-1.0,1668050504.742882
332448736.0,-1.0,-1.0,1668050504.767757
332473576.0,-1.0,-1.0,1668050504.792597
332499088.0,-1.0,-1.0,1668050504.818109
332523719.0,-1.0,-1.0,1668050504.84274
332548732.0,-1.0,-1.0,1668050504.867753
332573501.0,-1.0,-1.0,1668050504.892522
332598759.0,-1.0,-1.0,1668050504.91778
332623715.0,-1.0,-1.0,1668050504.942736
332648972.0,-1.0,-1.0,1668050504.967993
332673559.0,-1.0,-1.0,1668050504.99258
332698757.0,-1.0,-1.0,1668050505.017778
332723728.0,-1.0,-1.0,1668050505.042749
332748780.0,-1.0,-1.0,1668050505.067801
332773632.0,-1.0,-1.0,1668050505.092653
332798805.0,-1.0,-1.0,1668050505.117826
332823639.0,-1.0,-1.0,1668050505.14266
332848833.0,-1.0,-1.0,1668050505.167854
332873659.0,-1.0,-1.0,1668050505.19268
332898797.0,-1.0,-1.0,1668050505.217818
332923753.0,-1.0,-1.0,1668050505.242774
332948889.0,-1.0,-1.0,1668050505.26791
332973598.0,-1.0,-1.0,1668050505.292619
332999083.0,-1.0,-1.0,1668050505.318104
333023639.0,-1.0,-1.0,1668050505.34266
333048930.0,-1.0,-1.0,1668050505.367951
333073548.0,-1.0,-1.0,1668050505.392569
333098954.0,-1.0,-1.0,1668050505.417975
333123730.0,-1.0,-1.0,1668050505.442751
333148779.0,-1.0,-1.0,1668050505.4678
333173559.0,-1.0,-1.0,1668050505.49258
333198822.0,-1.0,-1.0,1668050505.517843
333223626.0,-1.0,-1.0,1668050505.542647
333248726.0,-1.0,-1.0,1668050505.5677469
333273506.0,-1.0,-1.0,1668050505.592527
333298849.0,-1.0,-1.0,1668050505.61787
333323787.0,-1.0,-1.0,1668050505.642808
333348900.0,-1.0,-1.0,1668050505.667921
333373571.0,-1.0,-1.0,1668050505.692592
333398808.0,-1.0,-1.0,1668050505.717829
333423674.0,-1.0,-1.0,1668050505.742695
333448730.0,-1.0,-1.0,1668050505.767751
333473577.0,-1.0,-1.0,1668050505.792598
333498969.0,-1.0,-1.0,1668050505.81799
333523681.0,-1.0,-1.0,1668050505.842702
333549049.0,-1.0,-1.0,1668050505.86807
333573586.0,-1.0,-1.0,1668050505.892607
333598734.0,-1.0,-1.0,1668050505.917755
333623672.0,-1.0,-1.0,1668050505.942693
333648846.0,-1.0,-1.0,1668050505.967867
333673545.0,-1.0,-1.0,1668050505.9925659
333698847.0,-1.0,-1.0,1668050506.017868
333723625.0,-1.0,-1.0,1668050506.042646
333748777.0,-1.0,-1.0,1668050506.067798
333773636.0,-1.0,-1.0,1668050506.092657
333798794.0,-1.0,-1.0,1668050506.117815
333823816.0,-1.0,-1.0,1668050506.142837
333848781.0,-1.0,-1.0,1668050506.167802
333873594.0,-1.0,-1.0,1668050506.192615
333898782.0,-1.0,-1.0,1668050506.217803
333923646.0,-1.0,-1.0,1668050506.242667
333948720.0,-1.0,-1.0,1668050506.267741
333973573.0,-1.0,-1.0,1668050506.292594
333999355.0,-1.0,-1.0,1668050506.318376
334023669.0,-1.0,-1.0,1668050506.34269
334048788.0,-1.0,-1.0,1668050506.367809
334073574.0,-1.0,-1.0,1668050506.392595
334098717.0,-1.0,-1.0,1668050506.417738
334123675.0,-1.0,-1.0,1668050506.442696
334148794.0,-1.0,-1.0,1668050506.467815
334173487.0,-1.0,-1.0,1668050506.492508
334198760.0,-1.0,-1.0,1668050506.517781
334223698.0,-1.0,-1.0,1668050506.542719
334248785.0,-1.0,-1.0,1668050506.567806
334273555.0,-1.0,-1.0,1668050506.592576
334298746.0,-1.0,-1.0,1668050506.617767
334323707.0,-1.0,-1.0,1668050506.642728
334349016.0,-1.0,-1.0,1668050506.668037
334373542.0,-1.0,-1.0,1668050506.692563
334398710.0,-1.0,-1.0,1668050506.717731
334423583.0,-1.0,-1.0,1668050506.742604
334448831.0,-1.0,-1.0,1668050506.767852
334473557.0,-1.0,-1.0,1668050506.792578
334499080.0,-1.0,-1.0,1668050506.818101
334523816.0,-1.0,-1.0,1668050506.842837
334548764.0,-1.0,-1.0,1668050506.867785
334573553.0,-1.0,-1.0,1668050506.892574
334598785.0,-1.0,-1.0,1668050506.917806
334623523.0,-1.0,-1.0,1668050506.942544
334648884.0,-1.0,-1.0,1668050506.967905
334673602.0,-1.0,-1.0,1668050506.992623
334698769.0,-1.0,-1.0,1668050507.01779
334723713.0,-1.0,-1.0,1668050507.042734
334748787.0,-1.0,-1.0,1668050507.067808
334773676.0,-1.0,-1.0,1668050507.092697
334798726.0,-1.0,-1.0,1668050507.117747
334823635.0,-1.0,-1.0,1668050507.142656
334848758.0,-1.0,-1.0,1668050507.167779
334873629.0,-1.0,-1.0,1668050507.19265
334898934.0,-1.0,-1.0,1668050507.2179549
334923741.0,-1.0,-1.0,1668050507.242762
334949094.0,-1.0,-1.0,1668050507.268115
334973625.0,-1.0,-1.0,1668050507.292646
334999152.0,-1.0,-1.0,1668050507.318173
335023608.0,-1.0,-1.0,1668050507.342629
335048955.0,-1.0,-1.0,1668050507.367976
335073475.0,-1.0,-1.0,1668050507.3924959
335098794.0,-1.0,-1.0,1668050507.417815
335123767.0,-1.0,-1.0,1668050507.442788
335148795.0,-1.0,-1.0,1668050507.4678159
335173481.0,-1.0,-1.0,1668050507.492502
335198679.0,-1.0,-1.0,1668050507.5177
335223595.0,-1.0,-1.0,1668050507.542616
335248756.0,-1.0,-1.0,1668050507.567777
335273533.0,-1.0,-1.0,1668050507.592554
335298780.0,-1.0,-1.0,1668050507.617801
335323783.0,-1.0,-1.0,1668050507.642804
335348796.0,-1.0,-1.0,1668050507.6678169
335373593.0,-1.0,-1.0,1668050507.692614
335398854.0,-1.0,-1.0,1668050507.717875
335423683.0,-1.0,-1.0,1668050507.742704
335448793.0,-1.0,-1.0,1668050507.767814
335473465.0,-1.0,-1.0,1668050507.792486
335498995.0,-1.0,-1.0,1668050507.818016
335523630.0,-1.0,-1.0,1668050507.842651
335548975.0,-1.0,-1.0,1668050507.867996
335573678.0,-1.0,-1.0,1668050507.892699
335598830.0,-1.0,-1.0,1668050507.917851
335623746.0,-1.0,-1.0,1668050507.942767
335648821.0,-1.0,-1.0,1668050507.967842
335673598.0,-1.0,-1.0,1668050507.992619
335698769.0,-1.0,-1.0,1668050508.01779
335723671.0,-1.0,-1.0,1668050508.042692
335748751.0,-1.0,-1.0,1668050508.067772
335773562.0,-1.0,-1.0,1668050508.092583
335798691.0,-1.0,-1.0,1668050508.117712
335823739.0,-1.0,-1.0,1668050508.14276
335848832.0,-1.0,-1.0,1668050508.1678529
335873623.0,-1.0,-1.0,1668050508.192644
335898782.0,-1.0,-1.0,1668050508.217803
335923703.0,-1.0,-1.0,1668050508.242724
335949154.0,-1.0,-1.0,1668050508.268175
335973533.0,-1.0,-1.0,1668050508.292554
335999174.0,-1.0,-1.0,1668050508.318195
336023660.0,-1.0,-1.0,1668050508.342681
336048815.0,-1.0,-1.0,1668050508.367836
336073594.0,-1.0,-1.0,1668050508.392615
336098950.0,-1.0,-1.0,1668050508.417971
336123628.0,-1.0,-1.0,1668050508.442649
336148783.0,-1.0,-1.0,1668050508.467804
336173532.0,-1.0,-1.0,1668050508.492553
336198763.0,-1.0,-1.0,1668050508.5177839
336223747.0,-1.0,-1.0,1668050508.542768
336248809.0,-1.0,-1.0,1668050508.56783
336273557.0,-1.0,-1.0,1668050508.592578
336298754.0,-1.0,-1.0,1668050508.617775
336323720.0,-1.0,-1.0,1668050508.642741
336348811.0,-1.0,-1.0,1668050508.667832
336373440.0,-1.0,-1.0,1668050508.692461
336398809.0,-1.0,-1.0,1668050508.71783
336423710.0,-1.0,-1.0,1668050508.742731
336449141.0,-1.0,-1.0,1668050508.768162
336473500.0,-1.0,-1.0,1668050508.792521
336499171.0,-1.0,-1.0,1668050508.818192
336523773.0,-1.0,-1.0,1668050508.842794
336548907.0,-1.0,-1.0,1668050508.867928
336573384.0,-1.0,-1.0,1668050508.892405
336598732.0,-1.0,-1.0,1668050508.917753
336623733.0,-1.0,-1.0,1668050508.942754
336648769.0,-1.0,-1.0,1668050508.96779
336673625.0,-1.0,-1.0,1668050508.992646
336698787.0,-1.0,-1.0,1668050509.017808
336723727.0,-1.0,-1.0,1668050509.042748
336748849.0,-1.0,-1.0,1668050509.06787
336773630.0,-1.0,-1.0,1668050509.092651
336798744.0,-1.0,-1.0,1668050509.117765
336823533.0,-1.0,-1.0,1668050509.142554
336848692.0,-1.0,-1.0,1668050509.167713
336873515.0,-1.0,-1.0,1668050509.1925359
336884589.0,-1.0,-1.0,1668050509.20361
336908901.0,-1.0,-1.0,1668050509.227922
336933631.0,-1.0,-1.0,1668050509.252652
336958809.0,-1.0,-1.0,1668050509.27783
336984680.0,-1.0,-1.0,1668050509.303701
337009005.0,-1.0,-1.0,1668050509.328026
337033823.0,-1.0,-1.0,1668050509.352844
337058990.0,-1.0,-1.0,1668050509.378011
337084684.0,-1.0,-1.0,1668050509.403705
337108891.0,-1.0,-1.0,1668050509.427912
337133739.0,-1.0,-1.0,1668050509.45276
337158822.0,-1.0,-1.0,1668050509.477843
337184609.0,-1.0,-1.0,1668050509.50363
337208931.0,-1.0,-1.0,1668050509.527952
337233652.0,-1.0,-1.0,1668050509.552673
337258905.0,-1.0,-1.0,1668050509.577926
337284802.0,-1.0,-1.0,1668050509.603823
337308927.0,-1.0,-1.0,1668050509.627948
337333744.0,-1.0,-1.0,1668050509.652765
337358787.0,-1.0,-1.0,1668050509.677808
337384614.0,-1.0,-1.0,1668050509.703635
337408778.0,-1.0,-1.0,1668050509.727799
337433702.0,-1.0,-1.0,1668050509.752723
337458763.0,-1.0,-1.0,1668050509.7777839
337484706.0,-1.0,-1.0,1668050509.803727
337508985.0,-1.0,-1.0,1668050509.828006
337533804.0,-1.0,-1.0,1668050509.852825
337558770.0,-1.0,-1.0,1668050509.877791
337586384.0,-1.0,-1.0,1668050509.905405
337610916.0,-1.0,-1.0,1668050509.929937
337636383.0,-1.0,-1.0,1668050509.955404
337660980.0,-1.0,-1.0,1668050509.980001
337686550.0,-1.0,-1.0,1668050510.005571
337710962.0,-1.0,-1.0,1668050510.029983
337736234.0,-1.0,-1.0,1668050510.055255
337760960.0,-1.0,-1.0,1668050510.079981
337786258.0,-1.0,-1.0,1668050510.105279
337810866.0,-1.0,-1.0,1668050510.129887
337836253.0,-1.0,-1.0,1668050510.155274
337860876.0,-1.0,-1.0,1668050510.179897
337886383.0,-1.0,-1.0,1668050510.205404
337911048.0,-1.0,-1.0,1668050510.230069
337936314.0,-1.0,-1.0,1668050510.255335
337960930.0,-1.0,-1.0,1668050510.279951
337986366.0,-1.0,-1.0,1668050510.305387
338010943.0,-1.0,-1.0,1668050510.329964
338036333.0,-1.0,-1.0,1668050510.355354
338060880.0,-1.0,-1.0,1668050510.379901
338086357.0,-1.0,-1.0,1668050510.405378
338110926.0,-1.0,-1.0,1668050510.429947
338136390.0,-1.0,-1.0,1668050510.455411
338160890.0,-1.0,-1.0,1668050510.479911
338186221.0,-1.0,-1.0,1668050510.5052419
338210893.0,-1.0,-1.0,1668050510.529914
338236278.0,-1.0,-1.0,1668050510.555299
338260885.0,-1.0,-1.0,1668050510.579906
338286359.0,-1.0,-1.0,1668050510.60538
338310893.0,-1.0,-1.0,1668050510.629914
338336225.0,-1.0,-1.0,1668050510.655246
338361053.0,-1.0,-1.0,1668050510.680074
338386307.0,-1.0,-1.0,1668050510.705328
338410948.0,-1.0,-1.0,1668050510.729969
338436259.0,-1.0,-1.0,1668050510.75528
338461050.0,-1.0,-1.0,1668050510.780071
338486197.0,-1.0,-1.0,1668050510.805218
338510940.0,-1.0,-1.0,1668050510.829961
338536352.0,-1.0,-1.0,1668050510.855373
338560905.0,-1.0,-1.0,1668050510.879926
338586589.0,-1.0,-1.0,1668050510.90561
338610955.0,-1.0,-1.0,1668050510.929976
338636254.0,-1.0,-1.0,1668050510.955275
338660908.0,-1.0,-1.0,1668050510.979929
338686250.0,-1.0,-1.0,1668050511.005271
338710899.0,-1.0,-1.0,1668050511.02992
338736252.0,-1.0,-1.0,1668050511.055273
338760887.0,-1.0,-1.0,1668050511.079908
338786275.0,-1.0,-1.0,1668050511.105296
338811140.0,-1.0,-1.0,1668050511.130161
338836220.0,-1.0,-1.0,1668050511.155241
