TimeUS,MAIN,SUB_TO,SUB_WP,CTRL_M,GH_STA,timestamp
258832532.0,0.0,0.0,0.0,0.0,0.0,1668050431.151553
258932385.0,0.0,0.0,0.0,0.0,0.0,1668050431.251406
259032698.0,0.0,0.0,0.0,0.0,0.0,1668050431.351719
259132298.0,0.0,0.0,0.0,0.0,0.0,1668050431.451319
259232538.0,0.0,0.0,0.0,0.0,0.0,1668050431.551559
259332370.0,0.0,0.0,0.0,0.0,0.0,1668050431.651391
259432608.0,0.0,0.0,0.0,0.0,0.0,1668050431.7516289
259532487.0,0.0,0.0,0.0,0.0,0.0,1668050431.851508
259632394.0,0.0,0.0,0.0,0.0,0.0,1668050431.951415
259732575.0,0.0,0.0,0.0,0.0,0.0,1668050432.051596
259832521.0,0.0,0.0,0.0,0.0,0.0,1668050432.151542
259932492.0,0.0,0.0,0.0,0.0,0.0,1668050432.251513
260032689.0,0.0,0.0,0.0,0.0,0.0,1668050432.35171
260132535.0,0.0,0.0,0.0,0.0,0.0,1668050432.451556
260232625.0,0.0,0.0,0.0,0.0,0.0,1668050432.551646
260332610.0,0.0,0.0,0.0,0.0,0.0,1668050432.6516309
260432615.0,0.0,0.0,0.0,0.0,0.0,1668050432.751636
260532283.0,0.0,0.0,0.0,0.0,0.0,1668050432.851304
260632546.0,0.0,0.0,0.0,0.0,0.0,1668050432.951567
260732374.0,0.0,0.0,0.0,0.0,0.0,1668050433.051395
260832587.0,0.0,0.0,0.0,0.0,0.0,1668050433.151608
260932374.0,0.0,0.0,0.0,0.0,0.0,1668050433.251395
261032730.0,0.0,0.0,0.0,0.0,0.0,1668050433.351751
261132236.0,0.0,0.0,0.0,0.0,0.0,1668050433.451257
261232561.0,0.0,0.0,0.0,0.0,0.0,1668050433.551582
261332424.0,0.0,0.0,0.0,0.0,0.0,1668050433.651445
261432479.0,0.0,0.0,0.0,0.0,0.0,1668050433.7515
261532518.0,0.0,0.0,0.0,0.0,0.0,1668050433.851539
261632363.0,0.0,0.0,0.0,0.0,0.0,1668050433.951384
261732549.0,0.0,0.0,0.0,0.0,0.0,1668050434.05157
261832398.0,0.0,0.0,0.0,0.0,0.0,1668050434.151419
261932501.0,0.0,0.0,0.0,0.0,0.0,1668050434.251522
262032657.0,0.0,0.0,0.0,0.0,0.0,1668050434.351678
262132556.0,0.0,0.0,0.0,0.0,0.0,1668050434.451577
262232549.0,0.0,0.0,0.0,0.0,0.0,1668050434.55157
262332441.0,0.0,0.0,0.0,0.0,0.0,1668050434.651462
262432563.0,0.0,0.0,0.0,0.0,0.0,1668050434.751584
262532555.0,0.0,0.0,0.0,0.0,0.0,1668050434.851576
262632564.0,0.0,0.0,0.0,0.0,0.0,1668050434.951585
262732404.0,0.0,0.0,0.0,0.0,0.0,1668050435.051425
262832487.0,0.0,0.0,0.0,0.0,0.0,1668050435.151508
262932347.0,0.0,0.0,0.0,0.0,0.0,1668050435.251368
263032808.0,0.0,0.0,0.0,0.0,0.0,1668050435.351829
263132583.0,0.0,0.0,0.0,0.0,0.0,1668050435.451604
263232564.0,0.0,0.0,0.0,0.0,0.0,1668050435.551585
263332485.0,0.0,0.0,0.0,0.0,0.0,1668050435.651506
263432462.0,0.0,0.0,0.0,0.0,0.0,1668050435.751483
263532283.0,0.0,0.0,0.0,0.0,0.0,1668050435.851304
263632513.0,0.0,0.0,0.0,0.0,0.0,1668050435.951534
263732574.0,0.0,0.0,0.0,0.0,0.0,1668050436.051595
263832465.0,0.0,0.0,0.0,0.0,0.0,1668050436.151486
263932555.0,0.0,0.0,0.0,0.0,0.0,1668050436.251576
264032725.0,0.0,0.0,0.0,0.0,0.0,1668050436.351746
264132376.0,0.0,0.0,0.0,0.0,0.0,1668050436.451397
264232596.0,0.0,0.0,0.0,0.0,0.0,1668050436.551617
264332348.0,0.0,0.0,0.0,0.0,0.0,1668050436.651369
264432650.0,0.0,0.0,0.0,0.0,0.0,1668050436.751671
264532323.0,0.0,0.0,0.0,0.0,0.0,1668050436.8513439
264632566.0,0.0,0.0,0.0,0.0,0.0,1668050436.951587
264732373.0,0.0,0.0,0.0,0.0,0.0,1668050437.051394
264832553.0,0.0,0.0,0.0,0.0,0.0,1668050437.151574
264932390.0,0.0,0.0,0.0,0.0,0.0,1668050437.251411
265032684.0,0.0,0.0,0.0,0.0,0.0,1668050437.351705
265132552.0,0.0,0.0,0.0,0.0,0.0,1668050437.451573
265232559.0,0.0,0.0,0.0,0.0,0.0,1668050437.55158
265332473.0,0.0,0.0,0.0,0.0,0.0,1668050437.651494
265432547.0,0.0,0.0,0.0,0.0,0.0,1668050437.751568
265532477.0,0.0,0.0,0.0,0.0,0.0,1668050437.851498
265632425.0,0.0,0.0,0.0,0.0,0.0,1668050437.951446
265732439.0,0.0,0.0,0.0,0.0,0.0,1668050438.05146
265832644.0,0.0,0.0,0.0,0.0,0.0,1668050438.151665
265932288.0,0.0,0.0,0.0,0.0,0.0,1668050438.251309
266032764.0,0.0,0.0,0.0,0.0,0.0,1668050438.351785
266132362.0,0.0,0.0,0.0,0.0,0.0,1668050438.4513829
266232606.0,0.0,0.0,0.0,0.0,0.0,1668050438.551627
266332313.0,0.0,0.0,0.0,0.0,0.0,1668050438.651334
266432506.0,0.0,0.0,0.0,0.0,0.0,1668050438.751527
266532494.0,0.0,0.0,0.0,0.0,0.0,1668050438.851515
266632686.0,0.0,0.0,0.0,0.0,0.0,1668050438.951707
266732639.0,0.0,0.0,0.0,0.0,0.0,1668050439.05166
266832378.0,0.0,0.0,0.0,0.0,0.0,1668050439.151399
266932545.0,0.0,0.0,0.0,0.0,0.0,1668050439.251566
267032662.0,0.0,0.0,0.0,0.0,0.0,1668050439.351683
267132574.0,0.0,0.0,0.0,0.0,0.0,1668050439.451595
267232562.0,0.0,0.0,0.0,0.0,0.0,1668050439.551583
267332497.0,0.0,0.0,0.0,0.0,0.0,1668050439.6515179
267432550.0,0.0,0.0,0.0,0.0,0.0,1668050439.751571
267532584.0,0.0,0.0,0.0,0.0,0.0,1668050439.851605
267632625.0,0.0,0.0,0.0,0.0,0.0,1668050439.951646
267732373.0,0.0,0.0,0.0,0.0,0.0,1668050440.051394
267832595.0,0.0,0.0,0.0,0.0,0.0,1668050440.151616
267932374.0,0.0,0.0,0.0,0.0,0.0,1668050440.251395
268032721.0,0.0,0.0,0.0,0.0,0.0,1668050440.351742
268132380.0,0.0,0.0,0.0,0.0,0.0,1668050440.451401
268232497.0,0.0,0.0,0.0,0.0,0.0,1668050440.551518
268332321.0,0.0,0.0,0.0,0.0,0.0,1668050440.651342
268432615.0,0.0,0.0,0.0,0.0,0.0,1668050440.751636
268532401.0,0.0,0.0,0.0,0.0,0.0,1668050440.851422
268632599.0,0.0,0.0,0.0,0.0,0.0,1668050440.95162
268732479.0,0.0,0.0,0.0,0.0,0.0,1668050441.0515
268832601.0,0.0,0.0,0.0,0.0,0.0,1668050441.151622
268932524.0,0.0,0.0,0.0,0.0,0.0,1668050441.251545
269032703.0,0.0,0.0,0.0,0.0,0.0,1668050441.351724
269132592.0,0.0,0.0,0.0,0.0,0.0,1668050441.451613
269232518.0,0.0,0.0,0.0,0.0,0.0,1668050441.551539
269332577.0,0.0,0.0,0.0,0.0,0.0,1668050441.651598
269432519.0,0.0,0.0,0.0,0.0,0.0,1668050441.75154
269532368.0,0.0,0.0,0.0,0.0,0.0,1668050441.851389
269632591.0,0.0,0.0,0.0,0.0,0.0,1668050441.951612
269732376.0,0.0,0.0,0.0,0.0,0.0,1668050442.051397
269832605.0,0.0,0.0,0.0,0.0,0.0,1668050442.1516259
269932348.0,0.0,0.0,0.0,0.0,0.0,1668050442.251369
270032702.0,0.0,0.0,0.0,0.0,0.0,1668050442.351723
270132338.0,0.0,0.0,0.0,0.0,0.0,1668050442.451359
270232566.0,0.0,0.0,0.0,0.0,0.0,1668050442.551587
270332327.0,0.0,0.0,0.0,0.0,0.0,1668050442.6513479
270432416.0,0.0,0.0,0.0,0.0,0.0,1668050442.751437
270532586.0,0.0,0.0,0.0,0.0,0.0,1668050442.851607
270632493.0,0.0,0.0,0.0,0.0,0.0,1668050442.951514
270732479.0,0.0,0.0,0.0,0.0,0.0,1668050443.0515
270832453.0,0.0,0.0,0.0,0.0,0.0,1668050443.151474
270932571.0,0.0,0.0,0.0,0.0,0.0,1668050443.251592
271032666.0,0.0,0.0,0.0,0.0,0.0,1668050443.351687
271132575.0,0.0,0.0,0.0,0.0,0.0,1668050443.451596
271232550.0,0.0,0.0,0.0,0.0,0.0,1668050443.551571
271332402.0,0.0,0.0,0.0,0.0,0.0,1668050443.651423
271432569.0,0.0,0.0,0.0,0.0,0.0,1668050443.75159
271532373.0,0.0,0.0,0.0,0.0,0.0,1668050443.851394
271632434.0,0.0,0.0,0.0,0.0,0.0,1668050443.9514549
271732344.0,0.0,0.0,0.0,0.0,0.0,1668050444.051365
271832577.0,0.0,0.0,0.0,0.0,0.0,1668050444.151598
271932351.0,0.0,0.0,0.0,0.0,0.0,1668050444.251372
272032800.0,0.0,0.0,0.0,0.0,0.0,1668050444.351821
272132475.0,0.0,0.0,0.0,0.0,0.0,1668050444.451496
272232421.0,0.0,0.0,0.0,0.0,0.0,1668050444.551442
272332505.0,0.0,0.0,0.0,0.0,0.0,1668050444.651526
272432487.0,0.0,0.0,0.0,0.0,0.0,1668050444.751508
272532497.0,0.0,0.0,0.0,0.0,0.0,1668050444.851518
272632385.0,0.0,0.0,0.0,0.0,0.0,1668050444.951406
272732490.0,0.0,0.0,0.0,0.0,0.0,1668050445.051511
272832613.0,0.0,0.0,0.0,0.0,0.0,1668050445.151634
272932531.0,0.0,0.0,0.0,0.0,0.0,1668050445.251552
273032826.0,0.0,0.0,0.0,0.0,0.0,1668050445.351847
273132505.0,0.0,0.0,0.0,0.0,0.0,1668050445.451526
273232515.0,0.0,0.0,0.0,0.0,0.0,1668050445.551536
273332314.0,0.0,0.0,0.0,0.0,0.0,1668050445.651335
274133027.0,0.0,0.0,0.0,0.0,0.0,1668050446.452048
274232390.0,0.0,0.0,0.0,0.0,0.0,1668050446.551411
274332366.0,0.0,0.0,0.0,0.0,0.0,1668050446.651387
274432395.0,0.0,0.0,0.0,0.0,0.0,1668050446.751416
274532369.0,0.0,0.0,0.0,0.0,0.0,1668050446.85139
274632485.0,0.0,0.0,0.0,0.0,0.0,1668050446.951506
274732598.0,0.0,0.0,0.0,0.0,0.0,1668050447.051619
274832526.0,0.0,0.0,0.0,0.0,0.0,1668050447.151547
274932517.0,0.0,0.0,0.0,0.0,0.0,1668050447.251538
275032591.0,0.0,0.0,0.0,0.0,0.0,1668050447.351612
275132373.0,0.0,0.0,0.0,0.0,0.0,1668050447.451394
275232510.0,0.0,0.0,0.0,0.0,0.0,1668050447.551531
275332356.0,0.0,0.0,0.0,0.0,0.0,1668050447.651377
275432570.0,0.0,0.0,0.0,0.0,0.0,1668050447.751591
275532325.0,0.0,0.0,0.0,0.0,0.0,1668050447.851346
275632478.0,0.0,0.0,0.0,0.0,0.0,1668050447.951499
275732512.0,0.0,0.0,0.0,0.0,0.0,1668050448.051533
275832364.0,0.0,0.0,0.0,0.0,0.0,1668050448.151385
275932486.0,0.0,0.0,0.0,0.0,0.0,1668050448.251507
276032468.0,0.0,0.0,0.0,0.0,0.0,1668050448.351489
276132523.0,0.0,0.0,0.0,0.0,0.0,1668050448.451544
276232448.0,0.0,0.0,0.0,0.0,0.0,1668050448.551469
276332538.0,0.0,0.0,0.0,0.0,0.0,1668050448.6515589
276432507.0,0.0,0.0,0.0,0.0,0.0,1668050448.751528
276532568.0,0.0,0.0,0.0,0.0,0.0,1668050448.851589
276632509.0,0.0,0.0,0.0,0.0,0.0,1668050448.95153
276732339.0,0.0,0.0,0.0,0.0,0.0,1668050449.05136
276832556.0,0.0,0.0,0.0,0.0,0.0,1668050449.151577
276932384.0,0.0,0.0,0.0,0.0,0.0,1668050449.251405
277032631.0,0.0,0.0,0.0,0.0,0.0,1668050449.351652
277132446.0,0.0,0.0,0.0,0.0,0.0,1668050449.451467
277232600.0,0.0,0.0,0.0,0.0,0.0,1668050449.551621
277332421.0,0.0,0.0,0.0,0.0,0.0,1668050449.651442
277432536.0,0.0,0.0,0.0,0.0,0.0,1668050449.7515569
277532535.0,0.0,0.0,0.0,0.0,0.0,1668050449.851556
277632410.0,0.0,0.0,0.0,0.0,0.0,1668050449.951431
277732450.0,0.0,0.0,0.0,0.0,0.0,1668050450.051471
277832421.0,0.0,0.0,0.0,0.0,0.0,1668050450.151442
277932559.0,0.0,0.0,0.0,0.0,0.0,1668050450.25158
278032466.0,0.0,0.0,0.0,0.0,0.0,1668050450.351487
278132509.0,0.0,0.0,0.0,0.0,0.0,1668050450.45153
278232381.0,0.0,0.0,0.0,0.0,0.0,1668050450.551402
278332624.0,0.0,0.0,0.0,0.0,0.0,1668050450.651645
278432440.0,0.0,0.0,0.0,0.0,0.0,1668050450.751461
278532393.0,0.0,0.0,0.0,0.0,0.0,1668050450.851414
278632592.0,0.0,0.0,0.0,0.0,0.0,1668050450.951613
278732351.0,0.0,0.0,0.0,0.0,0.0,1668050451.051372
278832559.0,0.0,0.0,0.0,0.0,0.0,1668050451.15158
278932289.0,0.0,0.0,0.0,0.0,0.0,1668050451.2513099
279032563.0,0.0,0.0,0.0,0.0,0.0,1668050451.351584
279132567.0,0.0,0.0,0.0,0.0,0.0,1668050451.451588
279232618.0,0.0,0.0,0.0,0.0,0.0,1668050451.551639
279332388.0,0.0,0.0,0.0,0.0,0.0,1668050451.651409
279432430.0,0.0,0.0,0.0,0.0,0.0,1668050451.751451
279532382.0,0.0,0.0,0.0,0.0,0.0,1668050451.851403
