TimeUS,C,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT,timestamp
1189229110.0,1.0,0.09,0.02,-0.03,0.08,0.06,-0.07,-51.0,27.0,-41.0,0.09,0.0,1668051361.548131
