TimeUS,Mem,TS,NPkt,Nerr,Nerr2,NDel,timestamp
308308319.0,336.0,312103.0,144913.0,0.0,0.0,0.0,1668050480.62734
309358340.0,336.0,313153.0,145419.0,0.0,0.0,0.0,1668050481.677361
310408327.0,336.0,314203.0,145926.0,0.0,0.0,0.0,1668050482.727348
311458324.0,336.0,315253.0,146433.0,0.0,0.0,0.0,1668050483.777345
312508329.0,336.0,316303.0,146939.0,0.0,0.0,0.0,1668050484.82735
313558348.0,336.0,317353.0,147447.0,0.0,0.0,0.0,1668050485.877369
314608314.0,336.0,318403.0,147954.0,0.0,0.0,0.0,1668050486.927335
315658320.0,336.0,319453.0,148460.0,0.0,0.0,0.0,1668050487.977341
316708332.0,336.0,320503.0,148967.0,0.0,0.0,0.0,1668050489.027353
317758316.0,336.0,321553.0,149474.0,0.0,0.0,0.0,1668050490.077337
318808337.0,336.0,322603.0,149980.0,0.0,0.0,0.0,1668050491.127358
319858333.0,336.0,323653.0,150487.0,0.0,0.0,0.0,1668050492.177354
320908319.0,336.0,324703.0,150995.0,0.0,0.0,0.0,1668050493.22734
321958322.0,336.0,325753.0,151501.0,0.0,0.0,0.0,1668050494.277343
323008319.0,336.0,326803.0,152008.0,0.0,0.0,0.0,1668050495.32734
324058320.0,336.0,327853.0,152515.0,0.0,0.0,0.0,1668050496.377341
325108318.0,336.0,328903.0,153021.0,0.0,0.0,0.0,1668050497.427339
326158324.0,336.0,329953.0,153528.0,0.0,0.0,0.0,1668050498.477345
327208328.0,336.0,331003.0,154035.0,0.0,0.0,0.0,1668050499.527349
328258318.0,336.0,332053.0,154541.0,0.0,0.0,0.0,1668050500.577339
329308324.0,336.0,333103.0,155048.0,0.0,0.0,0.0,1668050501.627345
330358336.0,336.0,334153.0,155555.0,0.0,0.0,0.0,1668050502.677357
331408332.0,336.0,335203.0,156061.0,0.0,0.0,0.0,1668050503.727353
332458349.0,336.0,336253.0,156568.0,0.0,0.0,0.0,1668050504.77737
333508324.0,336.0,337303.0,157075.0,0.0,0.0,0.0,1668050505.827345
334558341.0,336.0,338353.0,157581.0,0.0,0.0,0.0,1668050506.877362
335608327.0,336.0,339403.0,158089.0,0.0,0.0,0.0,1668050507.927348
336658341.0,336.0,340453.0,158596.0,0.0,0.0,0.0,1668050508.977362
337708774.0,336.0,341503.0,159103.0,0.0,0.0,0.0,1668050510.027795
338758312.0,336.0,342553.0,159609.0,0.0,0.0,0.0,1668050511.077333
339808325.0,336.0,343603.0,160116.0,0.0,0.0,0.0,1668050512.127346
340858781.0,336.0,344653.0,160623.0,0.0,0.0,0.0,1668050513.177802
341908325.0,336.0,345703.0,161130.0,0.0,0.0,0.0,1668050514.227346
342958344.0,336.0,346753.0,161637.0,0.0,0.0,0.0,1668050515.277365
344008784.0,336.0,347803.0,162144.0,0.0,0.0,0.0,1668050516.327805
345058324.0,336.0,348853.0,162650.0,0.0,0.0,0.0,1668050517.377345
346108326.0,336.0,349903.0,163157.0,0.0,0.0,0.0,1668050518.427347
347158784.0,336.0,350953.0,163664.0,0.0,0.0,0.0,1668050519.477805
348208335.0,336.0,352003.0,164170.0,0.0,0.0,0.0,1668050520.527356
349258313.0,336.0,353053.0,164677.0,0.0,0.0,0.0,1668050521.577334
350308775.0,336.0,354104.0,165184.0,0.0,0.0,0.0,1668050522.627796
351358323.0,336.0,355153.0,165690.0,0.0,0.0,0.0,1668050523.677344
352408332.0,336.0,356203.0,166197.0,0.0,0.0,0.0,1668050524.727353
353458778.0,336.0,357254.0,166704.0,0.0,0.0,0.0,1668050525.777799
354508327.0,336.0,358303.0,167210.0,0.0,0.0,0.0,1668050526.827348
355558342.0,336.0,359353.0,167717.0,0.0,0.0,0.0,1668050527.877363
356608781.0,336.0,360404.0,168224.0,0.0,0.0,0.0,1668050528.927802
357658341.0,336.0,361453.0,168730.0,0.0,0.0,0.0,1668050529.977362
358708326.0,336.0,362503.0,169237.0,0.0,0.0,0.0,1668050531.027347
359758764.0,336.0,363553.0,169744.0,0.0,0.0,0.0,1668050532.077785
360808332.0,336.0,364603.0,170250.0,0.0,0.0,0.0,1668050533.127353
361858337.0,336.0,365653.0,170757.0,0.0,0.0,0.0,1668050534.177358
362908777.0,336.0,366704.0,171264.0,0.0,0.0,0.0,1668050535.227798
363958338.0,336.0,367753.0,171770.0,0.0,0.0,0.0,1668050536.277359
365008328.0,336.0,368803.0,172277.0,0.0,0.0,0.0,1668050537.327349
366058772.0,336.0,369854.0,172784.0,0.0,0.0,0.0,1668050538.377793
367108324.0,336.0,370903.0,173290.0,0.0,0.0,0.0,1668050539.427345
368158312.0,336.0,371953.0,173797.0,0.0,0.0,0.0,1668050540.477333
369208765.0,336.0,373004.0,174304.0,0.0,0.0,0.0,1668050541.527786
370258328.0,336.0,374053.0,174810.0,0.0,0.0,0.0,1668050542.577349
371308337.0,336.0,375103.0,175317.0,0.0,0.0,0.0,1668050543.627358
372358770.0,336.0,376154.0,175824.0,0.0,0.0,0.0,1668050544.6777909
373408330.0,336.0,377203.0,176330.0,0.0,0.0,0.0,1668050545.727351
374458326.0,336.0,378253.0,176837.0,0.0,0.0,0.0,1668050546.777347
375508797.0,336.0,379304.0,177344.0,0.0,0.0,0.0,1668050547.827818
376558331.0,336.0,380353.0,177850.0,0.0,0.0,0.0,1668050548.877352
377608321.0,336.0,381403.0,178357.0,0.0,0.0,0.0,1668050549.927342
378658773.0,336.0,382454.0,178864.0,0.0,0.0,0.0,1668050550.977794
379708320.0,336.0,383503.0,179370.0,0.0,0.0,0.0,1668050552.027341
380758332.0,336.0,384553.0,179877.0,0.0,0.0,0.0,1668050553.077353
381808776.0,336.0,385604.0,180384.0,0.0,0.0,0.0,1668050554.127797
382858315.0,336.0,386653.0,180890.0,0.0,0.0,0.0,1668050555.177336
383908327.0,336.0,387703.0,181397.0,0.0,0.0,0.0,1668050556.227348
384958782.0,336.0,388754.0,181904.0,0.0,0.0,0.0,1668050557.277803
386008339.0,336.0,389803.0,182410.0,0.0,0.0,0.0,1668050558.32736
387058326.0,336.0,390853.0,182917.0,0.0,0.0,0.0,1668050559.377347
388108783.0,336.0,391904.0,183424.0,0.0,0.0,0.0,1668050560.427804
389158325.0,336.0,392953.0,183930.0,0.0,0.0,0.0,1668050561.477346
390208335.0,336.0,394003.0,184438.0,0.0,0.0,0.0,1668050562.527356
391258769.0,336.0,395054.0,184945.0,0.0,0.0,0.0,1668050563.57779
392308329.0,336.0,396103.0,185451.0,0.0,0.0,0.0,1668050564.62735
393358343.0,336.0,397153.0,185958.0,0.0,0.0,0.0,1668050565.6773639
394408795.0,336.0,398204.0,186465.0,0.0,0.0,0.0,1668050566.727816
395458320.0,336.0,399253.0,186971.0,0.0,0.0,0.0,1668050567.777341
396508318.0,336.0,400303.0,187478.0,0.0,0.0,0.0,1668050568.827339
397558784.0,336.0,401354.0,187985.0,0.0,0.0,0.0,1668050569.877805
398608330.0,336.0,402403.0,188491.0,0.0,0.0,0.0,1668050570.927351
399658382.0,336.0,403453.0,188998.0,0.0,0.0,0.0,1668050571.977403
400708761.0,336.0,404504.0,189506.0,0.0,0.0,0.0,1668050573.027782
401758309.0,336.0,405553.0,190013.0,0.0,0.0,0.0,1668050574.0773299
402808329.0,336.0,406603.0,190520.0,0.0,0.0,0.0,1668050575.12735
403858780.0,336.0,407654.0,191027.0,0.0,0.0,0.0,1668050576.177801
404908336.0,336.0,408703.0,191534.0,0.0,0.0,0.0,1668050577.227357
405958314.0,336.0,409753.0,192041.0,0.0,0.0,0.0,1668050578.277335
407008777.0,336.0,410804.0,192548.0,0.0,0.0,0.0,1668050579.327798
408058324.0,336.0,411853.0,193054.0,0.0,0.0,0.0,1668050580.377345
409108329.0,336.0,412903.0,193561.0,0.0,0.0,0.0,1668050581.42735
410158768.0,336.0,413954.0,194068.0,0.0,0.0,0.0,1668050582.477789
411208331.0,336.0,415003.0,194574.0,0.0,0.0,0.0,1668050583.527352
412258331.0,336.0,416053.0,195081.0,0.0,0.0,0.0,1668050584.577352
413308789.0,336.0,417104.0,195588.0,0.0,0.0,0.0,1668050585.62781
414358318.0,336.0,418153.0,196094.0,0.0,0.0,0.0,1668050586.677339
415408354.0,336.0,419203.0,196601.0,0.0,0.0,0.0,1668050587.727375
416458769.0,336.0,420254.0,197108.0,0.0,0.0,0.0,1668050588.77779
417508327.0,336.0,421303.0,197614.0,0.0,0.0,0.0,1668050589.827348
418558322.0,336.0,422353.0,198121.0,0.0,0.0,0.0,1668050590.877343
419608786.0,336.0,423404.0,198629.0,0.0,0.0,0.0,1668050591.927807
420658320.0,336.0,424453.0,199135.0,0.0,0.0,0.0,1668050592.977341
421708327.0,336.0,425503.0,199642.0,0.0,0.0,0.0,1668050594.027348
422758768.0,336.0,426554.0,200150.0,0.0,0.0,0.0,1668050595.077789
423808329.0,336.0,427603.0,200656.0,0.0,0.0,0.0,1668050596.12735
424858324.0,336.0,428653.0,201163.0,0.0,0.0,0.0,1668050597.177345
425908778.0,336.0,429704.0,201670.0,0.0,0.0,0.0,1668050598.227799
426958320.0,336.0,430753.0,202176.0,0.0,0.0,0.0,1668050599.277341
428008319.0,336.0,431803.0,202683.0,0.0,0.0,0.0,1668050600.32734
429058790.0,336.0,432854.0,203191.0,0.0,0.0,0.0,1668050601.377811
430108315.0,336.0,433903.0,203697.0,0.0,0.0,0.0,1668050602.427336
431158313.0,336.0,434953.0,204204.0,0.0,0.0,0.0,1668050603.477334
432208780.0,336.0,436004.0,204711.0,0.0,0.0,0.0,1668050604.527801
433258323.0,336.0,437053.0,205217.0,0.0,0.0,0.0,1668050605.577344
434308335.0,336.0,438103.0,205724.0,0.0,0.0,0.0,1668050606.627356
435358777.0,336.0,439154.0,206231.0,0.0,0.0,0.0,1668050607.677798
436408321.0,336.0,440203.0,206737.0,0.0,0.0,0.0,1668050608.727342
437458316.0,336.0,441254.0,207245.0,0.0,0.0,0.0,1668050609.777337
438508777.0,336.0,442304.0,207752.0,0.0,0.0,0.0,1668050610.827798
439558343.0,336.0,443353.0,208258.0,0.0,0.0,0.0,1668050611.877364
440608331.0,336.0,444403.0,208765.0,0.0,0.0,0.0,1668050612.927352
441658770.0,336.0,445454.0,209272.0,0.0,0.0,0.0,1668050613.977791
442708336.0,336.0,446503.0,209779.0,0.0,0.0,0.0,1668050615.027357
443758321.0,336.0,447553.0,210286.0,0.0,0.0,0.0,1668050616.077342
444808770.0,336.0,448604.0,210795.0,0.0,0.0,0.0,1668050617.127791
445858332.0,336.0,449653.0,211301.0,0.0,0.0,0.0,1668050618.177353
446908331.0,336.0,450704.0,211808.0,0.0,0.0,0.0,1668050619.227352
447958768.0,336.0,451754.0,212315.0,0.0,0.0,0.0,1668050620.2777889
449008328.0,336.0,452804.0,212822.0,0.0,0.0,0.0,1668050621.327349
450058352.0,336.0,453854.0,213329.0,0.0,0.0,0.0,1668050622.377373
451108774.0,336.0,454904.0,213836.0,0.0,0.0,0.0,1668050623.427795
452158323.0,336.0,455954.0,214343.0,0.0,0.0,0.0,1668050624.477344
453208330.0,336.0,457004.0,214850.0,0.0,0.0,0.0,1668050625.527351
454258787.0,336.0,458054.0,215357.0,0.0,0.0,0.0,1668050626.577808
455308325.0,336.0,459104.0,215863.0,0.0,0.0,0.0,1668050627.627346
456358327.0,336.0,460154.0,216370.0,0.0,0.0,0.0,1668050628.677348
457408794.0,336.0,461204.0,216877.0,0.0,0.0,0.0,1668050629.727815
458458317.0,336.0,462254.0,217383.0,0.0,0.0,0.0,1668050630.777338
459508317.0,336.0,463304.0,217890.0,0.0,0.0,0.0,1668050631.827338
460558781.0,336.0,464354.0,218397.0,0.0,0.0,0.0,1668050632.877802
461608327.0,336.0,465404.0,218903.0,0.0,0.0,0.0,1668050633.927348
462658332.0,336.0,466454.0,219410.0,0.0,0.0,0.0,1668050634.977353
463708758.0,336.0,467504.0,219917.0,0.0,0.0,0.0,1668050636.027779
464758313.0,336.0,468554.0,220423.0,0.0,0.0,0.0,1668050637.077334
465808320.0,336.0,469604.0,220930.0,0.0,0.0,0.0,1668050638.127341
466858776.0,336.0,470654.0,221437.0,0.0,0.0,0.0,1668050639.177797
467908325.0,336.0,471704.0,221943.0,0.0,0.0,0.0,1668050640.227346
468958316.0,336.0,472754.0,222450.0,0.0,0.0,0.0,1668050641.277337
470008775.0,336.0,473804.0,222957.0,0.0,0.0,0.0,1668050642.327796
471058322.0,336.0,474854.0,223464.0,0.0,0.0,0.0,1668050643.377343
472108332.0,336.0,475904.0,223971.0,0.0,0.0,0.0,1668050644.427353
473158772.0,336.0,476954.0,224478.0,0.0,0.0,0.0,1668050645.477793
474208343.0,336.0,478004.0,224985.0,0.0,0.0,0.0,1668050646.527364
475258322.0,336.0,479054.0,225492.0,0.0,0.0,0.0,1668050647.577343
476308772.0,336.0,480104.0,225999.0,0.0,0.0,0.0,1668050648.627793
477358318.0,336.0,481154.0,226505.0,0.0,0.0,0.0,1668050649.677339
478408317.0,336.0,482204.0,227012.0,0.0,0.0,0.0,1668050650.727338
479458769.0,336.0,483254.0,227519.0,0.0,0.0,0.0,1668050651.77779
480508331.0,336.0,484304.0,228025.0,0.0,0.0,0.0,1668050652.827352
481558325.0,336.0,485354.0,228532.0,0.0,0.0,0.0,1668050653.877346
482608771.0,336.0,486404.0,229039.0,0.0,0.0,0.0,1668050654.927792
483658310.0,336.0,487454.0,229545.0,0.0,0.0,0.0,1668050655.977331
484708328.0,336.0,488504.0,230053.0,0.0,0.0,0.0,1668050657.027349
485758765.0,336.0,489554.0,230560.0,0.0,0.0,0.0,1668050658.077786
486808331.0,336.0,490604.0,231066.0,0.0,0.0,0.0,1668050659.127352
487858372.0,336.0,491654.0,231573.0,0.0,0.0,0.0,1668050660.177393
488908781.0,336.0,492704.0,232080.0,0.0,0.0,0.0,1668050661.227802
489958316.0,336.0,493754.0,232587.0,0.0,0.0,0.0,1668050662.277337
491008339.0,336.0,494804.0,233094.0,0.0,0.0,0.0,1668050663.32736
492058776.0,336.0,495854.0,233602.0,0.0,0.0,0.0,1668050664.377797
493108322.0,336.0,496904.0,234108.0,0.0,0.0,0.0,1668050665.427343
494158317.0,336.0,497954.0,234615.0,0.0,0.0,0.0,1668050666.477338
495208783.0,336.0,499004.0,235122.0,0.0,0.0,0.0,1668050667.527804
496258378.0,336.0,500054.0,235629.0,0.0,0.0,0.0,1668050668.577399
497308321.0,336.0,501104.0,236137.0,0.0,0.0,0.0,1668050669.627342
498358760.0,336.0,502154.0,236644.0,0.0,0.0,0.0,1668050670.677781
499408332.0,336.0,503204.0,237150.0,0.0,0.0,0.0,1668050671.727353
500458326.0,336.0,504254.0,237657.0,0.0,0.0,0.0,1668050672.777347
501508771.0,336.0,505304.0,238164.0,0.0,0.0,0.0,1668050673.827792
502558317.0,336.0,506354.0,238670.0,0.0,0.0,0.0,1668050674.877338
503608323.0,336.0,507404.0,239177.0,0.0,0.0,0.0,1668050675.927344
504658760.0,336.0,508454.0,239684.0,0.0,0.0,0.0,1668050676.977781
505708315.0,336.0,509504.0,240190.0,0.0,0.0,0.0,1668050678.027336
506758319.0,336.0,510554.0,240697.0,0.0,0.0,0.0,1668050679.07734
507808789.0,336.0,511604.0,241204.0,0.0,0.0,0.0,1668050680.12781
508858306.0,336.0,512654.0,241710.0,0.0,0.0,0.0,1668050681.177327
509908347.0,336.0,513704.0,242218.0,0.0,0.0,0.0,1668050682.2273679
510956280.0,336.0,514752.0,242725.0,0.0,0.0,0.0,1668050683.275301
512005816.0,336.0,515801.0,243231.0,0.0,0.0,0.0,1668050684.324837
513055822.0,336.0,516851.0,243738.0,0.0,0.0,0.0,1668050685.374843
514106285.0,336.0,517902.0,244245.0,0.0,0.0,0.0,1668050686.425306
515155812.0,336.0,518951.0,244751.0,0.0,0.0,0.0,1668050687.474833
516205832.0,336.0,520001.0,245258.0,0.0,0.0,0.0,1668050688.524853
517256267.0,336.0,521052.0,245765.0,0.0,0.0,0.0,1668050689.575288
518305831.0,336.0,522101.0,246271.0,0.0,0.0,0.0,1668050690.624852
519355821.0,336.0,523152.0,246778.0,0.0,0.0,0.0,1668050691.674842
520406325.0,336.0,524202.0,247285.0,0.0,0.0,0.0,1668050692.725346
521454442.0,336.0,525250.0,247784.0,0.0,0.0,0.0,1668050693.773463
522504435.0,336.0,526300.0,248293.0,0.0,0.0,0.0,1668050694.823456
523554454.0,336.0,527350.0,248799.0,0.0,0.0,0.0,1668050695.873475
524604447.0,336.0,528400.0,249306.0,0.0,0.0,0.0,1668050696.9234679
525654440.0,336.0,529450.0,249813.0,0.0,0.0,0.0,1668050697.973461
526704443.0,336.0,530500.0,250319.0,0.0,0.0,0.0,1668050699.023464
527754440.0,336.0,531550.0,250826.0,0.0,0.0,0.0,1668050700.073461
528804453.0,336.0,532600.0,251333.0,0.0,0.0,0.0,1668050701.123474
529854437.0,336.0,533650.0,251839.0,0.0,0.0,0.0,1668050702.173458
530904445.0,336.0,534700.0,252346.0,0.0,0.0,0.0,1668050703.223466
531954444.0,336.0,535750.0,252853.0,0.0,0.0,0.0,1668050704.273465
533004452.0,336.0,536800.0,253359.0,0.0,0.0,0.0,1668050705.323473
534054458.0,336.0,537850.0,253866.0,0.0,0.0,0.0,1668050706.373479
535104470.0,336.0,538900.0,254373.0,0.0,0.0,0.0,1668050707.423491
536154454.0,336.0,539950.0,254880.0,0.0,0.0,0.0,1668050708.473475
739851954.0,336.0,743649.0,353186.0,0.0,0.0,0.0,1668050912.170975
740901955.0,336.0,744699.0,353692.0,0.0,0.0,0.0,1668050913.2209759
741951965.0,336.0,745749.0,354199.0,0.0,0.0,0.0,1668050914.270986
743001960.0,336.0,746799.0,354706.0,0.0,0.0,0.0,1668050915.320981
744051955.0,336.0,747849.0,355213.0,0.0,0.0,0.0,1668050916.370976
745101952.0,336.0,748899.0,355720.0,0.0,0.0,0.0,1668050917.420973
746151959.0,336.0,749949.0,356227.0,0.0,0.0,0.0,1668050918.47098
747201969.0,336.0,750999.0,356733.0,0.0,0.0,0.0,1668050919.52099
748251962.0,336.0,752049.0,357240.0,0.0,0.0,0.0,1668050920.570983
749301969.0,336.0,753099.0,357747.0,0.0,0.0,0.0,1668050921.62099
750351962.0,336.0,754149.0,358253.0,0.0,0.0,0.0,1668050922.670983
751401962.0,336.0,755199.0,358760.0,0.0,0.0,0.0,1668050923.720983
752451968.0,336.0,756249.0,359267.0,0.0,0.0,0.0,1668050924.770989
753501954.0,336.0,757299.0,359773.0,0.0,0.0,0.0,1668050925.820975
754551969.0,336.0,758349.0,360280.0,0.0,0.0,0.0,1668050926.87099
755601968.0,336.0,759399.0,360787.0,0.0,0.0,0.0,1668050927.920989
756651953.0,336.0,760449.0,361293.0,0.0,0.0,0.0,1668050928.970974
757701965.0,336.0,761499.0,361800.0,0.0,0.0,0.0,1668050930.020986
758751956.0,336.0,762549.0,362307.0,0.0,0.0,0.0,1668050931.070977
759801953.0,336.0,763599.0,362813.0,0.0,0.0,0.0,1668050932.120974
760851979.0,336.0,764649.0,363320.0,0.0,0.0,0.0,1668050933.171
761901963.0,336.0,765699.0,363827.0,0.0,0.0,0.0,1668050934.220984
762951952.0,336.0,766749.0,364333.0,0.0,0.0,0.0,1668050935.270973
764001972.0,336.0,767799.0,364840.0,0.0,0.0,0.0,1668050936.320993
765051957.0,336.0,768849.0,365347.0,0.0,0.0,0.0,1668050937.3709779
766101966.0,336.0,769899.0,365853.0,0.0,0.0,0.0,1668050938.420987
767151971.0,336.0,770949.0,366360.0,0.0,0.0,0.0,1668050939.470992
768201994.0,336.0,771999.0,366867.0,0.0,0.0,0.0,1668050940.521015
769251961.0,336.0,773049.0,367373.0,0.0,0.0,0.0,1668050941.570982
770301954.0,336.0,774099.0,367880.0,0.0,0.0,0.0,1668050942.620975
771351961.0,336.0,775149.0,368388.0,0.0,0.0,0.0,1668050943.670982
772401959.0,336.0,776199.0,368895.0,0.0,0.0,0.0,1668050944.72098
773451968.0,336.0,777249.0,369402.0,0.0,0.0,0.0,1668050945.770989
774501969.0,336.0,778299.0,369909.0,0.0,0.0,0.0,1668050946.82099
775551969.0,336.0,779349.0,370415.0,0.0,0.0,0.0,1668050947.87099
776601956.0,336.0,780399.0,370922.0,0.0,0.0,0.0,1668050948.9209769
777651955.0,336.0,781449.0,371429.0,0.0,0.0,0.0,1668050949.9709759
778701970.0,336.0,782499.0,371935.0,0.0,0.0,0.0,1668050951.020991
779751971.0,336.0,783549.0,372442.0,0.0,0.0,0.0,1668050952.070992
780801958.0,336.0,784599.0,372949.0,0.0,0.0,0.0,1668050953.120979
781851959.0,336.0,785649.0,373455.0,0.0,0.0,0.0,1668050954.17098
782901972.0,336.0,786699.0,373962.0,0.0,0.0,0.0,1668050955.220993
783951956.0,336.0,787749.0,374469.0,0.0,0.0,0.0,1668050956.270977
785001975.0,336.0,788799.0,374975.0,0.0,0.0,0.0,1668050957.320996
786051958.0,336.0,789849.0,375482.0,0.0,0.0,0.0,1668050958.370979
787101954.0,336.0,790899.0,375990.0,0.0,0.0,0.0,1668050959.420975
788151966.0,336.0,791949.0,376496.0,0.0,0.0,0.0,1668050960.470987
789201956.0,336.0,792999.0,377004.0,0.0,0.0,0.0,1668050961.520977
790251954.0,336.0,794049.0,377511.0,0.0,0.0,0.0,1668050962.570975
791301959.0,336.0,795099.0,378017.0,0.0,0.0,0.0,1668050963.62098
792351957.0,336.0,796149.0,378525.0,0.0,0.0,0.0,1668050964.670978
793401956.0,336.0,797199.0,379034.0,0.0,0.0,0.0,1668050965.720977
794451959.0,336.0,798249.0,379540.0,0.0,0.0,0.0,1668050966.77098
795501966.0,336.0,799299.0,380047.0,0.0,0.0,0.0,1668050967.820987
796551968.0,336.0,800349.0,380555.0,0.0,0.0,0.0,1668050968.870989
797601958.0,336.0,801399.0,381061.0,0.0,0.0,0.0,1668050969.920979
798651953.0,336.0,802449.0,381568.0,0.0,0.0,0.0,1668050970.970974
799701954.0,336.0,803499.0,382075.0,0.0,0.0,0.0,1668050972.0209749
800751961.0,336.0,804549.0,382581.0,0.0,0.0,0.0,1668050973.070982
801801960.0,336.0,805599.0,383088.0,0.0,0.0,0.0,1668050974.120981
802851964.0,336.0,806649.0,383595.0,0.0,0.0,0.0,1668050975.170985
803901971.0,336.0,807699.0,384101.0,0.0,0.0,0.0,1668050976.220992
804951962.0,336.0,808749.0,384608.0,0.0,0.0,0.0,1668050977.270983
806001960.0,336.0,809799.0,385115.0,0.0,0.0,0.0,1668050978.320981
807051954.0,336.0,810849.0,385622.0,0.0,0.0,0.0,1668050979.370975
