TimeUS,Vcc,VServo,Flags,Safety,timestamp
233684194.0,5.019287109375,5.186000347137451,7.0,2.0,1668050406.003215
233783826.0,5.020898342132568,5.186000347137451,7.0,2.0,1668050406.102847
233883793.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050406.202814
233983968.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050406.302989
234083994.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050406.403015
234184095.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050406.503116
234283899.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050406.60292
234383886.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050406.702907
234483878.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050406.802899
234584126.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050406.903147
234684069.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050407.00309
234784106.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050407.103127
234883866.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050407.202887
234983810.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050407.302831
235084067.0,4.990283012390137,5.184000015258789,7.0,2.0,1668050407.403088
235184072.0,4.990283012390137,5.184000015258789,7.0,2.0,1668050407.503093
235284072.0,5.017675876617432,5.182000160217285,7.0,2.0,1668050407.603093
235384209.0,4.998339653015137,5.184000015258789,7.0,2.0,1668050407.70323
235483969.0,4.990283012390137,5.182000160217285,7.0,2.0,1668050407.80299
235583859.0,4.991894245147705,5.182000160217285,7.0,2.0,1668050407.90288
235684111.0,5.001562595367432,5.182000160217285,7.0,2.0,1668050408.003132
238383703.0,4.991894245147705,5.182000160217285,7.0,2.0,1668050410.702724
238495668.0,4.991894245147705,5.184000015258789,7.0,2.0,1668050410.814689
238595871.0,5.006396293640137,5.184000015258789,7.0,2.0,1668050410.914892
238695760.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050411.014781
238795863.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050411.114884
238895798.0,5.017675876617432,5.186000347137451,7.0,2.0,1668050411.214819
238995691.0,5.019287109375,5.186000347137451,7.0,2.0,1668050411.314712
239095812.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050411.414833
239195724.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050411.514745
239295858.0,5.006396293640137,5.184000015258789,7.0,2.0,1668050411.614879
239395710.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050411.714731
239495886.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050411.814907
239595815.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050411.914836
239695912.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050412.0149329
239795767.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050412.114788
239895681.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050412.214702
239995780.0,5.019287109375,5.184000015258789,7.0,2.0,1668050412.314801
240095748.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050412.414769
240195724.0,5.012841701507568,5.182000160217285,7.0,2.0,1668050412.514745
240295752.0,5.012841701507568,5.186000347137451,7.0,2.0,1668050412.614773
240395832.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050412.714853
240495787.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050412.814808
240595668.0,5.019287109375,5.186000347137451,7.0,2.0,1668050412.914689
240695720.0,5.022509574890137,5.186000347137451,7.0,2.0,1668050413.014741
240795900.0,5.019287109375,5.184000015258789,7.0,2.0,1668050413.114921
240895813.0,5.022509574890137,5.182000160217285,7.0,2.0,1668050413.214834
240995819.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050413.31484
241095800.0,4.990283012390137,5.184000015258789,7.0,2.0,1668050413.414821
241195688.0,4.993505954742432,5.177000045776367,7.0,2.0,1668050413.514709
241296089.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050413.61511
241395786.0,4.998339653015137,5.184000015258789,7.0,2.0,1668050413.714807
241495691.0,4.9951171875,5.182000160217285,7.0,2.0,1668050413.814712
241595870.0,4.990283012390137,5.184000015258789,7.0,2.0,1668050413.914891
241695679.0,4.999950885772705,5.179000377655029,7.0,2.0,1668050414.0147
241795838.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050414.114859
241895724.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050414.214745
241995834.0,5.022509574890137,5.182000160217285,7.0,2.0,1668050414.314855
242095770.0,5.012841701507568,5.186000347137451,7.0,2.0,1668050414.4147909
242195755.0,5.012841701507568,5.179000377655029,7.0,2.0,1668050414.514776
242295761.0,5.024120807647705,5.184000015258789,7.0,2.0,1668050414.614782
242395771.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050414.714792
242495764.0,5.01123046875,5.182000160217285,7.0,2.0,1668050414.814785
242595650.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050414.914671
242695775.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050415.014796
242796130.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050415.115151
242895791.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050415.214812
242995720.0,5.019287109375,5.182000160217285,7.0,2.0,1668050415.314741
243095825.0,5.01123046875,5.186000347137451,7.0,2.0,1668050415.414846
243195763.0,5.01123046875,5.184000015258789,7.0,2.0,1668050415.514784
243295717.0,5.019287109375,5.184000015258789,7.0,2.0,1668050415.614738
243395889.0,5.020898342132568,5.182000160217285,7.0,2.0,1668050415.71491
246495813.0,4.993505954742432,5.184000015258789,7.0,2.0,1668050418.8148339
246607662.0,4.998339653015137,5.182000160217285,7.0,2.0,1668050418.926683
246707450.0,5.009619235992432,5.182000160217285,7.0,2.0,1668050419.026471
246807670.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050419.126691
246907500.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050419.226521
247007669.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050419.32669
247107802.0,5.012841701507568,5.191000461578369,7.0,2.0,1668050419.426823
247207500.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050419.526521
247307717.0,5.016064167022705,5.182000160217285,7.0,2.0,1668050419.626738
247407499.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050419.72652
247507645.0,5.01123046875,5.182000160217285,7.0,2.0,1668050419.8266659
247607646.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050419.926667
247707706.0,5.019287109375,5.184000015258789,7.0,2.0,1668050420.026727
247807544.0,5.019287109375,5.182000160217285,7.0,2.0,1668050420.126565
247907631.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050420.226652
248007640.0,5.019287109375,5.184000015258789,7.0,2.0,1668050420.3266609
248107497.0,5.019287109375,5.184000015258789,7.0,2.0,1668050420.426518
248207638.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050420.526659
248307666.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050420.626687
248407675.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050420.726696
248507465.0,5.01123046875,5.184000015258789,7.0,2.0,1668050420.8264859
248607633.0,5.019287109375,5.184000015258789,7.0,2.0,1668050420.926654
248707452.0,5.019287109375,5.184000015258789,7.0,2.0,1668050421.026473
248807612.0,5.019287109375,5.184000015258789,7.0,2.0,1668050421.126633
248907567.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050421.226588
249007482.0,5.019287109375,5.186000347137451,7.0,2.0,1668050421.326503
249107640.0,5.014452934265137,5.182000160217285,7.0,2.0,1668050421.426661
249207665.0,5.019287109375,5.182000160217285,7.0,2.0,1668050421.526686
249307635.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050421.626656
249407554.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050421.726575
249507660.0,5.019287109375,5.184000015258789,7.0,2.0,1668050421.826681
249607500.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050421.926521
249707616.0,5.017675876617432,5.186000347137451,7.0,2.0,1668050422.026637
249807628.0,5.024120807647705,5.184000015258789,7.0,2.0,1668050422.126649
252807573.0,5.017675876617432,5.182000160217285,7.0,2.0,1668050425.126594
252919424.0,4.996728420257568,5.182000160217285,7.0,2.0,1668050425.238445
253019624.0,4.999950885772705,5.179000377655029,7.0,2.0,1668050425.338645
253119568.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050425.438589
253219535.0,5.014452934265137,5.186000347137451,7.0,2.0,1668050425.538556
253319589.0,5.019287109375,5.177000045776367,7.0,2.0,1668050425.63861
253419401.0,5.012841701507568,5.182000160217285,7.0,2.0,1668050425.738422
253519522.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050425.838543
253619404.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050425.938425
253719580.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050426.038601
253819585.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050426.138606
253919637.0,5.020898342132568,5.186000347137451,7.0,2.0,1668050426.238658
254019571.0,5.019287109375,5.184000015258789,7.0,2.0,1668050426.338592
254119446.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050426.438467
254219591.0,5.016064167022705,5.182000160217285,7.0,2.0,1668050426.538612
254319556.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050426.638577
254419575.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050426.738596
254519467.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050426.838488
254619614.0,5.017675876617432,5.186000347137451,7.0,2.0,1668050426.9386349
254719673.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050427.038694
254819661.0,5.019287109375,5.184000015258789,7.0,2.0,1668050427.138682
254919607.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050427.238628
255019539.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050427.33856
255119588.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050427.438609
255219432.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050427.538453
255319601.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050427.638622
255419459.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050427.73848
255519587.0,5.008007526397705,5.184000015258789,7.0,2.0,1668050427.838608
258419634.0,4.991894245147705,5.184000015258789,7.0,2.0,1668050430.738655
258531780.0,4.9951171875,5.182000160217285,7.0,2.0,1668050430.850801
258631718.0,4.998339653015137,5.182000160217285,7.0,2.0,1668050430.950739
258731508.0,5.019287109375,5.184000015258789,7.0,2.0,1668050431.050529
258831732.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050431.150753
258931638.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050431.250659
259031715.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050431.350736
259131572.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050431.450593
259231664.0,5.012841701507568,5.186000347137451,7.0,2.0,1668050431.550685
259331663.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050431.6506839
259431716.0,5.019287109375,5.184000015258789,7.0,2.0,1668050431.750737
259531686.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050431.850707
259631624.0,5.019287109375,5.184000015258789,7.0,2.0,1668050431.950645
259731767.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050432.050788
259831653.0,5.019287109375,5.186000347137451,7.0,2.0,1668050432.150674
259931704.0,5.020898342132568,5.186000347137451,7.0,2.0,1668050432.250725
260031638.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050432.350659
260131704.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050432.450725
260231743.0,5.019287109375,5.186000347137451,7.0,2.0,1668050432.550764
260331784.0,5.01123046875,5.177000045776367,7.0,2.0,1668050432.650805
260431752.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050432.750773
260531549.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050432.85057
260631711.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050432.950732
260731634.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050433.050655
260831739.0,5.019287109375,5.186000347137451,7.0,2.0,1668050433.15076
260931612.0,5.01123046875,5.184000015258789,7.0,2.0,1668050433.250633
261031689.0,5.019287109375,5.184000015258789,7.0,2.0,1668050433.35071
261131512.0,5.014452934265137,5.179000377655029,7.0,2.0,1668050433.450533
261231700.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050433.550721
261331750.0,5.019287109375,5.184000015258789,7.0,2.0,1668050433.650771
261431633.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050433.750654
261531684.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050433.850705
261631561.0,5.024120807647705,5.184000015258789,7.0,2.0,1668050433.950582
261731757.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050434.050778
261831627.0,5.024120807647705,5.184000015258789,7.0,2.0,1668050434.1506479
261931708.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050434.250729
262031648.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050434.350669
262131737.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050434.450758
262231710.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050434.550731
262331671.0,5.016064167022705,5.182000160217285,7.0,2.0,1668050434.650692
262431714.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050434.750735
262531770.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050434.850791
262631728.0,5.019287109375,5.182000160217285,7.0,2.0,1668050434.950749
262731667.0,5.025732517242432,5.186000347137451,7.0,2.0,1668050435.050688
262831651.0,5.019287109375,5.184000015258789,7.0,2.0,1668050435.150672
262931590.0,5.020898342132568,5.186000347137451,7.0,2.0,1668050435.250611
263031838.0,5.019287109375,5.184000015258789,7.0,2.0,1668050435.350859
263131741.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050435.450762
263231724.0,5.016064167022705,5.182000160217285,7.0,2.0,1668050435.550745
263331672.0,5.014452934265137,5.186000347137451,7.0,2.0,1668050435.650693
263431687.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050435.750708
263531659.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050435.8506799
263631645.0,5.019287109375,5.184000015258789,7.0,2.0,1668050435.950666
263731746.0,5.019287109375,5.182000160217285,7.0,2.0,1668050436.050767
263831646.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050436.150667
263931748.0,5.020898342132568,5.179000377655029,7.0,2.0,1668050436.250769
264031701.0,5.019287109375,5.182000160217285,7.0,2.0,1668050436.350722
264131649.0,5.019287109375,5.184000015258789,7.0,2.0,1668050436.45067
264231743.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050436.550764
264331617.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050436.650638
264431794.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050436.750815
264531625.0,5.006396293640137,5.182000160217285,7.0,2.0,1668050436.850646
264631807.0,5.020898342132568,5.182000160217285,7.0,2.0,1668050436.950828
264731676.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050437.050697
264831727.0,5.020898342132568,5.186000347137451,7.0,2.0,1668050437.150748
264931725.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050437.250746
265031686.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050437.350707
265131768.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050437.450789
265231673.0,5.017675876617432,5.182000160217285,7.0,2.0,1668050437.550694
265331673.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050437.650694
265431672.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050437.750693
265531769.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050437.85079
265631655.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050437.950676
265731770.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050438.050791
265831812.0,5.019287109375,5.182000160217285,7.0,2.0,1668050438.150833
265931535.0,5.017675876617432,5.182000160217285,7.0,2.0,1668050438.250556
266031731.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050438.3507519
266131679.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050438.4507
266231753.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050438.550774
266331566.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050438.650587
266431662.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050438.750683
266531730.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050438.850751
266631776.0,5.024120807647705,5.184000015258789,7.0,2.0,1668050438.950797
266731797.0,5.016064167022705,5.182000160217285,7.0,2.0,1668050439.050818
266831557.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050439.150578
266931706.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050439.250727
267031654.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050439.3506749
267131752.0,5.019287109375,5.186000347137451,7.0,2.0,1668050439.450773
267231683.0,5.016064167022705,5.186000347137451,7.0,2.0,1668050439.550704
267331670.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050439.650691
267431663.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050439.750684
267531748.0,5.012841701507568,5.186000347137451,7.0,2.0,1668050439.850769
267631744.0,5.020898342132568,5.182000160217285,7.0,2.0,1668050439.950765
267731629.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050440.05065
267831781.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050440.150802
267931643.0,5.019287109375,5.184000015258789,7.0,2.0,1668050440.250664
268031689.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050440.35071
268131662.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050440.4506829
268231660.0,5.016064167022705,5.182000160217285,7.0,2.0,1668050440.5506809
268331649.0,5.014452934265137,5.182000160217285,7.0,2.0,1668050440.65067
268431716.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050440.750737
268531741.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050440.850762
268631729.0,5.017675876617432,5.179000377655029,7.0,2.0,1668050440.9507499
268731687.0,5.020898342132568,5.182000160217285,7.0,2.0,1668050441.050708
268831769.0,5.024120807647705,5.191000461578369,7.0,2.0,1668050441.15079
268931710.0,5.016064167022705,5.184000015258789,7.0,2.0,1668050441.250731
269031616.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050441.350637
269131735.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050441.450756
269231626.0,5.014452934265137,5.186000347137451,7.0,2.0,1668050441.550647
269331758.0,5.01123046875,5.184000015258789,7.0,2.0,1668050441.650779
269431693.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050441.750714
269531624.0,5.012841701507568,5.191000461578369,7.0,2.0,1668050441.850645
269631749.0,5.019287109375,5.182000160217285,7.0,2.0,1668050441.95077
269731620.0,5.017675876617432,5.182000160217285,7.0,2.0,1668050442.050641
269831787.0,5.019287109375,5.184000015258789,7.0,2.0,1668050442.150808
269931602.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050442.250623
270031682.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050442.350703
270131583.0,5.017675876617432,5.182000160217285,7.0,2.0,1668050442.450604
270231692.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050442.550713
270331654.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050442.650675
270431631.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050442.750652
270531748.0,5.019287109375,5.184000015258789,7.0,2.0,1668050442.850769
270631637.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050442.950658
270731759.0,5.019287109375,5.184000015258789,7.0,2.0,1668050443.05078
270831604.0,5.022509574890137,5.186000347137451,7.0,2.0,1668050443.150625
270931801.0,5.017675876617432,5.186000347137451,7.0,2.0,1668050443.250822
271031635.0,5.019287109375,5.184000015258789,7.0,2.0,1668050443.350656
271131774.0,5.012841701507568,5.186000347137451,7.0,2.0,1668050443.450795
271231713.0,5.012841701507568,5.186000347137451,7.0,2.0,1668050443.550734
271331678.0,5.019287109375,5.184000015258789,7.0,2.0,1668050443.650699
271431735.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050443.750756
271531647.0,5.016064167022705,5.182000160217285,7.0,2.0,1668050443.850668
271631619.0,5.022509574890137,5.184000015258789,7.0,2.0,1668050443.95064
271731636.0,5.017675876617432,5.186000347137451,7.0,2.0,1668050444.050657
271831728.0,5.020898342132568,5.182000160217285,7.0,2.0,1668050444.150749
271931639.0,5.019287109375,5.186000347137451,7.0,2.0,1668050444.25066
272031801.0,5.019287109375,5.184000015258789,7.0,2.0,1668050444.350822
272131711.0,5.017675876617432,5.182000160217285,7.0,2.0,1668050444.450732
272231658.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050444.550679
272331720.0,5.012841701507568,5.184000015258789,7.0,2.0,1668050444.650741
272431626.0,5.017675876617432,5.184000015258789,7.0,2.0,1668050444.750647
272531681.0,5.014452934265137,5.184000015258789,7.0,2.0,1668050444.850702
272631631.0,5.020898342132568,5.184000015258789,7.0,2.0,1668050444.950652
272731715.0,5.022509574890137,5.182000160217285,7.0,2.0,1668050445.050736
272831748.0,5.019287109375,5.184000015258789,7.0,2.0,1668050445.150769
272931812.0,5.019287109375,5.182000160217285,7.0,2.0,1668050445.250833
273031789.0,5.017675876617432,5.186000347137451,7.0,2.0,1668050445.35081
273131678.0,5.017675876617432,5.191000461578369,7.0,2.0,1668050445.450699
273231738.0,5.014452934265137,5.186000347137451,7.0,2.0,1668050445.550759
273331641.0,5.014452934265137,5.182000160217285,7.0,2.0,1668050445.650662
274231704.0,4.991894245147705,5.182000160217285,7.0,6.0,1668050446.550725
274331707.0,4.993505954742432,5.184000015258789,7.0,6.0,1668050446.650728
274431657.0,4.991894245147705,5.182000160217285,7.0,6.0,1668050446.750678
274531665.0,4.993505954742432,5.182000160217285,7.0,6.0,1668050446.850686
274631663.0,4.9951171875,5.184000015258789,7.0,6.0,1668050446.950684
274731792.0,4.993505954742432,5.182000160217285,7.0,6.0,1668050447.050813
274831667.0,4.9951171875,5.179000377655029,7.0,6.0,1668050447.150688
274931692.0,4.996728420257568,5.184000015258789,7.0,6.0,1668050447.2507129
275031725.0,4.993505954742432,5.182000160217285,7.0,6.0,1668050447.350746
275131640.0,4.990283012390137,5.182000160217285,7.0,6.0,1668050447.450661
275231701.0,4.9951171875,5.186000347137451,7.0,6.0,1668050447.550722
275331628.0,4.987060546875,5.182000160217285,7.0,6.0,1668050447.650649
275431730.0,4.991894245147705,5.182000160217285,7.0,6.0,1668050447.750751
275531598.0,4.985449314117432,5.182000160217285,7.0,6.0,1668050447.850619
275631777.0,4.9951171875,5.182000160217285,7.0,6.0,1668050447.950798
