TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt,timestamp
221061930.0,14.083778299999999,100.42014979999999,10.779999732971191,-0.02145925909280777,0.17854073643684387,1668050393.380951
221161523.0,14.083778299999999,100.42014979999999,10.829999923706055,0.025620348751544952,0.2256203442811966,1668050393.480544
221261538.0,14.083778299999999,100.42014979999999,10.880000114440918,0.07272034138441086,0.2727203369140625,1668050393.580559
221361350.0,14.0837782,100.42014979999999,10.929999351501465,0.12140294164419174,0.3214029371738434,1668050393.680371
221461342.0,14.0837782,100.42014979999999,10.969999313354492,0.16998186707496643,0.3699818551540375,1668050393.780363
221561403.0,14.0837782,100.42014979999999,11.019999504089355,0.2181301712989807,0.41813015937805176,1668050393.880424
221661339.0,14.0837782,100.42014979999999,11.069999694824219,0.2643904685974121,0.46439045667648315,1668050393.98036
221761334.0,14.0837782,100.42014979999999,11.109999656677246,0.30873388051986694,0.508733868598938,1668050394.080355
221861289.0,14.0837782,100.42014979999999,11.15999984741211,0.3513908386230469,0.5513908267021179,1668050394.18031
221961686.0,14.0837782,100.42014979999999,11.199999809265137,0.39241278171539307,0.5924127697944641,1668050394.280707
222061403.0,14.0837781,100.42014979999999,11.239999771118164,0.4333500862121582,0.6333500742912292,1668050394.380424
222161390.0,14.0837781,100.4201499,11.279999732971191,0.4727582335472107,0.6727582216262817,1668050394.480411
222261347.0,14.083777999999999,100.42014999999999,11.319999694824219,0.5118400454521179,0.711840033531189,1668050394.580368
222361519.0,14.083777999999999,100.42014999999999,11.359999656677246,0.5500947833061218,0.7500947713851929,1668050394.68054
222461439.0,14.0837779,100.42014999999999,11.389999389648438,0.5851578712463379,0.7851578593254089,1668050394.78046
222561408.0,14.0837779,100.42014999999999,11.420000076293945,0.6199812889099121,0.8199812769889832,1668050394.880429
222661519.0,14.0837778,100.42014999999999,11.460000038146973,0.6529874801635742,0.8529874682426453,1668050394.98054
222761344.0,14.0837778,100.42014999999999,11.489999771118164,0.6858067512512207,0.8858067393302917,1668050395.080365
222861440.0,14.083777699999999,100.4201501,11.519999504089355,0.7171436548233032,0.9171436429023743,1668050395.180461
222961473.0,14.083777699999999,100.4201501,11.550000190734863,0.7460030317306519,0.9460030198097229,1668050395.280494
223061717.0,14.0837776,100.4201501,11.579999923706055,0.7747220993041992,0.9747220873832703,1668050395.380738
223161682.0,14.0837776,100.4201501,11.609999656677246,0.8021768927574158,1.0021768808364868,1668050395.4807029
223261414.0,14.0837776,100.4201501,11.630000114440918,0.8290807604789734,1.0290807485580444,1668050395.580435
223361638.0,14.0837776,100.4201501,11.65999984741211,0.8544774651527405,1.0544774532318115,1668050395.680659
223461387.0,14.0837776,100.4201501,11.679999351501465,0.8788867592811584,1.0788867473602295,1668050395.780408
223561390.0,14.0837776,100.42014999999999,11.710000038146973,0.9012710452079773,1.1012710332870483,1668050395.880411
223661357.0,14.0837776,100.42014999999999,11.729999542236328,0.923498809337616,1.123498797416687,1668050395.980378
223761437.0,14.0837775,100.42014999999999,11.75,0.9445304274559021,1.1445304155349731,1668050396.080458
223861358.0,14.0837775,100.42014999999999,11.769999504089355,0.9663483500480652,1.1663483381271362,1668050396.180379
223961403.0,14.083777399999999,100.42014999999999,11.789999961853027,0.9881169199943542,1.1881169080734253,1668050396.2804239
224061674.0,14.083777399999999,100.4201501,11.809999465942383,1.0086281299591064,1.2086281776428223,1668050396.380695
224161368.0,14.083777399999999,100.42014999999999,11.829999923706055,1.0287829637527466,1.2287830114364624,1668050396.4803889
224261409.0,14.083777399999999,100.42014999999999,11.84999942779541,1.047709584236145,1.2477096319198608,1668050396.58043
227273587.0,14.0837766,100.42014979999999,12.699999809265137,1.8945119380950928,2.0945119857788086,1668050399.592608
227373332.0,14.083776499999999,100.42014979999999,12.699999809265137,1.899705171585083,2.099705219268799,1668050399.692353
227473356.0,14.083776499999999,100.4201497,12.699999809265137,1.8965058326721191,2.096505880355835,1668050399.792377
227573400.0,14.083776499999999,100.4201497,12.6899995803833,1.887488842010498,2.087488889694214,1668050399.892421
227673260.0,14.083776499999999,100.4201497,12.679999351501465,1.8738367557525635,2.0738368034362793,1668050399.992281
227773387.0,14.083776499999999,100.4201497,12.65999984741211,1.857574224472046,2.0575742721557617,1668050400.092408
227873310.0,14.083776499999999,100.4201497,12.639999389648438,1.8396368026733398,2.0396368503570557,1668050400.192331
227973318.0,14.083776499999999,100.42014979999999,12.619999885559082,1.8193840980529785,2.0193841457366943,1668050400.292339
228073397.0,14.0837766,100.42014979999999,12.59999942779541,1.7983988523483276,1.9983989000320435,1668050400.392418
228173472.0,14.0837766,100.42014979999999,12.579999923706055,1.7776278257369995,1.9776278734207153,1668050400.492493
228273193.0,14.0837766,100.42014979999999,12.559999465942383,1.7576868534088135,1.9576869010925293,1668050400.5922139
228373234.0,14.0837766,100.42014979999999,12.539999961853027,1.7388865947723389,1.9388866424560547,1668050400.692255
228473365.0,14.0837766,100.42014979999999,12.529999732971191,1.7203742265701294,1.9203742742538452,1668050400.792386
228573369.0,14.083776499999999,100.42014979999999,12.50999927520752,1.7025028467178345,1.9025028944015503,1668050400.89239
228673617.0,14.083776499999999,100.42014979999999,12.489999771118164,1.6847954988479614,1.8847955465316772,1668050400.9926379
228773425.0,14.083776499999999,100.42014979999999,12.469999313354492,1.6680576801300049,1.8680577278137207,1668050401.092446
228873396.0,14.083776499999999,100.42014979999999,12.460000038146973,1.6513392925262451,1.851339340209961,1668050401.192417
228973294.0,14.0837766,100.4201497,12.4399995803833,1.6347200870513916,1.8347201347351074,1668050401.292315
229073492.0,14.083776499999999,100.4201497,12.420000076293945,1.6186318397521973,1.818631887435913,1668050401.392513
229173292.0,14.083776499999999,100.4201497,12.40999984741211,1.603896141052246,1.803896188735962,1668050401.492313
229273368.0,14.0837764,100.4201497,12.389999389648438,1.5885396003723145,1.7885396480560303,1668050401.5923889
229373363.0,14.0837764,100.4201497,11.109999656677246,0.30571192502975464,nan,1668050401.692384
229473317.0,14.0837764,100.4201497,11.079999923706055,0.27295708656311035,nan,1668050401.792338
229573353.0,14.0837763,100.4201497,10.84999942779541,0.040943559259176254,nan,1668050401.892374
229673341.0,14.0837763,100.4201497,11.09999942779541,0.2920640707015991,nan,1668050401.992362
229773381.0,14.0837763,100.4201497,11.0,0.1965290904045105,nan,1668050402.092402
229873221.0,14.0837763,100.4201496,10.960000038146973,0.15558552742004395,nan,1668050402.192242
229973353.0,14.083776199999999,100.4201497,11.0,0.19106994569301605,nan,1668050402.292374
230073376.0,14.083776199999999,100.4201497,11.010000228881836,0.20471780002117157,nan,1668050402.392397
233087074.0,14.0837753,100.420149,12.569999694824219,1.7641490697860718,1.9641491174697876,1668050405.406095
233186769.0,14.0837752,100.420149,12.559999465942383,1.7532100677490234,1.9532101154327393,1668050405.50579
233286722.0,14.0837752,100.420149,12.539999961853027,1.7331560850143433,1.933156132698059,1668050405.605743
233387077.0,14.083775099999999,100.420149,12.50999927520752,1.707810640335083,1.9078106880187988,1668050405.706098
233486856.0,14.083775099999999,100.420149,12.489999771118164,1.6800355911254883,1.880035638809204,1668050405.805877
233586872.0,14.083775099999999,100.420149,12.460000038146973,1.6504043340682983,1.8504043817520142,1668050405.905893
233686778.0,14.083775,100.4201489,12.429999351501465,1.620525598526001,1.8205256462097168,1668050406.005799
233786773.0,14.083775,100.4201489,12.389999389648438,1.5899955034255981,1.789995551109314,1668050406.105794
233886671.0,14.083775,100.4201489,12.359999656677246,1.5592856407165527,1.7592856884002686,1668050406.205692
233986666.0,14.083775,100.42014879999999,12.329999923706055,1.5281929969787598,1.7281930446624756,1668050406.305687
234086807.0,14.0837749,100.42014879999999,12.300000190734863,1.497116208076477,1.6971162557601929,1668050406.405828
234186731.0,14.0837749,100.42014879999999,12.269999504089355,1.4661413431167603,1.666141390800476,1668050406.505752
234286713.0,14.0837749,100.42014879999999,12.239999771118164,1.4362913370132446,1.6362913846969604,1668050406.6057339
234387175.0,14.083774799999999,100.4201487,12.210000038146973,1.4072941541671753,1.6072942018508911,1668050406.706196
234486745.0,14.083774799999999,100.42014879999999,12.179999351501465,1.3789024353027344,1.5789024829864502,1668050406.805766
234586852.0,14.0837747,100.4201487,12.15999984741211,1.3512192964553833,1.5512193441390991,1668050406.905873
234686781.0,14.0837747,100.4201487,12.130000114440918,1.3245775699615479,1.5245776176452637,1668050407.005802
234786745.0,14.0837746,100.4201487,12.09999942779541,1.2990212440490723,1.499021291732788,1668050407.105766
