TimeUS,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos,timestamp
1146474764.0,0.0,0.0,0.0,0.0,5.59,0.51,0.09,5.5200000000000005,0.12,0.0009945364436134696,0.005789874587208033,0.013166333548724651,1668051318.793785
1146574540.0,0.0,0.0,0.0,0.0,5.59,0.51,0.09,5.5200000000000005,0.12,0.0010049032280221581,0.004503875505179167,0.006187272723764181,1668051318.893561
1146674499.0,0.0,0.0,0.0,0.0,5.59,0.5,0.09,5.5200000000000005,0.12,0.0009376609814353287,0.003986054565757513,0.009153098799288273,1668051318.99352
1146774385.0,0.0,0.0,0.0,0.0,5.59,0.5,0.11,5.5,0.12,0.000988802989013493,0.005902622360736132,0.009724731557071209,1668051319.093406
1146874587.0,0.0,0.0,0.0,0.0,5.59,0.5,0.1,5.5,0.12,0.0008149964269250631,0.0044949594885110855,0.009277885779738426,1668051319.193608
1146974393.0,0.0,0.0,0.0,0.0,5.59,0.49,0.1,5.5,0.12,0.00089904700871557,0.005179311148822308,0.010242690332233906,1668051319.2934139
1147074494.0,0.0,0.0,0.0,0.0,5.59,0.49,0.09,5.5200000000000005,0.12,0.0007476718164980412,0.005307610612362623,0.009223089553415775,1668051319.3935149
1147174500.0,0.0,0.0,0.0,0.0,5.6000000000000005,0.49,0.09,5.5200000000000005,0.12,0.0008263961062766612,0.004951737355440855,0.009851871058344841,1668051319.493521
1147274554.0,0.0,0.0,0.0,0.0,5.58,0.49,0.08,5.5200000000000005,0.12,0.0006991079426370561,0.004521957598626614,0.010281429626047611,1668051319.593575
1147374370.0,0.0,0.0,0.0,0.0,5.58,0.48,0.05,5.55,0.13,0.0008477760711684823,0.006722620688378811,0.012181379832327366,1668051319.693391
1147474877.0,0.0,0.0,0.0,0.0,5.58,0.48,0.05,5.55,0.13,0.0008407668210566044,0.0016928414115682244,0.005103978328406811,1668051319.793898
1147574444.0,0.0,0.0,0.0,0.0,5.58,0.48,0.03,5.57,0.13,0.00094326346879825,0.007138790097087622,0.013009453192353249,1668051319.893465
1147674611.0,0.0,0.0,0.0,0.0,5.58,0.48,0.03,5.57,0.13,0.0007348590879701078,0.0034522139467298985,0.006222402211278677,1668051319.993632
1147774396.0,0.0,0.0,0.0,0.0,5.57,0.48,0.07,5.57,0.13,0.0007715117535553873,0.008481166325509548,0.014743668958544731,1668051320.093417
1147874421.0,0.0,0.0,0.0,0.0,5.55,0.48,0.08,5.57,0.13,0.000585689558647573,0.004011355806142092,0.011506931856274605,1668051320.1934419
1147974376.0,0.0,0.0,0.0,0.0,5.55,0.47000000000000003,0.06,5.6000000000000005,0.13,0.0008010908495634794,0.010662061162292957,0.01881691999733448,1668051320.293397
1148074530.0,0.0,0.0,0.0,0.0,5.54,0.47000000000000003,0.06,5.6000000000000005,0.13,0.0006021864828653634,0.004281649831682444,0.012766911648213863,1668051320.3935509
1148174457.0,0.0,0.0,0.0,0.0,5.54,0.47000000000000003,0.04,5.6000000000000005,0.13,0.0007796822465024889,0.007015431299805641,0.013325704261660576,1668051320.493478
1148274436.0,0.0,0.0,0.0,0.0,5.5200000000000005,0.47000000000000003,-0.02,5.6000000000000005,0.12,0.0006388062611222267,0.006327333860099316,0.022081883624196053,1668051320.593457
1148374564.0,0.0,0.0,0.0,0.0,5.5200000000000005,0.47000000000000003,-0.03,5.6000000000000005,0.12,0.0007796100107952952,0.007149320095777512,0.01665942743420601,1668051320.693585
1148474830.0,0.0,0.0,0.0,0.0,5.53,0.48,-0.05,5.62,0.12,0.0004946626722812653,0.007596141658723354,0.013476846739649773,1668051320.793851
1148574476.0,0.0,0.0,0.0,0.0,5.54,0.48,-0.05,5.62,0.12,0.0007214222569018602,0.009142106398940086,0.01669701188802719,1668051320.893497
1148674461.0,0.0,0.0,0.0,0.0,5.54,0.48,-0.03,5.6000000000000005,0.12,0.0005626495694741607,0.005499848164618015,0.013088176026940346,1668051320.9934819
1148774360.0,0.0,0.0,0.0,0.0,5.55,0.48,-0.03,5.6000000000000005,0.12,0.0008131315116770566,0.009786007925868034,0.018179504200816154,1668051321.093381
1148874559.0,0.0,0.0,0.0,0.0,5.55,0.48,0.0,5.57,0.12,0.0007946450496092439,0.005629594903439283,0.013535435311496258,1668051321.19358
1148974496.0,0.0,0.0,0.0,0.0,5.5600000000000005,0.48,0.0,5.57,0.12,0.001067513134330511,0.0093389842659235,0.017250725999474525,1668051321.2935169
1149074483.0,0.0,0.0,0.0,0.0,5.57,0.48,0.06,5.55,0.12,0.0010652354685589671,0.004706589039415121,0.017005331814289093,1668051321.393504
1149174457.0,0.0,0.0,0.0,0.0,5.57,0.47000000000000003,0.08,5.55,0.12,0.0013112417655065656,0.011630906723439693,0.021783240139484406,1668051321.493478
1149274634.0,0.0,0.0,0.0,0.0,5.59,0.47000000000000003,0.08,5.55,0.12,0.0013833988923579454,0.005929570645093918,0.017087824642658234,1668051321.5936549
