TimeUS,C,AZbias,GSX,GSY,GSZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,MI,timestamp
1189229110.0,1.0,-4.0,0.01,0.01,-0.05,0.0,0.0,422.0,-4.0,141.0,0.0,-1.0,-24.0,0.0,1668051361.548131
