TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH,timestamp
1189229110.0,1.0,-0.13,1.04,210.18,0.13137322664260864,0.04823580011725426,0.012927685864269733,0.035376597195863724,-1.017345666885376,0.2001866102218628,-0.5616182088851929,0.05,-0.2,-0.01,10.82,1668051361.548131
