TimeUS,RMSRollP,RMSRollD,RMSPitchP,RMSPitchD,RMSYaw,timestamp
223361715.0,0.005597033072263002,2.7995914933853783e-05,0.003059737617149949,0.0001531948655610904,0.0010929438285529613,1668050395.680736
223461504.0,0.005585521459579468,2.5260211259592324e-05,0.0031068548560142517,0.00015359703684225678,0.0009204173111356795,1668050395.780525
223561459.0,0.005579594988375902,2.384537765465211e-05,0.003083017421886325,0.00014326734526548535,0.0010404550703242421,1668050395.88048
223661564.0,0.005606784485280514,2.195477281929925e-05,0.003079475136473775,0.00013488656259141862,0.0009569672984071076,1668050395.980585
223761602.0,0.005556734278798103,2.0429122741916217e-05,0.0031088341493159533,0.00012212332512717694,0.0007921549258753657,1668050396.080623
223861468.0,0.005597373470664024,1.8535598428570665e-05,0.003064540447667241,0.00012136611621826887,0.0009369566687382758,1668050396.180489
223961476.0,0.005580014083534479,1.6021485862438567e-05,0.00307298032566905,0.00010945070971501991,0.0009223061497323215,1668050396.280497
224061843.0,0.005608057603240013,1.4309735888673458e-05,0.0030996762216091156,0.00010170980385737494,0.0007592575857415795,1668050396.380864
224161551.0,0.005588018801063299,1.313231678068405e-05,0.0031092679128050804,8.828884165268391e-05,0.0008784719393588603,1668050396.480572
224261475.0,0.0055761984549462795,1.1055647519242484e-05,0.0031378776766359806,8.228563092416152e-05,0.0008950224728323519,1668050396.580496
227273664.0,0.005586155224591494,4.107454515178688e-05,0.002801385475322604,0.000525150797329843,0.00509054958820343,1668050399.592685
227373476.0,0.0057888878509402275,4.4194395741214976e-05,0.0026737721636891365,0.0004685200401581824,0.004225021228194237,1668050399.692497
227473540.0,0.005798142869025469,3.867555278702639e-05,0.002592818345874548,0.00045292641152627766,0.00399165041744709,1668050399.792561
227573570.0,0.005800937302410603,3.331312473164871e-05,0.0027311136946082115,0.0004394948482513428,0.003360897535458207,1668050399.892591
227673413.0,0.005783035885542631,2.9755856303381734e-05,0.0027996583376079798,0.00038649950874969363,0.002844893140718341,1668050399.992434
227773454.0,0.005743806716054678,2.595306796138175e-05,0.002837711712345481,0.00036505662137642503,0.0027684560045599937,1668050400.092475
227873508.0,0.005696373991668224,2.4906352336984128e-05,0.002983869519084692,0.00033340067602694035,0.0023532183840870857,1668050400.192529
227973384.0,0.005620498210191727,2.250001853099093e-05,0.003034196561202407,0.0002921207051258534,0.0020090152975171804,1668050400.292405
228073566.0,0.005642376374453306,1.990981945709791e-05,0.003061961382627487,0.0002612867101561278,0.0020526491571217775,1668050400.392587
228173656.0,0.005551259033381939,2.1043417291366495e-05,0.0031725980807095766,0.00023457480710931122,0.0017724359640851617,1668050400.492677
228273357.0,0.00555488420650363,2.0401927031343803e-05,0.003229997120797634,0.00021364232816267759,0.0015148752136155963,1668050400.592378
228373444.0,0.00555393984541297,1.718708881526254e-05,0.003201853483915329,0.00019760358554776758,0.0016544711543247104,1668050400.692465
228473549.0,0.005535443313419819,1.4889162230247166e-05,0.0032591691706329584,0.00018113369878847152,0.00147344043944031,1668050400.7925699
228573552.0,0.00551645876839757,1.2845174751419108e-05,0.0032732500694692135,0.00017415428010281175,0.0012643557274714112,1668050400.8925729
228673684.0,0.00551179051399231,1.2560169125208631e-05,0.003227140288800001,0.0001629716280149296,0.0014215410919860005,1668050400.9927049
228773623.0,0.005512016359716654,1.0841065886779688e-05,0.003245375584810972,0.0001420232729287818,0.0012901142472401261,1668050401.092644
228873462.0,0.005502376705408096,9.271399903809652e-06,0.0032458649948239326,0.00017003486573230475,0.0010819659801200032,1668050401.192483
228973444.0,0.005535183474421501,9.787167073227465e-06,0.003197168232873082,0.000151144849951379,0.0012190407142043114,1668050401.292465
229073583.0,0.005490385461598635,1.3116487025399692e-05,0.003227127017453313,0.00014412729069590569,0.0011347999097779393,1668050401.3926039
229173453.0,0.005496214143931866,1.3959707757749129e-05,0.00321145704947412,0.00012885488104075193,0.0009424892487004399,1668050401.492474
229273471.0,0.0055153863504529,1.2253801287442911e-05,0.0031895239371806383,0.000132648172439076,0.0010779452277347445,1668050401.592492
229373430.0,0.005500731989741325,1.0644761459843721e-05,0.00319139426574111,0.00011468947195680812,0.0010500383796170354,1668050401.692451
229473505.0,0.00550888990983367,9.260730621463154e-06,0.0031971323769539595,9.964201308321208e-05,0.0008689910173416138,1668050401.792526
229573503.0,0.005511882249265909,7.76300294091925e-06,0.0031729722395539284,0.00011040612298529595,0.0009692999301478267,1668050401.892524
229673520.0,0.0055160257034003735,6.566290721821133e-06,0.0031750539783388376,9.467122436035424e-05,0.0009526476496830583,1668050401.992541
229773487.0,0.005512463394552469,6.7913915700046346e-06,0.003150423290207982,9.483965550316498e-05,0.0007832493865862489,1668050402.092508
229873319.0,0.005540080368518829,7.147061751311412e-06,0.003131006145849824,8.979038830148056e-05,0.0008932860800996423,1668050402.19234
229973419.0,0.00552871311083436,7.422669114021119e-06,0.00312381936237216,8.291877747979015e-05,0.000896545359864831,1668050402.29244
230073570.0,0.005502528976649046,6.937793386896374e-06,0.0031139617785811424,8.357649494428188e-05,0.0007372496766038239,1668050402.392591
233087142.0,0.005768215749412775,5.532928116736002e-05,0.0021669017150998116,0.0006694936309941113,0.004878147970885038,1668050405.406163
233186892.0,0.005803470034152269,4.838997847400606e-05,0.0022303201258182526,0.0006822419818490744,0.004151210654526949,1668050405.505913
233286787.0,0.0058062197640538216,4.0628903661854565e-05,0.0021897233091294765,0.00060654227854684,0.0034462502226233482,1668050405.605808
233387142.0,0.005847368389368057,3.4447362850187346e-05,0.0023092012852430344,0.0005867732688784599,0.0029036318883299828,1668050405.706163
233486958.0,0.005773722194135189,3.087140430579893e-05,0.0025031401310116053,0.0005426876014098525,0.002417532727122307,1668050405.805979
233586941.0,0.0057647377252578735,3.1374365789815784e-05,0.0025152028538286686,0.00047110626474022865,0.0019996624905616045,1668050405.905962
233686902.0,0.005773470737040043,4.2209616367472336e-05,0.002627453999593854,0.0004263960290700197,0.0018282248638570309,1668050406.005923
233786898.0,0.00573491957038641,7.855377771193162e-05,0.00274304929189384,0.000490558217279613,0.0016016344306990504,1668050406.105919
233886763.0,0.005614143330603838,9.414373926119879e-05,0.0028595554176717997,0.0006290453020483255,0.0014209424844011664,1668050406.205784
233986782.0,0.0055552879348397255,9.719878289615735e-05,0.003025520360097289,0.0006146363448351622,0.001246486441232264,1668050406.305803
234086876.0,0.005613663699477911,8.443742990493774e-05,0.003058933885768056,0.0005979250418022275,0.0011854832991957664,1668050406.405897
234186796.0,0.005476029589772224,7.398788875434548e-05,0.0030468583572655916,0.0005428129807114601,0.0010578751098364592,1668050406.505817
234286795.0,0.005585283041000366,7.395533611997962e-05,0.003082297509536147,0.00046391275827772915,0.0011007199063897133,1668050406.605816
234387332.0,0.0055069588124752045,6.664744432782754e-05,0.0030649735126644373,0.0004191313055343926,0.0009255615877918899,1668050406.706353
234486811.0,0.005608560051769018,6.10640345257707e-05,0.0031391282100230455,0.0003884543548338115,0.0008402037783525884,1668050406.805832
234586995.0,0.005507039371877909,6.011390723870136e-05,0.0031080562621355057,0.0003612716100178659,0.0007566063432022929,1668050406.9060159
234686850.0,0.005663279909640551,5.386080010794103e-05,0.00310761877335608,0.00030672765569761395,0.0010156306670978665,1668050407.005871
234786811.0,0.005457665305584669,6.05220120633021e-05,0.0031882943585515022,0.00032101041870191693,0.0009098266600631177,1668050407.105832
234886855.0,0.005646437872201204,6.52411617920734e-05,0.003035973524674773,0.00031233500340022147,0.0010080129140987992,1668050407.2058759
234986781.0,0.005554502829909325,7.04452904756181e-05,0.00314847263507545,0.0003736384096555412,0.0012978824088349938,1668050407.3058019
235086902.0,0.005512117873877287,6.448420754168183e-05,0.0032082945108413696,0.00033719121711328626,0.001298330957069993,1668050407.405923
235186943.0,0.005648632999509573,5.9747384511865675e-05,0.003006855957210064,0.00035911123268306255,0.0014199011493474245,1668050407.505964
235287092.0,0.005533637013286352,5.415481064119376e-05,0.0031050413381308317,0.00037226034328341484,0.001887441729195416,1668050407.606113
235387234.0,0.005614405497908592,4.7881603677524254e-05,0.003184604924172163,0.00034460017923265696,0.0018748652655631304,1668050407.706255
235486929.0,0.005569433327764273,4.10616303270217e-05,0.0030504707247018814,0.0003241735394112766,0.0017952759517356753,1668050407.80595
235586811.0,0.005629280582070351,3.5089728044113144e-05,0.0031156872864812613,0.00031527792452834547,0.00212807091884315,1668050407.905832
235686840.0,0.005580446217209101,3.16435398417525e-05,0.003128766780719161,0.0002782811061479151,0.0018645571544766426,1668050408.005861
238399179.0,0.00596177764236927,3.6298210034146905e-05,0.002161857672035694,0.0005123090813867748,0.004296472296118736,1668050410.7182
238499537.0,0.005952140782028437,3.317168011562899e-05,0.0021844739094376564,0.0004490384308155626,0.003675587009638548,1668050410.818558
238598880.0,0.005938120186328888,3.360533810337074e-05,0.0021049019414931536,0.00041183785651810467,0.003084176452830434,1668050410.917901
238699071.0,0.00587454903870821,3.949106394429691e-05,0.0022545335814356804,0.0003759837709367275,0.002547730691730976,1668050411.018092
238799013.0,0.005847444757819176,3.7952238926663995e-05,0.002232033060863614,0.0003426645998843014,0.002097833203151822,1668050411.118034
238899097.0,0.0058449325151741505,3.2507890864508227e-05,0.002337659941986203,0.0003274361661169678,0.0017893054755404592,1668050411.218118
238999009.0,0.0057428753934800625,3.44074796885252e-05,0.0026630619540810585,0.0004640044062398374,0.0015038225101307034,1668050411.3180299
239098922.0,0.005695145111531019,4.286034163669683e-05,0.00265103904530406,0.0004360374587122351,0.0012633916921913624,1668050411.417943
239198974.0,0.005792833399027586,5.162770321476273e-05,0.002716328715905547,0.00037546895327977836,0.0012018895940855145,1668050411.5179949
239298965.0,0.005600338336080313,6.309426680672914e-05,0.002945644548162818,0.0003595753514673561,0.0010301460279151797,1668050411.617986
239398998.0,0.005729660391807556,6.29036221653223e-05,0.002835017628967762,0.00046477047726511955,0.0009290444431826472,1668050411.718019
239499065.0,0.005562081467360258,6.335101352306083e-05,0.0029085364658385515,0.000563624722417444,0.0007971440209075809,1668050411.818086
239599066.0,0.0056931800208985806,6.071034658816643e-05,0.0031180980149656534,0.0005179161089472473,0.0009313618065789342,1668050411.918087
239699141.0,0.005534309893846512,5.736909224651754e-05,0.002910987939685583,0.0005888401065021753,0.0008807574631646276,1668050412.018162
239799031.0,0.005716939456760883,5.875616625417024e-05,0.003036310663446784,0.0005504981963895261,0.0007990070153027773,1668050412.118052
239898896.0,0.005540750455111265,6.533322448376566e-05,0.0030076554976403713,0.000541774439625442,0.001371858175843954,1668050412.217917
239999068.0,0.005627210717648268,6.75202754791826e-05,0.00291960290633142,0.0004669515765272081,0.0013435990549623966,1668050412.318089
240099010.0,0.0056274025700986385,6.34933530818671e-05,0.003075825981795788,0.0005048810853622854,0.0014043350238353014,1668050412.418031
240198909.0,0.005572498310357332,5.827435961691663e-05,0.0029860741924494505,0.0004461420467123389,0.0020108616445213556,1668050412.51793
240298899.0,0.00566241517663002,5.50392251170706e-05,0.002945607528090477,0.0004642017593141645,0.0019155925838276744,1668050412.61792
240399111.0,0.0055267782881855965,5.2881416195305064e-05,0.0030711411964148283,0.00039744091918691993,0.0017476760549470782,1668050412.718132
240499099.0,0.0056787533685564995,5.055421206634492e-05,0.0029498194344341755,0.00040385787724517286,0.0020550047047436237,1668050412.81812
240599226.0,0.0055923317559063435,4.677538890973665e-05,0.002902602544054389,0.0003482182219158858,0.0017736736917868257,1668050412.918247
240699064.0,0.005621914751827717,4.212951535009779e-05,0.0029864057432860136,0.0003367215394973755,0.0015386850573122501,1668050413.018085
240799205.0,0.005648295860737562,3.663051393232308e-05,0.0028753106016665697,0.00031932094134390354,0.0017154671950265765,1668050413.118226
240898983.0,0.005599788390100002,3.1095089070731774e-05,0.0028813013341277838,0.00032871015719138086,0.0014865477569401264,1668050413.218004
240999053.0,0.005618833936750889,2.5951434508897364e-05,0.002985517494380474,0.0002876262878999114,0.0013039449695497751,1668050413.318074
241099055.0,0.005597600247710943,2.174038854718674e-05,0.002871268428862095,0.00029714012634940445,0.001526283915154636,1668050413.418076
241199029.0,0.005612257402390242,1.8269740394316614e-05,0.002879287349060178,0.0002761673822533339,0.0013232878409326077,1668050413.51805
241299090.0,0.005576152354478836,1.6312960724462755e-05,0.002918520476669073,0.0002452041080687195,0.0011358512565493584,1668050413.618111
241399123.0,0.005614295601844788,1.6077205145847984e-05,0.0028359636198729277,0.00021835188090335578,0.001293990877456963,1668050413.718144
241499370.0,0.005593510810285807,1.7067462977138348e-05,0.0028769532218575478,0.0002106805914081633,0.0011228839866816998,1668050413.818391
241599003.0,0.005569211672991514,1.812918890209403e-05,0.0029239009600132704,0.00019693416834343225,0.0009442625450901687,1668050413.918024
241698893.0,0.0056295194663107395,1.9364448235137388e-05,0.0028441715985536575,0.00020042748656123877,0.0011126911267638206,1668050414.017914
241798908.0,0.0055813235230743885,1.8341979739489034e-05,0.002886942122131586,0.00019480063929222524,0.0010203372221440077,1668050414.117929
241898899.0,0.005611262749880552,1.64940174727235e-05,0.0028991454746574163,0.00017384879174642265,0.0008495466317981482,1668050414.21792
241999165.0,0.005587110761553049,1.4836404261586722e-05,0.002871874952688813,0.00014921461115591228,0.0009924694895744324,1668050414.318186
242099132.0,0.005595936439931393,1.2785915714630391e-05,0.002900667255744338,0.00013539924111682922,0.0009207511902786791,1668050414.418153
242199077.0,0.005570536013692617,1.1846072084154002e-05,0.0029111849144101143,0.00012571191473398358,0.0007647878956049681,1668050414.5180979
242298940.0,0.005604396108537912,1.1526524758664891e-05,0.002875343896448612,0.00012081457680324093,0.0008994151139631867,1668050414.617961
242399194.0,0.005594425834715366,1.1999348316749092e-05,0.002880015643313527,0.00012068856449332088,0.0008526691235601902,1668050414.718215
242499250.0,0.005594701040536165,1.1872080904140603e-05,0.00291805318556726,0.00011443543917266652,0.0007014904404059052,1668050414.818271
242598853.0,0.0056293136440217495,1.0712489711295348e-05,0.0028942301869392395,0.00010288792691426352,0.0008259023306891322,1668050414.917874
242699122.0,0.005620240233838558,9.711471648188308e-06,0.0029223139863461256,0.00011252747935941443,0.0008150771027430892,1668050415.018143
242799123.0,0.005608059000223875,8.223517397709657e-06,0.00295153702609241,9.79628021013923e-05,0.0006855608080513775,1668050415.118144
242899200.0,0.005603769328445196,7.290832400030922e-06,0.002938303630799055,9.132898412644863e-05,0.0008188034989871085,1668050415.218221
242999195.0,0.005603364203125238,6.167301307868911e-06,0.0029555861838161945,0.00010174626368097961,0.0008191041415557265,1668050415.318216
243099089.0,0.0056086573749780655,5.707450782210799e-06,0.0029585633892565966,9.592401329427958e-05,0.000679779623169452,1668050415.41811
243198923.0,0.0056174262426793575,5.6047683756332844e-06,0.0029202764853835106,9.275082993553951e-05,0.0007543096435256302,1668050415.517944
243299127.0,0.005603475961834192,5.557118129217997e-06,0.0029440559446811676,9.00028899195604e-05,0.000755234737880528,1668050415.618148
243398967.0,0.005607172381132841,5.0824664867832325e-06,0.002957956399768591,7.55610890337266e-05,0.0006280158995650709,1668050415.717988
246511216.0,0.006076987832784653,2.204864904342685e-05,0.0018523669568821788,0.0004345767665654421,0.0046095107682049274,1668050418.830237
246610973.0,0.006098115351051092,2.271989251312334e-05,0.0019184446427971125,0.00047925059334374964,0.003905485849827528,1668050418.9299939
246711028.0,0.006052726414054632,1.9738658011192456e-05,0.0019179288065060973,0.0004880210035480559,0.0032907421700656414,1668050419.030049
246810804.0,0.0060431985184550285,1.9101758880424313e-05,0.0020565118174999952,0.0005222985055297613,0.0026996906381100416,1668050419.1298249
246910897.0,0.005976703017950058,1.8682108930079266e-05,0.00230358331464231,0.0005308506079018116,0.0022914365399628878,1668050419.229918
247010788.0,0.005970414262264967,2.3143604266806506e-05,0.0022210050374269485,0.0005769290728494525,0.00193455396220088,1668050419.329809
247110843.0,0.00584145775064826,3.151338387397118e-05,0.002372753107920289,0.000519455992616713,0.001623464748263359,1668050419.429864
247210999.0,0.005847931373864412,3.31597329932265e-05,0.0025924702640622854,0.000504065421409905,0.0013747850898653269,1668050419.53002
247310899.0,0.005763762164860964,3.149994518025778e-05,0.0025579307693988085,0.0004393605631776154,0.0012457224074751139,1668050419.62992
247410734.0,0.005757720209658146,2.8553069569170475e-05,0.0027200928889214993,0.0004562836838886142,0.0010329564101994038,1668050419.729755
247510752.0,0.00566148804500699,2.9651791919604875e-05,0.002882234752178192,0.00039116997504606843,0.001042760326527059,1668050419.829773
247610781.0,0.005715973675251007,3.100083631579764e-05,0.0027061812579631805,0.0004523490206338465,0.000873694836627692,1668050419.929802
247710972.0,0.005668137222528458,3.262913742219098e-05,0.002900734543800354,0.00045973117812536657,0.0009422485600225627,1668050420.029993
247810807.0,0.005663665942847729,3.381091664778069e-05,0.0029331299010664225,0.00045361029333435,0.0008737265598028898,1668050420.129828
247910864.0,0.005732031539082527,3.568618558347225e-05,0.0027940443251281977,0.000417609786381945,0.0007947299745865166,1668050420.229885
248010817.0,0.005644204095005989,3.5336179280420765e-05,0.0030144392512738705,0.00043252340401522815,0.0011054683709517121,1668050420.329838
248110935.0,0.005714060738682747,3.175751044182107e-05,0.002930024638772011,0.0004439848707988858,0.0009715658379718661,1668050420.429956
248211181.0,0.005663026124238968,2.8461341571528465e-05,0.0027999638114124537,0.0004313323588576168,0.0009117163135670125,1668050420.530202
248310766.0,0.005703060422092676,2.4781769752735272e-05,0.002974670147523284,0.0004160538373980671,0.0012500478187575936,1668050420.629787
248410957.0,0.0056640650145709515,2.2254154828260653e-05,0.0028407147619873285,0.0004273263330105692,0.0010650258045643568,1668050420.729978
248510833.0,0.005711430683732033,2.2489961338578723e-05,0.002767990343272686,0.00039366635610349476,0.0009242371888831258,1668050420.829854
248610811.0,0.005693407729268074,2.0998893887735903e-05,0.0028952453285455704,0.0003606244281399995,0.0011574384989216924,1668050420.929832
248711006.0,0.00569568295031786,1.8992821424035355e-05,0.0027711065486073494,0.00034939401666633785,0.0009987899102270603,1668050421.030027
248810806.0,0.005723410286009312,1.7635367839829996e-05,0.002758946968242526,0.00031434083939529955,0.0008794404566287994,1668050421.129827
248910778.0,0.005674724001437426,1.6453499483759515e-05,0.002867150818929076,0.000287618167931214,0.001134073711000383,1668050421.229799
249011023.0,0.005728870164602995,1.765697197697591e-05,0.002750442363321781,0.0002898736856877804,0.0009719118825159967,1668050421.330044
249110865.0,0.005701540969312191,1.6086700270534493e-05,0.002762406598776579,0.0002955558302346617,0.0008668955997563899,1668050421.429886
249210848.0,0.00572910625487566,1.4349328012031037e-05,0.002867012284696102,0.0002530252968426794,0.0010771327652037144,1668050421.529869
249310915.0,0.005714247934520245,1.2528302249847911e-05,0.0027835811488330364,0.0002601220621727407,0.0009251462179236114,1668050421.629936
249410904.0,0.005737560335546732,1.1788585652539041e-05,0.002756251022219658,0.00023325729125645012,0.0007989380392245948,1668050421.729925
249510756.0,0.005715605802834034,1.0715815733419731e-05,0.002861542161554098,0.00025162467500194907,0.0009963297052308917,1668050421.829777
249610842.0,0.005710381083190441,9.079275514523033e-06,0.002772107720375061,0.0002449495659675449,0.0008641775348223746,1668050421.929863
249710858.0,0.005721884313970804,9.507290087640285e-06,0.002788643352687359,0.00024281615333165973,0.0007526823901571333,1668050422.029879
249810919.0,0.00569156464189291,8.879363122105133e-06,0.0028803593013435602,0.00021893216762691736,0.0009103552438318729,1668050422.12994
252823060.0,0.006300047505646944,1.5898629499133676e-05,0.0018815557705238461,0.0004780336166732013,0.004715151619166136,1668050425.142081
252922772.0,0.006280470639467239,1.4697604456159752e-05,0.0020003237295895815,0.0005080318078398705,0.004428431857377291,1668050425.241793
253022768.0,0.006230328232049942,1.3278179721964989e-05,0.0019298236584290862,0.000541951390914619,0.003707132302224636,1668050425.341789
253122779.0,0.006190178915858269,1.197689834953053e-05,0.0019196306820958853,0.0005412228056229651,0.0030442068818956614,1668050425.4417999
253222910.0,0.006127674598246813,1.3321139704203233e-05,0.0021719299256801605,0.0004988561267964542,0.0026314330752938986,1668050425.541931
253322782.0,0.0060604168102145195,1.578035698912572e-05,0.002165836514905095,0.0004490437568165362,0.0021987820509821177,1668050425.641803
253422758.0,0.005983299575746059,1.7794372979551554e-05,0.002288909861817956,0.0004468641709536314,0.0018023032462224364,1668050425.741779
253522763.0,0.005891700740903616,1.5497367712669075e-05,0.0025821803137660027,0.00043477959115989506,0.0016877427697181702,1668050425.841784
253622767.0,0.005876259412616491,1.6025926015572622e-05,0.0025321950670331717,0.0004245474992785603,0.0014289175160229206,1668050425.941788
253722978.0,0.005810100585222244,1.5640296624042094e-05,0.0026584300212562084,0.00041600054828450084,0.0011783515801653266,1668050426.041999
253822737.0,0.005773215554654598,1.3313072486198507e-05,0.0028361952863633633,0.0003533405251801014,0.0012041510781273246,1668050426.141758
253922782.0,0.005800633691251278,1.3779553228232544e-05,0.00272163818590343,0.00036658349563367665,0.0010557667119428515,1668050426.241803
254022841.0,0.005747042130678892,1.4573817679774947e-05,0.0028042756021022797,0.0003660859656520188,0.0008959019905887544,1668050426.341862
254122943.0,0.005753959994763136,1.2833284017688129e-05,0.002867473755031824,0.00033443461870774627,0.0009571717237122357,1668050426.441964
254222679.0,0.005734981037676334,1.2150880138506182e-05,0.0027414511423557997,0.0003184496599715203,0.0008257139706984162,1668050426.5417
254322738.0,0.005767440423369408,1.1746374184440356e-05,0.0028421899769455194,0.000309287803247571,0.000737151363864541,1668050426.641759
254422798.0,0.005760199390351772,1.3216937986726407e-05,0.0028279409743845463,0.0003070332750212401,0.0007476258906535804,1668050426.741819
254522734.0,0.005791568197309971,1.2666764632740524e-05,0.002763818483799696,0.0002796198823489249,0.0006839872221462429,1668050426.841755
254622773.0,0.005770918447524309,1.5637968317605555e-05,0.002880216110497713,0.00026579073164612055,0.0006669196882285178,1668050426.941794
254722744.0,0.0057766009122133255,1.6659834727761336e-05,0.002826327458024025,0.0002732079883571714,0.0006263326504267752,1668050427.041765
254822681.0,0.00581722054630518,1.5027611880213954e-05,0.002774849534034729,0.0002698489697650075,0.0005589159554801881,1668050427.141702
254922818.0,0.00577701348811388,1.483830146753462e-05,0.002906050533056259,0.00025677820667624474,0.0006657111225649714,1668050427.241839
255022883.0,0.005834116600453854,1.555166090838611e-05,0.0028017405420541763,0.0002899840474128723,0.000621534651145339,1668050427.341904
255122778.0,0.005815885495394468,1.47897108035977e-05,0.002798603381961584,0.00028818799182772636,0.0005993928061798215,1668050427.441799
255222681.0,0.005813326220959425,1.428096857125638e-05,0.002918022219091654,0.000268998701358214,0.0006948832306079566,1668050427.541702
255322740.0,0.005837724078446627,1.3071803550701588e-05,0.0027973726391792297,0.0002894467324949801,0.0006160429329611361,1668050427.641761
255422775.0,0.005828127730637789,1.1665933016047347e-05,0.002840296132490039,0.0002957490214612335,0.0005786687834188342,1668050427.741796
255522784.0,0.00582512840628624,9.933464752975851e-06,0.002916724653914571,0.0002800077199935913,0.0006289347657002509,1668050427.841805
258434944.0,0.006285692099481821,3.026485319423955e-05,0.002075829077512026,0.00020668443175964057,0.004557065200060606,1668050430.753965
258534908.0,0.006364607717841864,2.8981159630347975e-05,0.002097733784466982,0.00019476130546536297,0.0040250420570373535,1668050430.853929
258634877.0,0.0063046966679394245,2.98661325359717e-05,0.002042730338871479,0.00020866097474936396,0.003325540805235505,1668050430.953898
258735117.0,0.006310256663709879,2.772651714622043e-05,0.0020538049284368753,0.0001949384022736922,0.0027719864156097174,1668050431.054138
258834850.0,0.006275956053286791,2.4768407456576824e-05,0.002235991880297661,0.0002299060724908486,0.002296319231390953,1668050431.153871
258934908.0,0.006130511872470379,3.641184594016522e-05,0.0023132716305553913,0.00020484156266320497,0.0019018006278201938,1668050431.253929
259034800.0,0.006089536938816309,5.063094067736529e-05,0.002447875216603279,0.00020818367192987353,0.0016256151720881462,1668050431.353821
259134806.0,0.006072876509279013,4.7122040996327996e-05,0.00260184146463871,0.00020371768914628774,0.0014079308602958918,1668050431.453827
259234949.0,0.005944619420915842,4.4448566768551245e-05,0.002697358839213848,0.00020284538913983852,0.0011872121831402183,1668050431.55397
259334819.0,0.005983918439596891,4.426484520081431e-05,0.002766804303973913,0.00019339147547725588,0.0009984197095036507,1668050431.65384
259434991.0,0.005848103202879429,4.177482696832158e-05,0.0028809774667024612,0.0001687960175331682,0.0010017147287726402,1668050431.7540119
259534859.0,0.005944041535258293,4.057581099914387e-05,0.002886577043682337,0.00015824000001884997,0.000865513808093965,1668050431.85388
259635040.0,0.0058169555850327015,4.152389374212362e-05,0.002970093162730336,0.00014840057701803744,0.0008273388957604766,1668050431.954061
259734852.0,0.005930101964622736,4.8958263505483046e-05,0.0029562877025455236,0.0001627948076929897,0.000999865005724132,1668050432.053873
259834855.0,0.0058790273033082485,5.200461600907147e-05,0.0029624339658766985,0.00014365350943990052,0.0008333579753525555,1668050432.153876
