TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz,timestamp
221021089.0,0.0034458008594810963,-0.008264944888651371,-0.0006867788615636528,-0.4092181324958801,0.21877919137477875,-10.089155197143555,0.0,0.0,32.59892272949219,1.0,1.0,8010.0,4005.0,1668050393.34011
221078634.0,0.0007522462983615696,-0.0001135380007326603,-0.005172739736735821,0.15670602023601532,-0.2767151892185211,-9.935702323913574,0.0,0.0,32.60098648071289,1.0,1.0,8010.0,4005.0,1668050393.397655
221118673.0,2.581601802376099e-05,0.00029823806835338473,-0.004188751336187124,-0.0628865659236908,0.21340154111385345,-9.66126823425293,0.0,0.0,32.60236740112305,1.0,1.0,8010.0,4005.0,1668050393.437694
221159060.0,-0.0001865013618953526,0.007343693170696497,0.0006493818946182728,0.11730779707431793,-0.048442207276821136,-9.627242088317871,0.0,0.0,32.604148864746094,1.0,1.0,8010.0,4005.0,1668050393.478081
221198653.0,0.0007293666712939739,-0.002281968016177416,0.001947069657035172,0.29486703872680664,-0.0657409206032753,-9.856722831726074,0.0,0.0,32.605491638183594,1.0,1.0,8010.0,4005.0,1668050393.517674
221238644.0,0.0009298095246776938,-0.003949364647269249,-0.00017562901484780014,0.2034272700548172,0.2633935213088989,-9.893160820007324,0.0,0.0,32.6060791015625,1.0,1.0,8010.0,4005.0,1668050393.5576649
221279021.0,0.0023316906299442053,-0.0052997819148004055,0.0036187474615871906,0.045443370938301086,-0.2817220091819763,-10.007719039916992,0.0,0.0,32.60628128051758,1.0,1.0,8010.0,4005.0,1668050393.598042
221318858.0,0.0018763469997793436,-0.006472857668995857,-0.006020714994519949,-0.04854058846831322,0.18309208750724792,-9.847111701965332,0.0,0.0,32.606266021728516,1.0,1.0,8010.0,4005.0,1668050393.637879
221359040.0,0.0014321415219455957,-0.002183355623856187,-0.0034724571742117405,0.036988355219364166,0.03555084764957428,-9.574323654174805,0.0,0.0,32.60663604736328,1.0,1.0,8010.0,4005.0,1668050393.678061
221399144.0,0.0014811694854870439,0.0004076159093528986,-0.0028674378991127014,-0.1149936243891716,-0.17650482058525085,-9.792906761169434,0.0,0.0,32.6070442199707,1.0,1.0,8010.0,4005.0,1668050393.718165
221438626.0,0.000770475366152823,0.0033284518867731094,-0.004480232484638691,0.16599971055984497,0.11764763295650482,-9.893150329589844,0.0,0.0,32.60760498046875,1.0,1.0,8010.0,4005.0,1668050393.757647
221478465.0,-0.0001436323655070737,0.0004320417356211692,-1.8415830709272996e-05,0.20082348585128784,0.10816497355699539,-9.931755065917969,0.0,0.0,32.60854721069336,1.0,1.0,8010.0,4005.0,1668050393.797486
221518682.0,-0.0005402175011113286,0.0005845994455739856,0.004580932669341564,0.16350071132183075,-0.20956122875213623,-9.900920867919922,0.0,0.0,32.609981536865234,1.0,1.0,8010.0,4005.0,1668050393.837703
221559366.0,0.0022154301404953003,-0.003629801096394658,0.00022845284547656775,0.16542178392410278,0.1055116355419159,-9.70177936553955,0.0,0.0,32.611454010009766,1.0,1.0,8010.0,4005.0,1668050393.878387
221598610.0,0.001693688565865159,-0.004734973423182964,-0.0033068214543163776,0.043476544320583344,0.14993537962436676,-9.742685317993164,0.0,0.0,32.61336135864258,1.0,1.0,8010.0,4005.0,1668050393.917631
221638695.0,0.0011652359971776605,-0.00519711896777153,-0.0012674492318183184,-0.03186170384287834,-0.054315902292728424,-9.798760414123535,0.0,0.0,32.61513900756836,1.0,1.0,8010.0,4005.0,1668050393.957716
221678793.0,0.003727625822648406,-0.001725369947962463,-0.0030679660849273205,-0.03510873764753342,-0.09862903505563736,-9.93000602722168,0.0,0.0,32.61707305908203,1.0,1.0,8010.0,4005.0,1668050393.997814
221718677.0,0.0012375495862215757,0.0018090965459123254,-0.006366928108036518,0.129485085606575,0.020979275926947594,-9.946791648864746,0.0,0.0,32.61878967285156,1.0,1.0,8010.0,4005.0,1668050394.037698
221759205.0,-0.002966471016407013,0.002515179105103016,-0.003280001226812601,0.11055560410022736,0.15683041512966156,-9.745035171508789,0.0,0.0,32.620574951171875,1.0,1.0,8010.0,4005.0,1668050394.078226
221798682.0,0.00042777814087457955,0.0003675365587696433,0.0040720561519265175,0.13465547561645508,-0.04311107099056244,-9.74941635131836,0.0,0.0,32.621883392333984,1.0,1.0,8010.0,4005.0,1668050394.117703
221838704.0,0.005822836421430111,-0.0019092131406068802,0.003667678451165557,0.09342199563980103,-0.03946191072463989,-9.841772079467773,0.0,0.0,32.622920989990234,1.0,1.0,8010.0,4005.0,1668050394.157725
221878791.0,0.00208541308529675,-0.0036880529951304197,-0.0007602667901664972,0.2148125320672989,-0.09362209588289261,-9.785483360290527,0.0,0.0,32.622859954833984,1.0,1.0,8010.0,4005.0,1668050394.197812
221918713.0,-0.002733849687501788,-0.004878196865320206,-0.004201279953122139,-0.06513821333646774,0.1329037994146347,-10.025728225708008,0.0,0.0,32.622711181640625,1.0,1.0,8010.0,4005.0,1668050394.237734
221959530.0,0.0012636524625122547,-0.002747249323874712,-0.004167786333709955,0.08426133543252945,0.02544369548559189,-9.776189804077148,0.0,0.0,32.62215042114258,1.0,1.0,8010.0,4005.0,1668050394.278551
221999027.0,0.003971701487898827,0.0007180615793913603,-0.002729950472712517,-0.011050031520426273,-0.009988589212298393,-9.755256652832031,0.0,0.0,32.622344970703125,1.0,1.0,8010.0,4005.0,1668050394.318048
222038651.0,0.0026824611704796553,0.001960648922249675,-0.0006646359106525779,0.09492737054824829,0.00019830814562737942,-9.745708465576172,0.0,0.0,32.6224479675293,1.0,1.0,8010.0,4005.0,1668050394.357672
222079075.0,-0.0008535950328223407,0.0004823276540264487,-0.001003255951218307,0.19138462841510773,-0.09349070489406586,-9.853449821472168,0.0,0.0,32.622920989990234,1.0,1.0,8010.0,4005.0,1668050394.398096
222118767.0,-0.0018068128265440464,-0.0019356682896614075,-0.0019322417210787535,0.13972848653793335,0.08987735211849213,-9.919954299926758,0.0,0.0,32.622745513916016,1.0,1.0,8010.0,4005.0,1668050394.437788
222159311.0,0.002032762859016657,-0.00404319865629077,0.000931096903514117,0.07989531010389328,0.09492475539445877,-9.89379596710205,0.0,0.0,32.6224365234375,1.0,1.0,8010.0,4005.0,1668050394.478332
222198612.0,0.004074299242347479,-0.0030924503225833178,0.002619793638586998,-0.0019019003957509995,0.004542930983006954,-9.806406021118164,0.0,0.0,32.622283935546875,1.0,1.0,8010.0,4005.0,1668050394.517633
222238722.0,0.0028046893421560526,-0.00036849232856184244,-7.862973143346608e-05,0.018569108098745346,-0.08949754387140274,-9.729362487792969,0.0,0.0,32.62339782714844,1.0,1.0,8010.0,4005.0,1668050394.557743
222278905.0,0.0004139125521760434,0.0002415338676655665,-0.005350734572857618,0.04690631479024887,-0.050808779895305634,-9.851816177368164,0.0,0.0,32.62443542480469,1.0,1.0,8010.0,4005.0,1668050394.597926
222318705.0,-0.0015377295203506947,0.0002290206030011177,-0.007169483229517937,0.18998844921588898,0.047674570232629776,-9.80980396270752,0.0,0.0,32.62580871582031,1.0,1.0,8010.0,4005.0,1668050394.637726
