TimeUS,OfsX,OfsY,OfsZ,Var,Yaw,WVar,N,timestamp
755679714.0,229.91494750976562,70.76203155517578,-84.73529815673828,201.86985778808594,63.505069732666016,701.1991577148438,55.0,1668050927.998735
755779732.0,255.83876037597656,22.39826202392578,-85.86355590820312,240.6053466796875,66.12590789794922,681.1136474609375,56.0,1668050928.098753
756679781.0,278.6414794921875,-22.4534969329834,-87.30020141601562,271.69287109375,66.85904693603516,660.3151245117188,57.0,1668050928.998802
757779783.0,291.8989562988281,-69.51651000976562,-87.9809341430664,298.8568420410156,76.17220306396484,634.5484008789062,58.0,1668050930.098804
758379970.0,296.3504333496094,-116.70591735839844,-85.97527313232422,322.3896179199219,84.07319641113281,605.36181640625,59.0,1668050930.698991
759879774.0,298.1278381347656,-160.74134826660156,-87.28276062011719,340.68914794921875,85.33490753173828,576.1912841796875,60.0,1668050932.198795
761579940.0,290.1656494140625,-203.61317443847656,-87.19579315185547,357.0390319824219,94.39994812011719,545.7827758789062,61.0,1668050933.898961
775979940.0,283.72161865234375,-245.70599365234375,-86.16886901855469,371.8575439453125,96.92964935302734,522.3185424804688,62.0,1668050948.298961
779580011.0,266.24072265625,-283.4272155761719,-77.41110229492188,384.59625244140625,100.4446029663086,506.0869445800781,63.0,1668050951.8990319
780779807.0,248.86477661132812,-318.8243713378906,-75.49849700927734,393.3069152832031,100.97457122802734,493.7724304199219,64.0,1668050953.098828
787679806.0,233.56472778320312,-351.36932373046875,-77.70745849609375,397.87213134765625,100.16612243652344,482.43548583984375,65.0,1668050959.998827
792180019.0,376.1802978515625,-38.78887176513672,-89.42736053466797,380.2451171875,309.91168212890625,471.3366394042969,66.0,1668050964.49904
792279683.0,378.11029052734375,-36.57759094238281,-89.53062438964844,352.76239013671875,310.44073486328125,460.4500732421875,67.0,1668050964.598704
798679666.0,379.28204345703125,-34.09573745727539,-89.88719940185547,327.30902099609375,310.371826171875,449.51385498046875,68.0,1668050970.998687
801379899.0,379.0063171386719,-31.181758880615234,-89.6325454711914,304.0623474121094,307.8739318847656,438.9949951171875,69.0,1668050973.69892
803279690.0,394.5872802734375,-44.33846664428711,-88.47794342041016,281.3030090332031,314.2628173828125,428.6293029785156,70.0,1668050975.598711
807579985.0,395.2842712402344,-43.083370208740234,-86.86433410644531,260.9585876464844,314.4425354003906,416.4903869628906,71.0,1668050979.899006
812580095.0,395.6507263183594,-42.081417083740234,-87.27434539794922,241.22483825683594,314.5467224121094,404.0367431640625,72.0,1668050984.899116
821779861.0,395.3852844238281,-41.36872863769531,-86.8855209350586,222.781005859375,314.5773620605469,392.0499267578125,73.0,1668050994.098882
830219685.0,394.9877624511719,-41.132442474365234,-86.93343353271484,205.42343139648438,315.4154357910156,379.65155029296875,74.0,1668051002.538706
835219697.0,394.0479736328125,-39.829246520996094,-86.77946472167969,190.6036376953125,313.52178955078125,367.1023864746094,75.0,1668051007.538718
836619717.0,391.4476318359375,-41.03571701049805,-85.6881103515625,178.4226531982422,319.05419921875,357.0572814941406,76.0,1668051008.9387379
837019680.0,386.0306091308594,-44.95938491821289,-85.4833984375,170.84072875976562,325.1175537109375,351.46087646484375,77.0,1668051009.338701
837319789.0,378.3065490722656,-52.96583557128906,-85.21928405761719,168.30154418945312,336.9363098144531,352.0997619628906,78.0,1668051009.63881
837619781.0,348.7520751953125,-41.956459045410156,-85.90210723876953,169.59658813476562,343.3977966308594,358.9693908691406,79.0,1668051009.938802
837919775.0,316.4031066894531,-32.374664306640625,-86.16132354736328,173.25550842285156,350.7598876953125,374.5174560546875,80.0,1668051010.238796
838219711.0,261.0718078613281,-3.5249691009521484,-87.94542694091797,176.54937744140625,353.3820495605469,397.4632263183594,81.0,1668051010.538732
838519739.0,204.3089599609375,23.870742797851562,-90.61436462402344,175.24264526367188,355.7801208496094,426.3374328613281,82.0,1668051010.83876
838719788.0,149.28294372558594,50.364044189453125,-94.40853881835938,168.93499755859375,357.6814880371094,458.6937561035156,83.0,1668051011.038809
838919818.0,121.12273406982422,64.07635498046875,-96.91635131835938,161.50146484375,0.3903048634529114,489.9518737792969,84.0,1668051011.238839
839219771.0,117.45964813232422,65.46381378173828,-98.43903350830078,152.783935546875,7.987556457519531,519.6058349609375,85.0,1668051011.538792
839519705.0,113.86396026611328,66.89895629882812,-100.8704605102539,145.13291931152344,19.133337020874023,550.140380859375,86.0,1668051011.838726
839819896.0,110.24543762207031,68.42964172363281,-103.84016418457031,138.4473114013672,30.109643936157227,580.503662109375,87.0,1668051012.138917
840119698.0,106.63639831542969,70.25182342529297,-106.97110748291016,132.48507690429688,41.072975158691406,610.1213989257812,88.0,1668051012.438719
840419737.0,103.0907211303711,72.16756439208984,-110.78304290771484,127.43359375,52.04133224487305,638.4361572265625,89.0,1668051012.738758
840719700.0,93.49018096923828,92.70465087890625,-116.05903625488281,122.51915740966797,57.904144287109375,664.84716796875,90.0,1668051013.038721
841019818.0,93.70579528808594,94.36509704589844,-121.03059387207031,117.96357727050781,68.810791015625,688.9595947265625,91.0,1668051013.338839
841319729.0,93.85053253173828,95.80764770507812,-126.31444549560547,114.00563049316406,79.72451782226562,710.638671875,92.0,1668051013.63875
841619821.0,94.06497955322266,97.00640869140625,-131.75453186035156,110.45991516113281,90.53509521484375,729.6829223632812,93.0,1668051013.938842
841919768.0,93.92167663574219,98.02738952636719,-137.2488250732422,107.21331024169922,101.1707763671875,745.7620849609375,94.0,1668051014.238789
842219699.0,93.4554672241211,98.78634643554688,-142.39218139648438,103.85615539550781,111.87985229492188,758.7901611328125,95.0,1668051014.53872
842519771.0,92.76343536376953,99.307861328125,-146.6907958984375,99.93275451660156,122.66018676757812,768.9909057617188,96.0,1668051014.838792
842719759.0,91.61996459960938,99.69627380371094,-150.8730926513672,96.29129028320312,133.543212890625,776.3786010742188,97.0,1668051015.03878
843019740.0,91.13943481445312,99.67108917236328,-154.52182006835938,92.26829528808594,140.77728271484375,780.7347412109375,98.0,1668051015.338761
843319675.0,89.61412048339844,99.52766418457031,-158.4095001220703,89.06549072265625,151.46932983398438,782.10888671875,99.0,1668051015.638696
843619800.0,88.28810119628906,99.14319610595703,-161.40625,85.23975372314453,162.20465087890625,782.2661743164062,100.0,1668051015.938821
843919861.0,86.6336669921875,98.67330169677734,-163.33187866210938,81.00242614746094,173.0252685546875,781.330322265625,101.0,1668051016.238882
844219814.0,84.55351257324219,97.9783706665039,-164.77908325195312,77.14984893798828,183.90243530273438,779.6392822265625,102.0,1668051016.538835
844519780.0,82.60035705566406,96.92405700683594,-165.49253845214844,73.30925750732422,194.8145751953125,778.1626586914062,103.0,1668051016.838801
844819777.0,80.48638916015625,95.98075103759766,-165.0640411376953,69.7987289428711,205.72988891601562,776.6489868164062,104.0,1668051017.138798
845119725.0,78.52625274658203,94.88140106201172,-163.3024139404297,67.07035827636719,216.6153106689453,775.65087890625,105.0,1668051017.438746
845419737.0,76.2100830078125,93.67327880859375,-160.74464416503906,65.3607406616211,227.27821350097656,774.9131469726562,106.0,1668051017.738758
845719734.0,74.05980682373047,92.83499145507812,-157.50820922851562,64.10691833496094,237.82870483398438,774.1627807617188,107.0,1668051018.038755
846019839.0,72.31343078613281,92.15023803710938,-153.76516723632812,63.1651496887207,248.6104736328125,773.7095336914062,108.0,1668051018.33886
846319835.0,70.8216552734375,91.71704864501953,-149.51046752929688,62.641353607177734,259.4386291503906,773.4003295898438,109.0,1668051018.638856
846619736.0,68.76742553710938,91.62731170654297,-145.05809020996094,62.53428649902344,270.2383117675781,773.4248046875,110.0,1668051018.938757
846819916.0,67.37979888916016,91.69325256347656,-140.7267608642578,62.08019256591797,280.8207702636719,773.3191528320312,111.0,1668051019.138937
847119652.0,65.25064849853516,92.26664733886719,-136.56565856933594,61.82301330566406,287.85479736328125,771.97900390625,112.0,1668051019.438673
847719797.0,64.93728637695312,93.18012237548828,-132.06771850585938,61.47761917114258,298.3905944824219,769.8287963867188,113.0,1668051020.038818
848119793.0,64.78141021728516,94.71723175048828,-128.99374389648438,59.99980163574219,307.2320861816406,767.2072143554688,114.0,1668051020.438814
850619762.0,65.51091766357422,95.89118194580078,-126.27906036376953,58.24610137939453,306.1733703613281,759.0052490234375,115.0,1668051022.938783
856119725.0,63.1434211730957,96.5995101928711,-123.20279693603516,57.532318115234375,299.4500427246094,747.9363403320312,116.0,1668051028.438746
858419762.0,78.09439849853516,96.17530822753906,-118.11919403076172,57.52098083496094,301.3909606933594,732.1035766601562,117.0,1668051030.738783
859119778.0,75.95313262939453,96.27244567871094,-114.94427490234375,56.75004196166992,293.57342529296875,710.24169921875,118.0,1668051031.438799
860019742.0,73.6421127319336,95.69621276855469,-112.90762329101562,55.34385299682617,286.3355407714844,686.0144653320312,119.0,1668051032.338763
861719742.0,72.5271224975586,95.49766540527344,-110.11817169189453,53.92694091796875,286.4339294433594,660.109619140625,120.0,1668051034.038763
862619703.0,70.69654083251953,95.14662170410156,-107.94804382324219,52.4735107421875,276.8548583984375,633.4395141601562,121.0,1668051034.938724
867219801.0,69.67556762695312,94.44866943359375,-106.14563751220703,50.46154022216797,275.9370422363281,607.9308471679688,122.0,1668051039.538822
869119780.0,67.49866485595703,94.22216033935547,-104.88538360595703,48.9501838684082,277.06854248046875,581.6702270507812,123.0,1668051041.438801
