TimeUS,TPX,TPY,PX,PY,TVX,TVY,VX,VY,TAX,TAY,AX,AY,timestamp
438586922.0,44.820945739746094,-27.385099411010742,44.73517608642578,-27.3524169921875,-0.7755175828933716,0.6288251280784607,-0.7462167143821716,0.6648991107940674,0.3042009174823761,0.29103899002075195,0.4336773157119751,0.3733472228050232,1668050610.905943
438686776.0,44.73426818847656,-27.318626403808594,44.64424133300781,-27.28264045715332,-0.785592794418335,0.6341651082038879,-0.7758849263191223,0.665533185005188,0.30672314763069153,0.2872627079486847,0.39966559410095215,0.30622753500938416,1668050611.005797
438786750.0,44.64592361450195,-27.251197814941406,44.553470611572266,-27.209579467773438,-0.798243522644043,0.635951817035675,-0.7651541233062744,0.6923828125,0.2639194130897522,0.262582927942276,0.3995005190372467,0.2895084619522095,1668050611.105771
438886807.0,44.55599594116211,-27.18307113647461,44.46517562866211,-27.137033462524414,-0.8165677189826965,0.6384090781211853,-0.7984136939048767,0.6844922304153442,0.21797366440296173,0.2684875428676605,0.4010751247406006,0.298319935798645,1668050611.205828
438986783.0,44.4643440246582,-27.11429214477539,44.37849426269531,-27.06437873840332,-0.8400517702102661,0.6416387557983398,-0.8150163888931274,0.6874912977218628,0.22320422530174255,0.23233512043952942,0.342625230550766,0.2861520051956177,1668050611.305804
439086933.0,44.370689392089844,-27.044708251953125,44.28793716430664,-26.994779586791992,-0.8612040281295776,0.647742748260498,-0.8020088076591492,0.7067278623580933,0.20441505312919617,0.24228453636169434,0.3065612018108368,0.2847026288509369,1668050611.405954
439187038.0,44.275550842285156,-26.974760055541992,44.19209289550781,-26.928468704223633,-0.8767138719558716,0.656284749507904,-0.8325319290161133,0.7004578113555908,0.26175495982170105,0.26566463708877563,0.30879971385002136,0.302727073431015,1668050611.506059
439286807.0,44.17871856689453,-26.904226303100586,44.0947151184082,-26.86159324645996,-0.8902198672294617,0.6640723347663879,-0.878078818321228,0.678578794002533,0.2809940278530121,0.28688758611679077,0.2754765748977661,0.30229711532592773,1668050611.605828
439386865.0,44.080501556396484,-26.833261489868164,43.99444580078125,-26.79448127746582,-0.9004015922546387,0.671299934387207,-0.8722816109657288,0.6958815455436707,0.37023696303367615,0.27234503626823425,0.256107360124588,0.276080459356308,1668050611.705886
439486778.0,43.981605529785156,-26.762332916259766,43.89493942260742,-26.72491455078125,-0.9094075560569763,0.6746104955673218,-0.8975291848182678,0.6893746852874756,0.38898932933807373,0.26824384927749634,0.3239927291870117,0.3001766502857208,1668050611.805799
439586835.0,43.88156509399414,-26.691043853759766,43.79447555541992,-26.651622772216797,-0.9167303442955017,0.6737143397331238,-0.94230717420578,0.6836336851119995,0.4228721559047699,0.22807477414608002,0.35820621252059937,0.2951473593711853,1668050611.905856
439686762.0,43.7808837890625,-26.619733810424805,43.69425582885742,-26.57835578918457,-0.9227313995361328,0.6717042922973633,-0.9241326451301575,0.6967353820800781,0.45079153776168823,0.20097419619560242,0.38966238498687744,0.27393826842308044,1668050612.005783
439786872.0,43.67955780029297,-26.548343658447266,43.59348678588867,-26.50399398803711,-0.9264791011810303,0.6672748923301697,-0.9496625065803528,0.6877221465110779,0.45835426449775696,0.15368278324604034,0.4559343755245209,0.2647228538990021,1668050612.105893
439886784.0,43.578426361083984,-26.47745704650879,43.49258041381836,-26.4320011138916,-0.9281808137893677,0.6633771657943726,-0.9326420426368713,0.68636554479599,0.45325690507888794,0.13494770228862762,0.4446882903575897,0.2105238437652588,1668050612.205805
439986865.0,43.47697830200195,-26.40675163269043,43.38565444946289,-26.365272521972656,-0.9229251742362976,0.6631525158882141,-0.9285006523132324,0.6892572641372681,0.5035408735275269,0.15409888327121735,0.4950554072856903,0.1751548945903778,1668050612.305886
440086876.0,43.3756103515625,-26.33658218383789,43.27837371826172,-26.30028533935547,-0.9143937230110168,0.6616291403770447,-0.9531718492507935,0.6630769968032837,0.6188229918479919,0.10329340398311615,0.4885377287864685,0.15332187712192535,1668050612.405897
440186993.0,43.27479553222656,-26.26729965209961,43.16713333129883,-26.23911476135254,-0.8964781165122986,0.6594552397727966,-0.914505660533905,0.6644932627677917,0.6728342175483704,0.16318565607070923,0.5546618103981018,0.10874728113412857,1668050612.5060139
440286931.0,43.17473602294922,-26.199031829833984,43.06040954589844,-26.17766761779785,-0.8793975114822388,0.6543001532554626,-0.9383562207221985,0.6409969925880432,0.7022566199302673,0.15183939039707184,0.6526132822036743,0.1582718789577484,1668050612.605952
440386787.0,43.07616424560547,-26.13224220275879,42.95746612548828,-26.116628646850586,-0.8632998466491699,0.6473958492279053,-0.9016907811164856,0.6281973719596863,0.6897515058517456,0.17517909407615662,0.7066463828086853,0.17673753201961517,1668050612.705808
440486797.0,42.978607177734375,-26.066598892211914,42.85980224609375,-26.05481719970703,-0.8506549596786499,0.638428807258606,-0.8809376955032349,0.6394122838973999,0.6479514241218567,0.15196220576763153,0.7829213738441467,0.21850131452083588,1668050612.805818
440586812.0,42.88227462768555,-26.002208709716797,42.76667785644531,-25.99126625061035,-0.8409157395362854,0.6264779567718506,-0.8450862765312195,0.6260095834732056,0.5866388082504272,0.10885364562273026,0.7614985704421997,0.25797542929649353,1668050612.905833
440686822.0,42.78730773925781,-25.939130783081055,42.67569351196289,-25.930118560791016,-0.8319116830825806,0.615789532661438,-0.8165499567985535,0.6256683468818665,0.5241953134536743,0.09194726496934891,0.7647424340248108,0.234789177775383,1668050613.005843
440786960.0,42.693565368652344,-25.87725257873535,42.58231735229492,-25.872211456298828,-0.8193463087081909,0.6072899103164673,-0.8282389044761658,0.6018545627593994,0.5408435463905334,0.08134768903255463,0.6918579936027527,0.24232302606105804,1668050613.1059809
440886821.0,42.601219177246094,-25.816686630249023,42.49334716796875,-25.8138370513916,-0.8099792003631592,0.597253680229187,-0.7845525741577148,0.6032422780990601,0.5221832394599915,0.0973348468542099,0.6250739097595215,0.17420245707035065,1668050613.205842
440986795.0,42.51010513305664,-25.75730323791504,42.404720306396484,-25.75343894958496,-0.7998262047767639,0.5842190980911255,-0.7694122791290283,0.6135665774345398,0.5220783948898315,0.05698533356189728,0.6237080097198486,0.17433446645736694,1668050613.305816
441086847.0,42.420188903808594,-25.699079513549805,42.31790542602539,-25.69561767578125,-0.7904894351959229,0.5727798938751221,-0.7661802768707275,0.597079336643219,0.5112014412879944,0.051850032061338425,0.6076990962028503,0.17209601402282715,1668050613.405868
441187444.0,42.331214904785156,-25.641841888427734,42.229305267333984,-25.642101287841797,-0.7787598967552185,0.564712405204773,-0.7458229064941406,0.5910042524337769,0.5377615094184875,0.0696210265159607,0.5839352011680603,0.1296454519033432,1668050613.506465
441286904.0,42.244102478027344,-25.586212158203125,42.14344024658203,-25.589460372924805,-0.7682846784591675,0.5561491250991821,-0.7357318997383118,0.5790678858757019,0.536627471446991,0.07792700827121735,0.6055070757865906,0.13609836995601654,1668050613.605925
441386781.0,42.15782165527344,-25.531513214111328,42.05754470825195,-25.539518356323242,-0.7570793032646179,0.5495235919952393,-0.7523947954177856,0.5520653128623962,0.5397875308990479,0.09340327233076096,0.6233243346214294,0.15162970125675201,1668050613.705802
441486766.0,42.07263946533203,-25.477930068969727,41.9758186340332,-25.49003791809082,-0.7492808103561401,0.5423386096954346,-0.7424534559249878,0.5397151708602905,0.5371264815330505,0.08831974118947983,0.6073377728462219,0.1636034995317459,1668050613.805787
441586811.0,41.98856735229492,-25.425472259521484,41.895389556884766,-25.441120147705078,-0.7420764565467834,0.5346779227256775,-0.7218758463859558,0.5408600568771362,0.5237056612968445,0.1000773012638092,0.5992010831832886,0.1604599952697754,1668050613.905832
441686787.0,41.9056396484375,-25.374174118041992,41.816917419433594,-25.391027450561523,-0.7358425855636597,0.5248607993125916,-0.7019791007041931,0.5367686748504639,0.5215050578117371,0.0855146199464798,0.5933863520622253,0.18024513125419617,1668050614.0058079
441786759.0,41.82374572753906,-25.323925018310547,41.738582611083984,-25.34010887145996,-0.7283771634101868,0.5136911273002625,-0.6942978501319885,0.534993052482605,0.527410089969635,0.08428192138671875,0.5851038694381714,0.16471749544143677,1668050614.10578
441886970.0,41.74284744262695,-25.27462387084961,41.6612434387207,-25.29121208190918,-0.7205677628517151,0.504123330116272,-0.6957718729972839,0.520571768283844,0.5235041379928589,0.0736536756157875,0.5542239546775818,0.15230737626552582,1668050614.205991
441986774.0,41.66331100463867,-25.226425170898438,41.579063415527344,-25.248878479003906,-0.7064945101737976,0.5003912448883057,-0.6843867897987366,0.5042933821678162,0.5579355955123901,0.1065751239657402,0.5422409176826477,0.11924948543310165,1668050614.305795
442086967.0,41.584617614746094,-25.17900276184082,41.4991340637207,-25.205509185791016,-0.6936430931091309,0.49517542123794556,-0.6756576299667358,0.4982234835624695,0.5768325328826904,0.1334516555070877,0.562239944934845,0.12132126837968826,1668050614.405988
442187113.0,41.50738525390625,-25.132631301879883,41.41858673095703,-25.16143226623535,-0.6782916784286499,0.48874902725219727,-0.6644139885902405,0.48482969403266907,0.6158031821250916,0.14099203050136566,0.5912846326828003,0.14324964582920074,1668050614.506134
442286923.0,41.43141555786133,-25.087114334106445,41.34036636352539,-25.115663528442383,-0.6636680364608765,0.4803806245326996,-0.6741377711296082,0.4821803867816925,0.5798425078392029,0.2055342197418213,0.6329017281532288,0.1652510166168213,1668050614.605944
