TimeUS,C,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI,timestamp
1189229110.0,1.0,0.02,0.01,0.0,0.0,0.0,0.00030353781767189503,-32.0,-58.0,0.0,16.0,107391.0,0.0,0.0,1668051361.548131
