TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz,timestamp
1189286431.0,-0.0007204461726360023,0.0004635204095393419,0.0018758035730570555,0.20831666886806488,0.0583539679646492,-9.837808609008789,0.0,0.0,39.0,1.0,1.0,1997.0,2042.0,1668051361.605452
