TimeUS,Instance,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res,timestamp
228270405.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050400.589426
228370646.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050400.689667
228470732.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050400.789753
228570794.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050400.889815
228670825.0,0.0,57.59370040893555,57.59370040893555,nan,nan,nan,0.0,0.0,1668050400.989846
228770671.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050401.0896919
228870461.0,0.0,57.59305191040039,57.59305191040039,nan,nan,nan,0.0,0.0,1668050401.189482
228970746.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050401.289767
229070767.0,0.0,57.57420349121094,57.57420349121094,nan,nan,nan,0.0,0.0,1668050401.389788
229170822.0,0.0,57.56260299682617,57.56260299682617,nan,nan,nan,0.0,0.0,1668050401.489843
229270643.0,0.0,57.57130432128906,57.57130432128906,nan,nan,nan,0.0,0.0,1668050401.589664
229370693.0,0.0,57.57758712768555,57.57758712768555,nan,nan,nan,0.0,0.0,1668050401.689714
229470255.0,0.0,57.57130432128906,57.57130432128906,nan,nan,nan,0.0,0.0,1668050401.789276
229570741.0,0.0,57.57130432128906,57.57130432128906,nan,nan,nan,0.0,0.0,1668050401.889762
229670839.0,0.0,57.57275390625,57.57275390625,nan,nan,nan,0.0,0.0,1668050401.98986
229770595.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050402.089616
229870530.0,0.0,57.59450912475586,57.59450912475586,nan,nan,nan,0.0,0.0,1668050402.1895509
229970651.0,0.0,57.59370040893555,57.59370040893555,nan,nan,nan,0.0,0.0,1668050402.289672
230070722.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050402.389743
233070703.0,0.0,57.564048767089844,57.564048767089844,nan,nan,nan,0.0,0.0,1668050405.389724
233183778.0,0.0,57.56088638305664,57.56088638305664,nan,nan,nan,0.0,0.0,1668050405.502799
233283877.0,0.0,57.56114959716797,57.56114959716797,nan,nan,nan,0.0,0.0,1668050405.602898
233384095.0,0.0,57.57597732543945,57.57597732543945,nan,nan,nan,0.0,0.0,1668050405.703116
233483886.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050405.802907
233583928.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050405.902949
233684140.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050406.003161
233783809.0,0.0,57.590476989746094,57.590476989746094,nan,nan,nan,0.0,0.0,1668050406.10283
233883775.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050406.202796
233983950.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050406.302971
234083976.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050406.402997
234184044.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050406.5030649
234283881.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050406.602902
234383868.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050406.702889
234483861.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050406.802882
234584110.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050406.903131
234684053.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050407.003074
234784090.0,0.0,57.590476989746094,57.590476989746094,nan,nan,nan,0.0,0.0,1668050407.103111
234883848.0,0.0,57.5959587097168,57.5959587097168,nan,nan,nan,0.0,0.0,1668050407.202869
234983793.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050407.302814
235084051.0,0.0,57.56792068481445,57.56792068481445,nan,nan,nan,0.0,0.0,1668050407.4030719
235184056.0,0.0,57.56114959716797,57.56114959716797,nan,nan,nan,0.0,0.0,1668050407.503077
235284033.0,0.0,57.57275390625,57.57275390625,nan,nan,nan,0.0,0.0,1668050407.603054
235384194.0,0.0,57.57597732543945,57.57597732543945,nan,nan,nan,0.0,0.0,1668050407.703215
235483953.0,0.0,57.56550216674805,57.56550216674805,nan,nan,nan,0.0,0.0,1668050407.802974
235583841.0,0.0,57.566951751708984,57.566951751708984,nan,nan,nan,0.0,0.0,1668050407.902862
235684095.0,0.0,57.57275390625,57.57275390625,nan,nan,nan,0.0,0.0,1668050408.003116
238383638.0,0.0,57.564048767089844,57.564048767089844,nan,nan,nan,0.0,0.0,1668050410.702659
238495605.0,0.0,57.55825424194336,57.55825424194336,nan,nan,nan,0.0,0.0,1668050410.814626
238595853.0,0.0,57.56840133666992,57.56840133666992,nan,nan,nan,0.0,0.0,1668050410.914874
238695742.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050411.0147629
238795782.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050411.114803
238895780.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050411.214801
238995673.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050411.314694
239095794.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050411.414815
239195661.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050411.514682
239295836.0,0.0,57.584354400634766,57.584354400634766,nan,nan,nan,0.0,0.0,1668050411.614857
239395693.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050411.714714
239495868.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050411.814889
239595798.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050411.914819
239695896.0,0.0,57.590476989746094,57.590476989746094,nan,nan,nan,0.0,0.0,1668050412.014917
239795720.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050412.114741
239895663.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050412.214684
239995762.0,0.0,57.59208679199219,57.59208679199219,nan,nan,nan,0.0,0.0,1668050412.314783
240095683.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050412.414704
240195664.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050412.514685
240295734.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050412.614755
240395754.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050412.714775
240495770.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050412.814791
240595651.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050412.914672
240695703.0,0.0,57.590476989746094,57.590476989746094,nan,nan,nan,0.0,0.0,1668050413.014724
240795884.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050413.1149049
240895795.0,0.0,57.59450912475586,57.59450912475586,nan,nan,nan,0.0,0.0,1668050413.214816
240995755.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050413.314776
241095783.0,0.0,57.56792068481445,57.56792068481445,nan,nan,nan,0.0,0.0,1668050413.414804
241195670.0,0.0,57.5597038269043,57.5597038269043,nan,nan,nan,0.0,0.0,1668050413.5146909
241296072.0,0.0,57.57420349121094,57.57420349121094,nan,nan,nan,0.0,0.0,1668050413.615093
241395768.0,0.0,57.57758712768555,57.57758712768555,nan,nan,nan,0.0,0.0,1668050413.714789
241495673.0,0.0,57.566951751708984,57.566951751708984,nan,nan,nan,0.0,0.0,1668050413.814694
241595853.0,0.0,57.569854736328125,57.569854736328125,nan,nan,nan,0.0,0.0,1668050413.914874
241695661.0,0.0,57.56953048706055,57.56953048706055,nan,nan,nan,0.0,0.0,1668050414.014682
241795820.0,0.0,57.59305191040039,57.59305191040039,nan,nan,nan,0.0,0.0,1668050414.114841
241895643.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050414.214664
241995765.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050414.314786
242095752.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050414.414773
242195738.0,0.0,57.584354400634766,57.584354400634766,nan,nan,nan,0.0,0.0,1668050414.514759
242295744.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050414.614765
242395753.0,0.0,57.59208679199219,57.59208679199219,nan,nan,nan,0.0,0.0,1668050414.714774
242495720.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050414.814741
242595633.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050414.914654
242695758.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050415.014779
242796114.0,0.0,57.598533630371094,57.598533630371094,nan,nan,nan,0.0,0.0,1668050415.115135
242895773.0,0.0,57.59450912475586,57.59450912475586,nan,nan,nan,0.0,0.0,1668050415.214794
242995703.0,0.0,57.59450912475586,57.59450912475586,nan,nan,nan,0.0,0.0,1668050415.314724
243095758.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050415.414779
243195745.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050415.514766
243295699.0,0.0,57.59305191040039,57.59305191040039,nan,nan,nan,0.0,0.0,1668050415.6147199
243395812.0,0.0,57.59450912475586,57.59450912475586,nan,nan,nan,0.0,0.0,1668050415.714833
246495795.0,0.0,57.56792068481445,57.56792068481445,nan,nan,nan,0.0,0.0,1668050418.814816
246607622.0,0.0,57.56352233886719,57.56352233886719,nan,nan,nan,0.0,0.0,1668050418.926643
246707432.0,0.0,57.569854736328125,57.569854736328125,nan,nan,nan,0.0,0.0,1668050419.026453
246807652.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050419.126673
246907482.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050419.226503
247007652.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050419.326673
247107784.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050419.426805
247207482.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050419.526503
247307700.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050419.626721
247407478.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050419.726499
247507624.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050419.826645
247607629.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050419.92665
247707682.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050420.026703
247807526.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050420.126547
247907614.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050420.226635
248007620.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050420.326641
248107441.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050420.426462
248207620.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050420.526641
248307648.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050420.626669
248407658.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050420.726679
248507448.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050420.826469
248607615.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050420.926636
248707434.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050421.026455
248807595.0,0.0,57.595314025878906,57.595314025878906,nan,nan,nan,0.0,0.0,1668050421.126616
248907506.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050421.226527
249007465.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050421.3264859
249107620.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050421.426641
249207647.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050421.526668
249307618.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050421.626639
249407537.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050421.726558
249507642.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050421.826663
249607445.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050421.926466
249707598.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050422.026619
249807610.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050422.126631
252807511.0,0.0,57.56840133666992,57.56840133666992,nan,nan,nan,0.0,0.0,1668050425.126532
252919407.0,0.0,57.56220626831055,57.56220626831055,nan,nan,nan,0.0,0.0,1668050425.2384279
253019604.0,0.0,57.56840133666992,57.56840133666992,nan,nan,nan,0.0,0.0,1668050425.338625
253119551.0,0.0,57.56953048706055,57.56953048706055,nan,nan,nan,0.0,0.0,1668050425.438572
253219418.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050425.538439
253319571.0,0.0,57.581459045410156,57.581459045410156,nan,nan,nan,0.0,0.0,1668050425.638592
253419384.0,0.0,57.58403015136719,57.58403015136719,nan,nan,nan,0.0,0.0,1668050425.738405
253519468.0,0.0,57.584354400634766,57.584354400634766,nan,nan,nan,0.0,0.0,1668050425.838489
253619387.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050425.938408
253719562.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050426.038583
253819567.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050426.138588
253919620.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050426.238641
254019510.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050426.338531
254119428.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050426.438449
254219573.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050426.538594
254319465.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050426.638486
254419555.0,0.0,57.58242416381836,57.58242416381836,nan,nan,nan,0.0,0.0,1668050426.738576
254519444.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050426.838465
254619489.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050426.93851
254719655.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050427.038676
254819643.0,0.0,57.590476989746094,57.590476989746094,nan,nan,nan,0.0,0.0,1668050427.138664
254919513.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050427.238534
255019404.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050427.338425
255119570.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050427.438591
255219414.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050427.538435
255319512.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050427.6385329
255419442.0,0.0,57.58403015136719,57.58403015136719,nan,nan,nan,0.0,0.0,1668050427.738463
255519442.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050427.838463
258419617.0,0.0,57.55825424194336,57.55825424194336,nan,nan,nan,0.0,0.0,1668050430.738638
258531713.0,0.0,57.55825424194336,57.55825424194336,nan,nan,nan,0.0,0.0,1668050430.850734
258631701.0,0.0,57.57130432128906,57.57130432128906,nan,nan,nan,0.0,0.0,1668050430.950722
258731487.0,0.0,57.581459045410156,57.581459045410156,nan,nan,nan,0.0,0.0,1668050431.050508
258831714.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050431.150735
258931620.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050431.2506409
259031698.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050431.350719
259131555.0,0.0,57.58403015136719,57.58403015136719,nan,nan,nan,0.0,0.0,1668050431.450576
259231647.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050431.550668
259331599.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050431.65062
259431695.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050431.750716
259531669.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050431.85069
259631607.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050431.950628
259731746.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050432.050767
259831636.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050432.150657
259931686.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050432.250707
260031572.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050432.350593
260131687.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050432.450708
260231725.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050432.550746
260331721.0,0.0,57.584354400634766,57.584354400634766,nan,nan,nan,0.0,0.0,1668050432.650742
260431734.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050432.750755
260531532.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050432.850553
260631693.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050432.9507139
260731617.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050433.050638
260831721.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050433.150742
260931595.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050433.250616
261031668.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050433.350689
261131494.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050433.450515
261231683.0,0.0,57.584354400634766,57.584354400634766,nan,nan,nan,0.0,0.0,1668050433.550704
261331733.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050433.650754
261431581.0,0.0,57.588863372802734,57.588863372802734,nan,nan,nan,0.0,0.0,1668050433.750602
261531667.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050433.850688
261631543.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050433.950564
261731740.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050434.050761
261831593.0,0.0,57.59208679199219,57.59208679199219,nan,nan,nan,0.0,0.0,1668050434.150614
261931688.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050434.250709
262031630.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050434.350651
262131720.0,0.0,57.58564758300781,57.58564758300781,nan,nan,nan,0.0,0.0,1668050434.450741
262231693.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050434.550714
262331654.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050434.650675
262431694.0,0.0,57.58564758300781,57.58564758300781,nan,nan,nan,0.0,0.0,1668050434.750715
262531703.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050434.850724
262631711.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050434.950732
262731649.0,0.0,57.59305191040039,57.59305191040039,nan,nan,nan,0.0,0.0,1668050435.05067
262831634.0,0.0,57.590476989746094,57.590476989746094,nan,nan,nan,0.0,0.0,1668050435.150655
262931572.0,0.0,57.59305191040039,57.59305191040039,nan,nan,nan,0.0,0.0,1668050435.250593
263031817.0,0.0,57.59450912475586,57.59450912475586,nan,nan,nan,0.0,0.0,1668050435.350838
263131723.0,0.0,57.58403015136719,57.58403015136719,nan,nan,nan,0.0,0.0,1668050435.450744
263231662.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050435.550683
263331654.0,0.0,57.5858039855957,57.5858039855957,nan,nan,nan,0.0,0.0,1668050435.650675
263431670.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050435.750691
263531641.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050435.850662
263631628.0,0.0,57.59305191040039,57.59305191040039,nan,nan,nan,0.0,0.0,1668050435.950649
263731726.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050436.050747
263831628.0,0.0,57.595314025878906,57.595314025878906,nan,nan,nan,0.0,0.0,1668050436.150649
263931728.0,0.0,57.59740447998047,57.59740447998047,nan,nan,nan,0.0,0.0,1668050436.2507489
264031683.0,0.0,57.59305191040039,57.59305191040039,nan,nan,nan,0.0,0.0,1668050436.350704
264131631.0,0.0,57.590476989746094,57.590476989746094,nan,nan,nan,0.0,0.0,1668050436.450652
264231725.0,0.0,57.588706970214844,57.588706970214844,nan,nan,nan,0.0,0.0,1668050436.550746
264331596.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050436.650617
264431777.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050436.750798
264531562.0,0.0,57.58564758300781,57.58564758300781,nan,nan,nan,0.0,0.0,1668050436.850583
264631790.0,0.0,57.5959587097168,57.5959587097168,nan,nan,nan,0.0,0.0,1668050436.950811
264731656.0,0.0,57.59015655517578,57.59015655517578,nan,nan,nan,0.0,0.0,1668050437.050677
264831707.0,0.0,57.59370040893555,57.59370040893555,nan,nan,nan,0.0,0.0,1668050437.150728
264931659.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050437.25068
265031669.0,0.0,57.59160614013672,57.59160614013672,nan,nan,nan,0.0,0.0,1668050437.35069
265131747.0,0.0,57.58725357055664,57.58725357055664,nan,nan,nan,0.0,0.0,1668050437.450768
265231626.0,0.0,57.58403015136719,57.58403015136719,nan,nan,nan,0.0,0.0,1668050437.550647
