TimeUS,VibeX,VibeY,VibeZ,Clip0,Clip1,Clip2,timestamp
223861454.0,0.02111341431736946,0.027143321931362152,0.02846347913146019,0.0,0.0,0.0,1668050396.180475
223961463.0,0.022017039358615875,0.026604702696204185,0.025596749037504196,0.0,0.0,0.0,1668050396.280484
224061830.0,0.02310292050242424,0.024236446246504784,0.02387160249054432,0.0,0.0,0.0,1668050396.380851
224161425.0,0.02203533798456192,0.024597179144620895,0.026929063722491264,0.0,0.0,0.0,1668050396.480446
224261461.0,0.020444722846150398,0.023471618071198463,0.028392834588885307,0.0,0.0,0.0,1668050396.580482
227273650.0,0.31186357140541077,0.3511626124382019,0.3197076916694641,0.0,0.0,0.0,1668050399.592671
227373463.0,0.20646101236343384,0.2822325527667999,0.2655584216117859,0.0,0.0,0.0,1668050399.692484
227473526.0,0.16144876182079315,0.17733295261859894,0.2968399226665497,0.0,0.0,0.0,1668050399.792547
227573452.0,0.20730821788311005,0.2048812061548233,0.3804827630519867,0.0,0.0,0.0,1668050399.892473
227673400.0,0.25511670112609863,0.16715705394744873,0.4405241906642914,0.0,0.0,0.0,1668050399.992421
227773441.0,0.26897263526916504,0.14173927903175354,0.3259814381599426,0.0,0.0,0.0,1668050400.092462
227873495.0,0.24087217450141907,0.1800471842288971,0.2039107084274292,0.0,0.0,0.0,1668050400.192516
227973371.0,0.2004854828119278,0.2630925178527832,0.20147842168807983,0.0,0.0,0.0,1668050400.292392
228073453.0,0.17274396121501923,0.3065562844276428,0.19728675484657288,0.0,0.0,0.0,1668050400.392474
228173642.0,0.13399116694927216,0.2183322012424469,0.16668973863124847,0.0,0.0,0.0,1668050400.492663
228273343.0,0.09492814540863037,0.13437101244926453,0.11417543143033981,0.0,0.0,0.0,1668050400.592364
228373356.0,0.06639629602432251,0.09584245085716248,0.0792079046368599,0.0,0.0,0.0,1668050400.692377
228473536.0,0.07143200188875198,0.11006588488817215,0.07025645673274994,0.0,0.0,0.0,1668050400.792557
228573539.0,0.10568463057279587,0.12488102167844772,0.1041017398238182,0.0,0.0,0.0,1668050400.89256
228673671.0,0.09573027491569519,0.13363489508628845,0.0942997857928276,0.0,0.0,0.0,1668050400.992692
228773581.0,0.07003293186426163,0.09735453873872757,0.057185228914022446,0.0,0.0,0.0,1668050401.092602
228873449.0,0.050889287143945694,0.07513521611690521,0.045971035957336426,0.0,0.0,0.0,1668050401.19247
228973346.0,0.05338085815310478,0.05245894566178322,0.03776571899652481,0.0,0.0,0.0,1668050401.292367
229073569.0,0.0428544320166111,0.04878320172429085,0.032948944717645645,0.0,0.0,0.0,1668050401.39259
229173345.0,0.043981265276670456,0.051411766558885574,0.0364178866147995,0.0,0.0,0.0,1668050401.492366
229273421.0,0.04969389736652374,0.047568127512931824,0.03343621641397476,0.0,0.0,0.0,1668050401.592442
229373416.0,0.04692508652806282,0.04313628375530243,0.028604380786418915,0.0,0.0,0.0,1668050401.692437
229473492.0,0.0408036932349205,0.043758291751146317,0.025813831016421318,0.0,0.0,0.0,1668050401.792513
229573410.0,0.0333978608250618,0.03069600649178028,0.028089536353945732,0.0,0.0,0.0,1668050401.892431
229673507.0,0.032831668853759766,0.025637835264205933,0.02881650999188423,0.0,0.0,0.0,1668050401.992528
229773437.0,0.026539679616689682,0.023677079007029533,0.02226335182785988,0.0,0.0,0.0,1668050402.092458
229873306.0,0.03058362565934658,0.025962693616747856,0.02410796284675598,0.0,0.0,0.0,1668050402.192327
229973405.0,0.029313381761312485,0.029195008799433708,0.02684617042541504,0.0,0.0,0.0,1668050402.2924259
230073466.0,0.028591319918632507,0.02352036163210869,0.026133600622415543,0.0,0.0,0.0,1668050402.392487
233087130.0,0.4298843443393707,0.31721654534339905,0.3651721477508545,0.0,0.0,0.0,1668050405.406151
233186822.0,0.41635945439338684,0.331620991230011,0.31773483753204346,0.0,0.0,0.0,1668050405.505843
233286774.0,0.37161895632743835,0.3197760283946991,0.23513822257518768,0.0,0.0,0.0,1668050405.605795
233387129.0,0.49198007583618164,0.38967451453208923,0.34840673208236694,0.0,0.0,0.0,1668050405.70615
233486909.0,0.5091552138328552,0.39481303095817566,0.5016884207725525,0.0,0.0,0.0,1668050405.80593
233586928.0,0.3920297622680664,0.35825610160827637,0.2997224032878876,0.0,0.0,0.0,1668050405.9059489
233686832.0,0.35340288281440735,0.3575533628463745,0.2113339602947235,0.0,0.0,0.0,1668050406.005853
233786826.0,0.3203558325767517,0.25659802556037903,0.14245453476905823,0.0,0.0,0.0,1668050406.105847
233886750.0,0.24648898839950562,0.15802815556526184,0.1098746582865715,0.0,0.0,0.0,1668050406.205771
233986762.0,0.16219192743301392,0.12998349964618683,0.08276347815990448,0.0,0.0,0.0,1668050406.305783
234086863.0,0.14186669886112213,0.10776829719543457,0.08678341656923294,0.0,0.0,0.0,1668050406.405884
234186783.0,0.10237633436918259,0.11885599792003632,0.06532008200883865,0.0,0.0,0.0,1668050406.505804
234286782.0,0.09847910702228546,0.13442330062389374,0.0732879489660263,0.0,0.0,0.0,1668050406.605803
234387319.0,0.0623927041888237,0.08581226319074631,0.05037672072649002,0.0,0.0,0.0,1668050406.70634
234486797.0,0.06974447518587112,0.06424032896757126,0.046632640063762665,0.0,0.0,0.0,1668050406.805818
234586905.0,0.08523672819137573,0.06613577157258987,0.07004725933074951,0.0,0.0,0.0,1668050406.905926
234686837.0,0.0796545147895813,0.0686631053686142,0.07238627970218658,0.0,0.0,0.0,1668050407.005858
234786797.0,0.06230134516954422,0.07316137105226517,0.05045110359787941,0.0,0.0,0.0,1668050407.105818
234886842.0,0.05443112552165985,0.061908017843961716,0.036551740020513535,0.0,0.0,0.0,1668050407.205863
234986768.0,0.04500222206115723,0.07704927772283554,0.03651854395866394,0.0,0.0,0.0,1668050407.305789
235086834.0,0.03587958589196205,0.06325621902942657,0.030773736536502838,0.0,0.0,0.0,1668050407.405855
235186874.0,0.042802419513463974,0.05858729034662247,0.02960883267223835,0.0,0.0,0.0,1668050407.505895
235286986.0,0.046276021748781204,0.05126157030463219,0.032292138785123825,0.0,0.0,0.0,1668050407.606007
235387221.0,0.041856810450553894,0.048037946224212646,0.02688634768128395,0.0,0.0,0.0,1668050407.706242
235486915.0,0.041022587567567825,0.046603307127952576,0.02518029697239399,0.0,0.0,0.0,1668050407.805936
235586797.0,0.037954263389110565,0.03993860259652138,0.022582847625017166,0.0,0.0,0.0,1668050407.905818
235686827.0,0.032265182584524155,0.03252149000763893,0.026522014290094376,0.0,0.0,0.0,1668050408.005848
238399122.0,0.17887113988399506,0.36113396286964417,0.16695775091648102,0.0,0.0,0.0,1668050410.718143
238499487.0,0.15856683254241943,0.3635804355144501,0.12840402126312256,0.0,0.0,0.0,1668050410.818508
238598867.0,0.1353992223739624,0.2433900088071823,0.0984835997223854,0.0,0.0,0.0,1668050410.917888
238699058.0,0.18662738800048828,0.16289988160133362,0.1444377303123474,0.0,0.0,0.0,1668050411.018079
238798999.0,0.13072673976421356,0.1817312240600586,0.10836371034383774,0.0,0.0,0.0,1668050411.11802
238899083.0,0.1260591447353363,0.15862087905406952,0.09454124420881271,0.0,0.0,0.0,1668050411.218104
238998996.0,0.09578726440668106,0.12665288150310516,0.09063056111335754,0.0,0.0,0.0,1668050411.318017
239098908.0,0.09593557566404343,0.1004159078001976,0.10417217761278152,0.0,0.0,0.0,1668050411.417929
239198960.0,0.07110611349344254,0.10711591690778732,0.11088422685861588,0.0,0.0,0.0,1668050411.517981
239298952.0,0.08244478702545166,0.10553388297557831,0.12862274050712585,0.0,0.0,0.0,1668050411.617973
239398984.0,0.07792507857084274,0.08986276388168335,0.11605078727006912,0.0,0.0,0.0,1668050411.718005
239499052.0,0.07561948150396347,0.06969267874956131,0.14032642543315887,0.0,0.0,0.0,1668050411.818073
239599026.0,0.0660475641489029,0.07294303923845291,0.10086426883935928,0.0,0.0,0.0,1668050411.918047
239699039.0,0.08015839755535126,0.09226502478122711,0.1300942301750183,0.0,0.0,0.0,1668050412.01806
239798927.0,0.08337965607643127,0.10957057774066925,0.12703104317188263,0.0,0.0,0.0,1668050412.117948
239898882.0,0.06563569605350494,0.1077854186296463,0.10138475894927979,0.0,0.0,0.0,1668050412.217903
239999055.0,0.06675759702920914,0.09465596824884415,0.12590570747852325,0.0,0.0,0.0,1668050412.318076
240098916.0,0.06324311345815659,0.10501608997583389,0.0872834175825119,0.0,0.0,0.0,1668050412.417937
240198896.0,0.04660830646753311,0.0890595093369484,0.09302996098995209,0.0,0.0,0.0,1668050412.517917
240298885.0,0.03568209707736969,0.06834659725427628,0.07900533825159073,0.0,0.0,0.0,1668050412.617906
240399098.0,0.03440048545598984,0.055577877908945084,0.04809783026576042,0.0,0.0,0.0,1668050412.718119
240499085.0,0.04574711620807648,0.04677979275584221,0.05888901650905609,0.0,0.0,0.0,1668050412.818106
240599212.0,0.03573363274335861,0.03782257065176964,0.04811551421880722,0.0,0.0,0.0,1668050412.918233
240699050.0,0.033735647797584534,0.029678191989660263,0.04470016062259674,0.0,0.0,0.0,1668050413.018071
240799148.0,0.033645711839199066,0.027292538434267044,0.053680431097745895,0.0,0.0,0.0,1668050413.118169
240898969.0,0.029618648812174797,0.03364741802215576,0.05054702237248421,0.0,0.0,0.0,1668050413.21799
240999040.0,0.028362970799207687,0.02844264917075634,0.04535000026226044,0.0,0.0,0.0,1668050413.3180609
241099042.0,0.036130357533693314,0.02902291715145111,0.04992787539958954,0.0,0.0,0.0,1668050413.418063
241199016.0,0.035503242164850235,0.031162923201918602,0.04333917796611786,0.0,0.0,0.0,1668050413.518037
241298983.0,0.028129076585173607,0.027495024725794792,0.04006345197558403,0.0,0.0,0.0,1668050413.618004
241399110.0,0.028247876092791557,0.02581641636788845,0.03697755187749863,0.0,0.0,0.0,1668050413.718131
241499356.0,0.026934858411550522,0.024252574890851974,0.035101328045129776,0.0,0.0,0.0,1668050413.818377
241598932.0,0.025102870538830757,0.021206296980381012,0.03301230072975159,0.0,0.0,0.0,1668050413.917953
241698880.0,0.024342592805624008,0.020885523408651352,0.03163748234510422,0.0,0.0,0.0,1668050414.017901
241798895.0,0.028648553416132927,0.02124520018696785,0.03265149146318436,0.0,0.0,0.0,1668050414.1179159
241898882.0,0.024453872814774513,0.021075954660773277,0.03896433115005493,0.0,0.0,0.0,1668050414.217903
241999063.0,0.024911880493164062,0.023338135331869125,0.03369372710585594,0.0,0.0,0.0,1668050414.318084
242099095.0,0.022915421053767204,0.022636810317635536,0.028458816930651665,0.0,0.0,0.0,1668050414.418116
242199064.0,0.021723369136452675,0.019848236814141273,0.03482126444578171,0.0,0.0,0.0,1668050414.518085
242298927.0,0.02213459648191929,0.02215077541768551,0.03141666203737259,0.0,0.0,0.0,1668050414.617948
242399103.0,0.02079799585044384,0.019077613949775696,0.028269272297620773,0.0,0.0,0.0,1668050414.718124
242499237.0,0.021287446841597557,0.01802130974829197,0.03645409643650055,0.0,0.0,0.0,1668050414.818258
242598840.0,0.0225263349711895,0.018543053418397903,0.02933754399418831,0.0,0.0,0.0,1668050414.917861
242699106.0,0.020043738186359406,0.019441530108451843,0.02579907700419426,0.0,0.0,0.0,1668050415.018127
242799110.0,0.021397624164819717,0.01907096616923809,0.03393825888633728,0.0,0.0,0.0,1668050415.118131
242899143.0,0.025224298238754272,0.016421733424067497,0.027622446417808533,0.0,0.0,0.0,1668050415.218164
242999107.0,0.02312268689274788,0.016690202057361603,0.029003698378801346,0.0,0.0,0.0,1668050415.3181279
243099052.0,0.021253587678074837,0.01754310168325901,0.028457477688789368,0.0,0.0,0.0,1668050415.418073
243198910.0,0.02238178253173828,0.016490772366523743,0.02835325337946415,0.0,0.0,0.0,1668050415.517931
243299049.0,0.01865226961672306,0.015611370094120502,0.022189084440469742,0.0,0.0,0.0,1668050415.61807
243398954.0,0.02207082137465477,0.017147338017821312,0.02042529173195362,0.0,0.0,0.0,1668050415.717975
246511149.0,0.19296737015247345,0.2001289576292038,0.13410614430904388,0.0,0.0,0.0,1668050418.83017
246610897.0,0.17301182448863983,0.15750481188297272,0.1310880333185196,0.0,0.0,0.0,1668050418.929918
246711015.0,0.12043969333171844,0.12687334418296814,0.1156606450676918,0.0,0.0,0.0,1668050419.030036
246810791.0,0.09522146731615067,0.09128700941801071,0.1076320931315422,0.0,0.0,0.0,1668050419.129812
246910883.0,0.09061408787965775,0.07632629573345184,0.11695079505443573,0.0,0.0,0.0,1668050419.229904
247010775.0,0.07219084352254868,0.08951303362846375,0.11611301451921463,0.0,0.0,0.0,1668050419.329796
247110830.0,0.059764549136161804,0.07672300934791565,0.09252268821001053,0.0,0.0,0.0,1668050419.429851
247210985.0,0.08010932058095932,0.08329698443412781,0.10022950917482376,0.0,0.0,0.0,1668050419.530006
247310821.0,0.09745543450117111,0.12126512825489044,0.09690786898136139,0.0,0.0,0.0,1668050419.629842
247410711.0,0.08019945025444031,0.09631364792585373,0.07705332338809967,0.0,0.0,0.0,1668050419.729732
247510738.0,0.06926155835390091,0.08412329107522964,0.06486445665359497,0.0,0.0,0.0,1668050419.829759
247610767.0,0.0661960318684578,0.08843616396188736,0.05481206253170967,0.0,0.0,0.0,1668050419.9297879
247710959.0,0.06612971425056458,0.10298363119363785,0.05640334263443947,0.0,0.0,0.0,1668050420.02998
247810793.0,0.055134162306785583,0.0799403190612793,0.04782600700855255,0.0,0.0,0.0,1668050420.129814
247910851.0,0.044470399618148804,0.067083440721035,0.04694563150405884,0.0,0.0,0.0,1668050420.229872
248010739.0,0.04850030690431595,0.04786223545670509,0.04858644679188728,0.0,0.0,0.0,1668050420.32976
248110921.0,0.042474761605262756,0.04314311966300011,0.03907206654548645,0.0,0.0,0.0,1668050420.429942
248211125.0,0.04247187077999115,0.03674833104014397,0.03432745113968849,0.0,0.0,0.0,1668050420.530146
248310753.0,0.049187563359737396,0.029592081904411316,0.030055304989218712,0.0,0.0,0.0,1668050420.629774
248410933.0,0.04809124022722244,0.02443546988070011,0.03299625590443611,0.0,0.0,0.0,1668050420.729954
248510761.0,0.03611639514565468,0.02267121709883213,0.03388882055878639,0.0,0.0,0.0,1668050420.829782
248610797.0,0.0367228128015995,0.026842446997761726,0.025545187294483185,0.0,0.0,0.0,1668050420.929818
248710993.0,0.0348697267472744,0.02564537338912487,0.03025011159479618,0.0,0.0,0.0,1668050421.030014
248810789.0,0.03193368762731552,0.03136983886361122,0.024670379236340523,0.0,0.0,0.0,1668050421.12981
248910764.0,0.03115454688668251,0.03448052331805229,0.02984723262488842,0.0,0.0,0.0,1668050421.229785
249011010.0,0.03322543948888779,0.03338038548827171,0.03501291945576668,0.0,0.0,0.0,1668050421.330031
249110852.0,0.03607084974646568,0.027084292843937874,0.027188710868358612,0.0,0.0,0.0,1668050421.429873
249210827.0,0.03374100103974342,0.02403845638036728,0.036607466638088226,0.0,0.0,0.0,1668050421.529848
249310872.0,0.03203211724758148,0.020411264151334763,0.03324521705508232,0.0,0.0,0.0,1668050421.629893
249410835.0,0.026461690664291382,0.020441612228751183,0.04065796360373497,0.0,0.0,0.0,1668050421.729856
249510743.0,0.029421545565128326,0.022714560851454735,0.03568785637617111,0.0,0.0,0.0,1668050421.829764
249610829.0,0.03056538850069046,0.02362864278256893,0.032689183950424194,0.0,0.0,0.0,1668050421.92985
249710845.0,0.027676595374941826,0.020331891253590584,0.0355079248547554,0.0,0.0,0.0,1668050422.029866
249810906.0,0.031729113310575485,0.018108265474438667,0.031982503831386566,0.0,0.0,0.0,1668050422.129927
252823047.0,0.31505438685417175,0.09172875434160233,0.5035305023193359,0.0,0.0,0.0,1668050425.142068
252922759.0,0.29793691635131836,0.10662858188152313,0.48916712403297424,0.0,0.0,0.0,1668050425.24178
253022755.0,0.3241981863975525,0.09521117806434631,0.39658427238464355,0.0,0.0,0.0,1668050425.341776
253122766.0,0.29982849955558777,0.07995887100696564,0.2501585781574249,0.0,0.0,0.0,1668050425.441787
253222896.0,0.18673808872699738,0.08102018386125565,0.16043588519096375,0.0,0.0,0.0,1668050425.541917
253322765.0,0.14004483819007874,0.07524903118610382,0.14347803592681885,0.0,0.0,0.0,1668050425.641786
253422745.0,0.10382504016160965,0.09999114274978638,0.11720174551010132,0.0,0.0,0.0,1668050425.741766
253522746.0,0.09045077115297318,0.07732924818992615,0.08218415081501007,0.0,0.0,0.0,1668050425.841767
253622754.0,0.1116723120212555,0.054342929273843765,0.07708264887332916,0.0,0.0,0.0,1668050425.941775
253722958.0,0.09603078663349152,0.05049313232302666,0.08191180229187012,0.0,0.0,0.0,1668050426.041979
253822724.0,0.06436973810195923,0.06153162196278572,0.06280362606048584,0.0,0.0,0.0,1668050426.141745
253922768.0,0.05250698700547218,0.06657221913337708,0.04328078776597977,0.0,0.0,0.0,1668050426.241789
254022828.0,0.0507669597864151,0.04702330380678177,0.03414791449904442,0.0,0.0,0.0,1668050426.341849
254122929.0,0.048951808363199234,0.06684792786836624,0.03309530392289162,0.0,0.0,0.0,1668050426.44195
254222666.0,0.0470028854906559,0.08396132290363312,0.03622429445385933,0.0,0.0,0.0,1668050426.541687
254322725.0,0.04784660041332245,0.07117586582899094,0.03222120925784111,0.0,0.0,0.0,1668050426.641746
254422785.0,0.03831745684146881,0.059945233166217804,0.032953906804323196,0.0,0.0,0.0,1668050426.741806
254522721.0,0.03859657049179077,0.040518466383218765,0.026884442195296288,0.0,0.0,0.0,1668050426.841742
254622760.0,0.043726518750190735,0.04304365813732147,0.02341996505856514,0.0,0.0,0.0,1668050426.941781
254722730.0,0.04175982251763344,0.03939375281333923,0.024301759898662567,0.0,0.0,0.0,1668050427.041751
254822668.0,0.03605147823691368,0.029446985572576523,0.024462534114718437,0.0,0.0,0.0,1668050427.141689
254922805.0,0.03707560524344444,0.024464625865221024,0.02604258619248867,0.0,0.0,0.0,1668050427.241826
255022870.0,0.0367049016058445,0.02624559961259365,0.026138104498386383,0.0,0.0,0.0,1668050427.341891
255122762.0,0.035238124430179596,0.02606295235455036,0.028560582548379898,0.0,0.0,0.0,1668050427.441783
255222667.0,0.03390525281429291,0.024044176563620567,0.03113093227148056,0.0,0.0,0.0,1668050427.541688
255322726.0,0.03984800726175308,0.02460465580224991,0.03492453321814537,0.0,0.0,0.0,1668050427.641747
255422762.0,0.032682210206985474,0.02468366175889969,0.03085050731897354,0.0,0.0,0.0,1668050427.741783
255522771.0,0.029695335775613785,0.029616888612508774,0.024084551259875298,0.0,0.0,0.0,1668050427.8417919
258434931.0,0.12365206331014633,0.18547214567661285,0.1066945344209671,0.0,0.0,0.0,1668050430.753952
258534894.0,0.13866083323955536,0.2023974359035492,0.12263837456703186,0.0,0.0,0.0,1668050430.853915
258634864.0,0.17554116249084473,0.22791261970996857,0.16659308969974518,0.0,0.0,0.0,1668050430.953885
258735025.0,0.12983235716819763,0.163783997297287,0.1265592873096466,0.0,0.0,0.0,1668050431.054046
258834837.0,0.14380429685115814,0.13405321538448334,0.13850615918636322,0.0,0.0,0.0,1668050431.153858
258934892.0,0.15549837052822113,0.10619944334030151,0.10248567163944244,0.0,0.0,0.0,1668050431.253913
259034787.0,0.15633726119995117,0.15192830562591553,0.10680115222930908,0.0,0.0,0.0,1668050431.353808
259134792.0,0.13475202023983002,0.13692831993103027,0.10566104203462601,0.0,0.0,0.0,1668050431.453813
259234866.0,0.10073037445545197,0.10027537494897842,0.08045238256454468,0.0,0.0,0.0,1668050431.553887
259334806.0,0.06608939915895462,0.0767195075750351,0.059127215296030045,0.0,0.0,0.0,1668050431.653827
259434900.0,0.0656203106045723,0.09090900421142578,0.05168745294213295,0.0,0.0,0.0,1668050431.753921
259534845.0,0.08507077395915985,0.107302725315094,0.06216318905353546,0.0,0.0,0.0,1668050431.853866
259635026.0,0.06295835226774216,0.10435915738344193,0.049633368849754333,0.0,0.0,0.0,1668050431.954047
259734835.0,0.04850361868739128,0.0814564898610115,0.037243809551000595,0.0,0.0,0.0,1668050432.053856
259834842.0,0.039401907473802567,0.06821595877408981,0.028664076700806618,0.0,0.0,0.0,1668050432.153863
259934799.0,0.04182857275009155,0.06273956596851349,0.03329062461853027,0.0,0.0,0.0,1668050432.25382
260034831.0,0.0450415275990963,0.04804570600390434,0.03884965926408768,0.0,0.0,0.0,1668050432.353852
260134916.0,0.04161146655678749,0.0540122352540493,0.034090910106897354,0.0,0.0,0.0,1668050432.453937
260234795.0,0.034364305436611176,0.04973699524998665,0.02721370942890644,0.0,0.0,0.0,1668050432.553816
260334784.0,0.03192315250635147,0.049981456249952316,0.03046172857284546,0.0,0.0,0.0,1668050432.653805
260434877.0,0.02887328900396824,0.04394485056400299,0.03312556818127632,0.0,0.0,0.0,1668050432.753898
260534958.0,0.02591402269899845,0.038107141852378845,0.02693909965455532,0.0,0.0,0.0,1668050432.8539789
260634803.0,0.02701394446194172,0.04630348086357117,0.021472536027431488,0.0,0.0,0.0,1668050432.953824
260734875.0,0.030260026454925537,0.0388539656996727,0.022377172484993935,0.0,0.0,0.0,1668050433.053896
260834801.0,0.028649626299738884,0.03368990495800972,0.029574749991297722,0.0,0.0,0.0,1668050433.153822
260934788.0,0.026952369138598442,0.029196932911872864,0.027424393221735954,0.0,0.0,0.0,1668050433.253809
261034807.0,0.026017922908067703,0.02664881944656372,0.028417883440852165,0.0,0.0,0.0,1668050433.353828
261134950.0,0.022874800488352776,0.025332750752568245,0.032263267785310745,0.0,0.0,0.0,1668050433.453971
261234782.0,0.020744118839502335,0.027454106137156487,0.026868576183915138,0.0,0.0,0.0,1668050433.553803
261334956.0,0.022125886753201485,0.022800352424383163,0.02560410648584366,0.0,0.0,0.0,1668050433.653977
261434941.0,0.02426689676940441,0.022697968408465385,0.026083577424287796,0.0,0.0,0.0,1668050433.753962
261534980.0,0.019076619297266006,0.021066129207611084,0.021659767255187035,0.0,0.0,0.0,1668050433.854001
261634774.0,0.02293352410197258,0.020589573308825493,0.026598960161209106,0.0,0.0,0.0,1668050433.953795
261734828.0,0.02192540466785431,0.021989276632666588,0.02428731881082058,0.0,0.0,0.0,1668050434.053849
261834906.0,0.02396525628864765,0.019107118248939514,0.024527525529265404,0.0,0.0,0.0,1668050434.153927
261934801.0,0.021720727905631065,0.019037486985325813,0.027207111939787865,0.0,0.0,0.0,1668050434.253822
262034871.0,0.022321274504065514,0.02104421705007553,0.02805125154554844,0.0,0.0,0.0,1668050434.353892
262134826.0,0.021943334490060806,0.02157747559249401,0.025626439601182938,0.0,0.0,0.0,1668050434.453847
262234812.0,0.02071559801697731,0.017686333507299423,0.0241817869246006,0.0,0.0,0.0,1668050434.553833
262334977.0,0.020753616467118263,0.01997821219265461,0.02377043291926384,0.0,0.0,0.0,1668050434.653998
262434820.0,0.02517869509756565,0.017747463658452034,0.02332485280930996,0.0,0.0,0.0,1668050434.753841
262534805.0,0.028450164943933487,0.016945457085967064,0.019676147028803825,0.0,0.0,0.0,1668050434.853826
262634830.0,0.022800903767347336,0.01780596561729908,0.022905491292476654,0.0,0.0,0.0,1668050434.953851
262734839.0,0.023660872131586075,0.01716660149395466,0.02227851189672947,0.0,0.0,0.0,1668050435.05386
262834919.0,0.019022462889552116,0.016762778162956238,0.02021542564034462,0.0,0.0,0.0,1668050435.15394
262934803.0,0.01855657994747162,0.018877413123846054,0.02008458785712719,0.0,0.0,0.0,1668050435.253824
263034862.0,0.019158976152539253,0.01746290549635887,0.019613023847341537,0.0,0.0,0.0,1668050435.353883
263134815.0,0.021269964054226875,0.016369391232728958,0.01885354146361351,0.0,0.0,0.0,1668050435.453836
263234954.0,0.02005293034017086,0.016716068610548973,0.01830560341477394,0.0,0.0,0.0,1668050435.553975
263334838.0,0.02175658568739891,0.01816433109343052,0.017590312287211418,0.0,0.0,0.0,1668050435.653859
263434990.0,0.022268308326601982,0.018412411212921143,0.0180195402354002,0.0,0.0,0.0,1668050435.754011
263534967.0,0.02047446370124817,0.016037315130233765,0.017986666411161423,0.0,0.0,0.0,1668050435.853988
263634903.0,0.022787313908338547,0.015254903584718704,0.016522614285349846,0.0,0.0,0.0,1668050435.953924
263734819.0,0.021611331030726433,0.01729791983962059,0.02035653404891491,0.0,0.0,0.0,1668050436.05384
263834825.0,0.020111002027988434,0.017448004335165024,0.017556915059685707,0.0,0.0,0.0,1668050436.153846
263934825.0,0.018645191565155983,0.01661025732755661,0.01636173576116562,0.0,0.0,0.0,1668050436.253846
264034872.0,0.017108185216784477,0.01459223497658968,0.01632857695221901,0.0,0.0,0.0,1668050436.353893
264134950.0,0.020761489868164062,0.01689274236559868,0.015115354210138321,0.0,0.0,0.0,1668050436.453971
264234759.0,0.020742876455187798,0.016959285363554955,0.019290931522846222,0.0,0.0,0.0,1668050436.55378
264334775.0,0.017305033281445503,0.01768326945602894,0.017777983099222183,0.0,0.0,0.0,1668050436.653796
