TimeUS,Avai,Idx,LIdx,CntT,MsgId,Rty,timestamp
221059484.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050393.378505
221159336.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050393.478357
221259247.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050393.578268
221359248.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050393.678269
221459282.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050393.778303
221559573.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050393.878594
221659044.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050393.978065
221759378.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.078399
221859476.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.178497
221959662.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.278683
222059488.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.378509
222159486.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.478507
222259548.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.578569
222359420.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.678441
222459520.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.778541
222559333.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.878354
222659481.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050394.978502
222759417.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.078438
222859034.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.178055
222959816.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.278837
223059471.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.3784919
223159470.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.478491
223259559.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.57858
223359345.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.678366
223459331.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.778352
223559456.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.878477
223659420.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050395.978441
223759214.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050396.078235
223859347.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050396.178368
223959526.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050396.278547
224059351.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050396.378372
224159490.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050396.478511
224259410.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050396.578431
224359429.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050396.6784499
227271650.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050399.590671
227371424.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050399.690445
227471401.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050399.790422
227571696.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050399.890717
227671015.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050399.990036
227771277.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.090298
227870974.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.189995
227971425.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.290446
228071400.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.390421
228171062.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.490083
228271036.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.590057
228371402.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.690423
228471381.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.790402
228571460.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.890481
228671525.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050400.990546
228771439.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.09046
228871150.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.190171
228971639.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.29066
229071382.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.390403
229171528.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.490549
229271369.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.59039
229371486.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.690507
229470952.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.789973
229571532.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.890553
229671458.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050401.990479
229771377.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050402.090398
229871199.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050402.1902199
229971616.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050402.290637
230071381.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050402.390402
233085134.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050405.404155
233184550.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050405.503571
233284627.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050405.603648
233385143.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050405.704164
233484611.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050405.803632
233584757.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050405.903778
233684705.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.003726
233784529.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.10355
233884540.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.203561
233984949.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.30397
234084813.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.403834
234184745.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.503766
234284632.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.603653
234385026.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.704047
234484593.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.803614
234584770.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050406.903791
234684648.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.003669
234784835.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.103856
234884665.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.203686
234984767.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.303788
235084763.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.403784
235184809.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.50383
235284721.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.603742
235384900.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.703921
235484737.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.803758
235584701.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050407.903722
235684700.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050408.003721
238397261.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050410.716282
238496322.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050410.815343
238596595.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050410.915616
238696449.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.01547
238796592.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.115613
238896546.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.2155669
238996719.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.3157399
239096524.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.415545
239196518.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.515539
239296530.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.615551
239396581.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.715602
239496735.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.815756
239596608.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050411.915629
239696662.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.015683
239796471.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.115492
239896346.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.215367
239996738.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.315759
240096336.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.4153569
240196424.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.515445
240296535.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.615556
240396643.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.715664
240496480.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.815501
240596439.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050412.9154599
240696344.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050413.015365
240796673.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050413.115694
240896574.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050413.215595
240996781.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050413.315802
241096516.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050413.4155369
241196427.0,0.0,0.0,0.0,0.0,0.0,0.0,1668050413.515448
