TimeUS,Id,Value,timestamp
391883989.0,7.0,4334968.0,1668050564.20301
392884181.0,7.0,4334968.0,1668050565.203202
393884146.0,7.0,4334968.0,1668050566.203167
394884038.0,7.0,4334968.0,1668050567.203059
395884131.0,7.0,4334968.0,1668050568.203152
396884270.0,7.0,4334968.0,1668050569.203291
397884347.0,7.0,4334968.0,1668050570.203368
398883917.0,7.0,4334968.0,1668050571.202938
399884327.0,7.0,4203896.0,1668050572.203348
400884372.0,7.0,4203896.0,1668050573.203393
401883922.0,7.0,4203896.0,1668050574.202943
402883914.0,7.0,4203896.0,1668050575.202935
403883961.0,7.0,4203896.0,1668050576.202982
404883890.0,7.0,4203896.0,1668050577.202911
405884138.0,7.0,4203896.0,1668050578.203159
406883992.0,7.0,4203896.0,1668050579.203013
407883909.0,7.0,4203896.0,1668050580.20293
408884068.0,7.0,4203896.0,1668050581.203089
409883927.0,7.0,4203896.0,1668050582.202948
410883920.0,7.0,4203896.0,1668050583.202941
411883832.0,7.0,4203896.0,1668050584.202853
412883902.0,7.0,4203896.0,1668050585.202923
413883911.0,7.0,4203896.0,1668050586.202932
414884076.0,7.0,4203896.0,1668050587.203097
415883902.0,7.0,4203896.0,1668050588.202923
416883863.0,7.0,4203896.0,1668050589.202884
417883937.0,7.0,4203896.0,1668050590.2029579
418883900.0,7.0,4203896.0,1668050591.202921
419884253.0,7.0,4203896.0,1668050592.203274
420883880.0,7.0,4203896.0,1668050593.202901
421884031.0,7.0,4203896.0,1668050594.203052
422883911.0,7.0,4203896.0,1668050595.202932
423883978.0,7.0,4203896.0,1668050596.2029989
424883897.0,7.0,4203896.0,1668050597.202918
425883907.0,7.0,4203896.0,1668050598.202928
426883996.0,7.0,4203896.0,1668050599.203017
427883890.0,7.0,4203896.0,1668050600.202911
428883970.0,7.0,4203896.0,1668050601.202991
429883912.0,7.0,4203896.0,1668050602.202933
430883972.0,7.0,4203896.0,1668050603.202993
431883950.0,7.0,4203896.0,1668050604.202971
432883955.0,7.0,4203896.0,1668050605.202976
433884093.0,7.0,4203896.0,1668050606.203114
434883854.0,7.0,4203896.0,1668050607.202875
435884149.0,7.0,4203896.0,1668050608.20317
436883876.0,7.0,4203896.0,1668050609.202897
437883982.0,7.0,4203896.0,1668050610.203003
438883872.0,7.0,4203896.0,1668050611.202893
439883967.0,7.0,4203896.0,1668050612.202988
440883904.0,7.0,4203896.0,1668050613.202925
441883992.0,7.0,4203896.0,1668050614.203013
442884221.0,7.0,4203896.0,1668050615.203242
443883855.0,7.0,4203896.0,1668050616.202876
444883965.0,7.0,4203896.0,1668050617.202986
445883859.0,7.0,4203896.0,1668050618.20288
446883929.0,7.0,4203896.0,1668050619.20295
447883898.0,7.0,4203896.0,1668050620.202919
448883938.0,7.0,4203896.0,1668050621.202959
449883915.0,7.0,4203896.0,1668050622.202936
450884051.0,7.0,4203896.0,1668050623.203072
451883915.0,7.0,4203896.0,1668050624.202936
452883857.0,7.0,4203896.0,1668050625.202878
453883888.0,7.0,4203896.0,1668050626.202909
454883890.0,7.0,4203896.0,1668050627.202911
455883924.0,7.0,4203896.0,1668050628.202945
456883990.0,7.0,4203896.0,1668050629.203011
457883947.0,7.0,4203896.0,1668050630.202968
458883915.0,7.0,4203896.0,1668050631.202936
459883975.0,7.0,4203896.0,1668050632.202996
460883947.0,7.0,4203896.0,1668050633.202968
461883881.0,7.0,4203896.0,1668050634.202902
462884159.0,7.0,4203896.0,1668050635.20318
463883922.0,7.0,4203896.0,1668050636.202943
464884108.0,7.0,4203896.0,1668050637.203129
465883809.0,7.0,4203896.0,1668050638.20283
466884021.0,7.0,4203896.0,1668050639.203042
467884359.0,7.0,4203896.0,1668050640.2033799
468883976.0,7.0,4203896.0,1668050641.202997
469884079.0,7.0,4203896.0,1668050642.2031
470883880.0,7.0,4203896.0,1668050643.202901
471884033.0,7.0,4203896.0,1668050644.203054
472883923.0,7.0,4203896.0,1668050645.202944
473884100.0,7.0,4203896.0,1668050646.203121
474883909.0,7.0,4203896.0,1668050647.20293
475884088.0,7.0,4203896.0,1668050648.203109
476883897.0,7.0,4203896.0,1668050649.202918
477884214.0,7.0,4203896.0,1668050650.203235
478884009.0,7.0,4203896.0,1668050651.2030299
479884142.0,7.0,4203896.0,1668050652.203163
480883922.0,7.0,4203896.0,1668050653.202943
481883883.0,7.0,4203896.0,1668050654.202904
482884038.0,7.0,4203896.0,1668050655.203059
483884048.0,7.0,4203896.0,1668050656.203069
484883878.0,7.0,4203896.0,1668050657.202899
485884025.0,7.0,4203896.0,1668050658.203046
486883961.0,7.0,4203896.0,1668050659.202982
487883918.0,7.0,4203896.0,1668050660.202939
488883907.0,7.0,4203896.0,1668050661.202928
489884217.0,7.0,4203896.0,1668050662.203238
490883844.0,7.0,4203896.0,1668050663.202865
491883917.0,7.0,4203896.0,1668050664.202938
492883829.0,7.0,4203896.0,1668050665.20285
493883931.0,7.0,4203896.0,1668050666.202952
494883865.0,7.0,4203896.0,1668050667.202886
495884314.0,7.0,4203896.0,1668050668.203335
496883841.0,7.0,4203896.0,1668050669.202862
497883887.0,7.0,4203896.0,1668050670.202908
498884160.0,7.0,4203896.0,1668050671.203181
499884136.0,7.0,4203896.0,1668050672.203157
500724126.0,7.0,4203896.0,1668050673.043147
501723848.0,7.0,4203896.0,1668050674.042869
502724000.0,7.0,4203896.0,1668050675.043021
503724089.0,7.0,4203896.0,1668050676.04311
504723864.0,7.0,4203896.0,1668050677.042885
505724192.0,7.0,4203896.0,1668050678.043213
506723909.0,7.0,4203896.0,1668050679.04293
507723966.0,7.0,4203896.0,1668050680.0429869
508723909.0,7.0,4203896.0,1668050681.04293
509724121.0,7.0,4203896.0,1668050682.043142
510723943.0,7.0,4203896.0,1668050683.042964
511723990.0,7.0,4203896.0,1668050684.043011
512723941.0,7.0,4203896.0,1668050685.042962
513723983.0,7.0,4203896.0,1668050686.043004
514723990.0,7.0,4203896.0,1668050687.043011
515723896.0,7.0,4203896.0,1668050688.042917
516723959.0,7.0,4203896.0,1668050689.04298
517723947.0,7.0,4203896.0,1668050690.042968
518723996.0,7.0,4203896.0,1668050691.043017
519723999.0,7.0,4253048.0,1668050692.04302
520724004.0,7.0,4253176.0,1668050693.043025
521740043.0,7.0,4253144.0,1668050694.059064
522740068.0,7.0,4253128.0,1668050695.059089
523740034.0,7.0,4253128.0,1668050696.059055
524739999.0,7.0,4253128.0,1668050697.05902
525740189.0,7.0,4220360.0,1668050698.05921
526740016.0,7.0,4220360.0,1668050699.059037
527739973.0,7.0,4220360.0,1668050700.058994
528740015.0,7.0,4220360.0,1668050701.059036
529739983.0,7.0,4220360.0,1668050702.059004
530740052.0,7.0,4220360.0,1668050703.059073
531739933.0,7.0,4220360.0,1668050704.058954
532740022.0,7.0,4220360.0,1668050705.059043
533740024.0,7.0,4220360.0,1668050706.059045
534740163.0,7.0,4220360.0,1668050707.059184
535740097.0,7.0,4220360.0,1668050708.059118
739580329.0,7.0,6350296.0,1668050911.89935
740580333.0,7.0,6350296.0,1668050912.899354
741580609.0,7.0,4220408.0,1668050913.89963
742580477.0,7.0,4220408.0,1668050914.899498
743580427.0,7.0,4220408.0,1668050915.899448
744580354.0,7.0,4220408.0,1668050916.899375
745580295.0,7.0,4220408.0,1668050917.899316
746580530.0,7.0,4220408.0,1668050918.899551
747580381.0,7.0,4220408.0,1668050919.899402
748580426.0,7.0,4220408.0,1668050920.899447
749580408.0,7.0,4203896.0,1668050921.899429
750580653.0,7.0,4203896.0,1668050922.899674
751580358.0,7.0,4203896.0,1668050923.899379
752580379.0,7.0,4203896.0,1668050924.8994
753580259.0,7.0,4203896.0,1668050925.89928
754580338.0,7.0,4203896.0,1668050926.899359
755580517.0,7.0,4203896.0,1668050927.899538
756580315.0,7.0,4203896.0,1668050928.899336
757580228.0,7.0,4203896.0,1668050929.899249
758580357.0,7.0,4203896.0,1668050930.899378
759580490.0,7.0,4203896.0,1668050931.899511
760580436.0,7.0,4203896.0,1668050932.899457
761580408.0,7.0,4203896.0,1668050933.899429
762580390.0,7.0,4203896.0,1668050934.899411
763580357.0,7.0,4203896.0,1668050935.899378
764580606.0,7.0,4203896.0,1668050936.899627
765580313.0,7.0,4203896.0,1668050937.899334
766580548.0,7.0,4203896.0,1668050938.899569
767580360.0,7.0,4203896.0,1668050939.899381
768580580.0,7.0,4203896.0,1668050940.899601
769580462.0,7.0,4203896.0,1668050941.899483
770580378.0,7.0,4203896.0,1668050942.899399
771580579.0,7.0,4203896.0,1668050943.8996
772580430.0,7.0,4203896.0,1668050944.899451
773580453.0,7.0,4203896.0,1668050945.899474
774580360.0,7.0,4203896.0,1668050946.899381
775580525.0,7.0,4203896.0,1668050947.899546
776580330.0,7.0,4203896.0,1668050948.899351
777580452.0,7.0,4203896.0,1668050949.899473
778580541.0,7.0,4203896.0,1668050950.899562
779580505.0,7.0,4203896.0,1668050951.899526
780580509.0,7.0,4203896.0,1668050952.89953
781580404.0,7.0,4203896.0,1668050953.899425
782580466.0,7.0,4203896.0,1668050954.899487
783580380.0,7.0,4203896.0,1668050955.899401
784580411.0,7.0,4203896.0,1668050956.899432
785580425.0,7.0,4203896.0,1668050957.899446
786580606.0,7.0,4203896.0,1668050958.899627
787580414.0,7.0,4203896.0,1668050959.899435
788580442.0,7.0,4203896.0,1668050960.899463
789580504.0,7.0,4203896.0,1668050961.899525
790580395.0,7.0,4203896.0,1668050962.899416
791580466.0,7.0,4203896.0,1668050963.899487
792580361.0,7.0,4203896.0,1668050964.8993819
793580548.0,7.0,4203896.0,1668050965.899569
794580388.0,7.0,4203896.0,1668050966.899409
795580649.0,7.0,4203896.0,1668050967.89967
796580546.0,7.0,4203896.0,1668050968.899567
797580439.0,7.0,4203896.0,1668050969.89946
798580389.0,7.0,4203896.0,1668050970.89941
799580380.0,7.0,4203896.0,1668050971.899401
800580444.0,7.0,4203896.0,1668050972.899465
801580297.0,7.0,4203896.0,1668050973.899318
802580499.0,7.0,4203896.0,1668050974.89952
803580253.0,7.0,4203896.0,1668050975.8992739
804580546.0,7.0,4203896.0,1668050976.899567
805580509.0,7.0,4203896.0,1668050977.89953
806580432.0,7.0,4203896.0,1668050978.899453
807580539.0,7.0,4203896.0,1668050979.89956
808580495.0,7.0,4203896.0,1668050980.899516
809580473.0,7.0,4203896.0,1668050981.899494
810580450.0,7.0,4203896.0,1668050982.899471
811580342.0,7.0,4203896.0,1668050983.899363
812580553.0,7.0,4203896.0,1668050984.899574
813580525.0,7.0,4203896.0,1668050985.899546
814580456.0,7.0,4203896.0,1668050986.899477
815580442.0,7.0,4203896.0,1668050987.899463
816580551.0,7.0,4203896.0,1668050988.899572
817580332.0,7.0,4203896.0,1668050989.899353
818580413.0,7.0,4203896.0,1668050990.899434
819580380.0,7.0,4203896.0,1668050991.899401
820580410.0,7.0,4203896.0,1668050992.899431
821580366.0,7.0,4203896.0,1668050993.899387
822580563.0,7.0,4203896.0,1668050994.899584
823580515.0,7.0,4203896.0,1668050995.899536
824580325.0,7.0,4203896.0,1668050996.8993459
825580502.0,7.0,4203896.0,1668050997.899523
826580402.0,7.0,4203896.0,1668050998.899423
827580580.0,7.0,4203896.0,1668050999.899601
828420206.0,7.0,4203896.0,1668051000.739227
829420170.0,7.0,4203896.0,1668051001.739191
830420060.0,7.0,4203896.0,1668051002.739081
831420117.0,7.0,4203896.0,1668051003.739138
832420115.0,7.0,4203896.0,1668051004.739136
833420141.0,7.0,4203896.0,1668051005.739162
834420084.0,7.0,4203896.0,1668051006.739105
835420101.0,7.0,4203896.0,1668051007.739122
836420170.0,7.0,4203896.0,1668051008.739191
837420006.0,7.0,4203896.0,1668051009.739027
838420091.0,7.0,4203896.0,1668051010.739112
839420139.0,7.0,4203896.0,1668051011.73916
840420125.0,7.0,4203896.0,1668051012.739146
841420166.0,7.0,4203896.0,1668051013.739187
842419984.0,7.0,4203896.0,1668051014.739005
843420111.0,7.0,4203896.0,1668051015.739132
844420010.0,7.0,4203896.0,1668051016.739031
845420142.0,7.0,4203896.0,1668051017.739163
846419991.0,7.0,4203896.0,1668051018.739012
847420216.0,7.0,4203896.0,1668051019.739237
848420224.0,7.0,4203896.0,1668051020.739245
849420110.0,7.0,4203896.0,1668051021.739131
850420192.0,7.0,4203896.0,1668051022.739213
851420033.0,7.0,4203896.0,1668051023.739054
852420114.0,7.0,4203896.0,1668051024.739135
853420000.0,7.0,4203896.0,1668051025.739021
854420222.0,7.0,4203896.0,1668051026.739243
855420134.0,7.0,4203896.0,1668051027.739155
856420155.0,7.0,4203896.0,1668051028.739176
857419994.0,7.0,4203896.0,1668051029.739015
858420223.0,7.0,4203896.0,1668051030.739244
859420177.0,7.0,4203896.0,1668051031.739198
860420066.0,7.0,4203896.0,1668051032.739087
861420173.0,7.0,4203896.0,1668051033.739194
862420036.0,7.0,4203896.0,1668051034.739057
863420163.0,7.0,4203896.0,1668051035.739184
864420120.0,7.0,4203896.0,1668051036.739141
865420022.0,7.0,4203896.0,1668051037.739043
866420063.0,7.0,4203896.0,1668051038.739084
867420216.0,7.0,4203896.0,1668051039.739237
868420102.0,7.0,4203896.0,1668051040.7391229
869420225.0,7.0,4203896.0,1668051041.739246
870420143.0,7.0,4203896.0,1668051042.7391639
871420081.0,7.0,4203896.0,1668051043.739102
872420085.0,7.0,4203896.0,1668051044.739106
873420100.0,7.0,4203896.0,1668051045.739121
874420201.0,7.0,4203896.0,1668051046.739222
875420226.0,7.0,4203896.0,1668051047.739247
876420075.0,7.0,4203896.0,1668051048.739096
877420174.0,7.0,4203896.0,1668051049.7391949
878419932.0,7.0,4203896.0,1668051050.7389529
879420145.0,7.0,4203896.0,1668051051.739166
880420129.0,7.0,4203896.0,1668051052.73915
881420047.0,7.0,4203896.0,1668051053.739068
882420047.0,7.0,4203896.0,1668051054.739068
883420043.0,7.0,4203896.0,1668051055.739064
884420062.0,7.0,4203896.0,1668051056.739083
885420263.0,7.0,4203896.0,1668051057.739284
886420202.0,7.0,4203896.0,1668051058.739223
887420113.0,7.0,4203896.0,1668051059.739134
888420038.0,7.0,4203896.0,1668051060.739059
889420106.0,7.0,4203896.0,1668051061.739127
890420176.0,7.0,4203896.0,1668051062.739197
891419995.0,7.0,4203896.0,1668051063.739016
892420174.0,7.0,4203896.0,1668051064.7391949
893420075.0,7.0,4203896.0,1668051065.739096
894420167.0,7.0,4203896.0,1668051066.739188
895420188.0,7.0,4203896.0,1668051067.739209
896420165.0,7.0,4203896.0,1668051068.739186
897420183.0,7.0,4203896.0,1668051069.739204
898420079.0,7.0,4203896.0,1668051070.7391
899420239.0,7.0,4203896.0,1668051071.73926
900420002.0,7.0,4203896.0,1668051072.739023
901420117.0,7.0,4203896.0,1668051073.739138
902419960.0,7.0,4203896.0,1668051074.738981
903420188.0,7.0,4203896.0,1668051075.739209
904420157.0,7.0,4203896.0,1668051076.739178
905419984.0,7.0,4203896.0,1668051077.739005
906420138.0,7.0,4203896.0,1668051078.7391589
907420056.0,7.0,4203896.0,1668051079.739077
908420058.0,7.0,4203896.0,1668051080.739079
909419984.0,7.0,4203896.0,1668051081.739005
910420204.0,7.0,4203896.0,1668051082.739225
911420218.0,7.0,4203896.0,1668051083.739239
912420092.0,7.0,4203896.0,1668051084.739113
913420159.0,7.0,4203896.0,1668051085.73918
914420087.0,7.0,4203896.0,1668051086.739108
915420190.0,7.0,4203896.0,1668051087.739211
916420013.0,7.0,4203896.0,1668051088.739034
917420211.0,7.0,4203896.0,1668051089.739232
918420123.0,7.0,4203896.0,1668051090.739144
919420163.0,7.0,4203896.0,1668051091.739184
920420071.0,7.0,4203896.0,1668051092.7390919
921420202.0,7.0,4203896.0,1668051093.739223
922420068.0,7.0,4203896.0,1668051094.739089
923420065.0,7.0,4203896.0,1668051095.739086
924420205.0,7.0,4203896.0,1668051096.739226
925420070.0,7.0,4203896.0,1668051097.739091
926420143.0,7.0,4203896.0,1668051098.7391639
927420107.0,7.0,4203896.0,1668051099.7391279
928420126.0,7.0,4203896.0,1668051100.739147
929420069.0,7.0,4203896.0,1668051101.73909
930420085.0,7.0,4203896.0,1668051102.739106
931420154.0,7.0,4203896.0,1668051103.739175
932420191.0,7.0,4203896.0,1668051104.739212
933420158.0,7.0,4203896.0,1668051105.739179
934420138.0,7.0,4203896.0,1668051106.7391589
935420153.0,7.0,4203896.0,1668051107.739174
936419971.0,7.0,4203896.0,1668051108.738992
937420150.0,7.0,4203896.0,1668051109.739171
938420185.0,7.0,4203896.0,1668051110.739206
939420067.0,7.0,4203896.0,1668051111.739088
940420038.0,7.0,4203896.0,1668051112.739059
941420160.0,7.0,4203896.0,1668051113.739181
942420142.0,7.0,4203896.0,1668051114.739163
943420133.0,7.0,4203896.0,1668051115.739154
944420154.0,7.0,4203896.0,1668051116.739175
945419989.0,7.0,4203896.0,1668051117.73901
946420054.0,7.0,4203896.0,1668051118.739075
947420004.0,7.0,4220280.0,1668051119.7390249
948420047.0,7.0,4253176.0,1668051120.739068
949420097.0,7.0,4253176.0,1668051121.739118
950431706.0,7.0,4253144.0,1668051122.750727
951431721.0,7.0,4253144.0,1668051123.750742
952431843.0,7.0,4253144.0,1668051124.750864
953431714.0,7.0,4253144.0,1668051125.750735
954431913.0,7.0,4220376.0,1668051126.750934
955431731.0,7.0,4220376.0,1668051127.750752
956431774.0,7.0,4220376.0,1668051128.750795
957431691.0,7.0,4220376.0,1668051129.750712
958431779.0,7.0,4220376.0,1668051130.7508
959431794.0,7.0,4220376.0,1668051131.750815
960431838.0,7.0,4220376.0,1668051132.750859
961431821.0,7.0,4220376.0,1668051133.750842
962431730.0,7.0,4220376.0,1668051134.750751
963431874.0,7.0,4220376.0,1668051135.750895
964431704.0,7.0,4220376.0,1668051136.750725
969431725.0,7.0,6350296.0,1668051141.750746
970431894.0,7.0,6350296.0,1668051142.750915
971431827.0,7.0,4253144.0,1668051143.750848
972431792.0,7.0,4220408.0,1668051144.750813
973431763.0,7.0,4220408.0,1668051145.750784
974431825.0,7.0,4220408.0,1668051146.750846
975431848.0,7.0,4220408.0,1668051147.750869
976431877.0,7.0,4203896.0,1668051148.750898
977431808.0,7.0,4203896.0,1668051149.750829
978431723.0,7.0,4203896.0,1668051150.750744
979432183.0,7.0,4203896.0,1668051151.751204
980431766.0,7.0,4203896.0,1668051152.750787
981431860.0,7.0,4203896.0,1668051153.750881
982431730.0,7.0,4203896.0,1668051154.750751
983431827.0,7.0,4203896.0,1668051155.750848
984431735.0,7.0,4203896.0,1668051156.750756
985431875.0,7.0,4203896.0,1668051157.750896
986431945.0,7.0,4203896.0,1668051158.750966
987431874.0,7.0,4203896.0,1668051159.750895
988431780.0,7.0,4203896.0,1668051160.750801
989432052.0,7.0,4203896.0,1668051161.751073
990431954.0,7.0,4203896.0,1668051162.750975
991431728.0,7.0,4203896.0,1668051163.7507489
992271828.0,7.0,4203896.0,1668051164.590849
993271778.0,7.0,4203896.0,1668051165.590799
994271771.0,7.0,4203896.0,1668051166.590792
995271788.0,7.0,4203896.0,1668051167.5908089
996271839.0,7.0,4203896.0,1668051168.59086
997271962.0,7.0,4203896.0,1668051169.590983
998271734.0,7.0,4203896.0,1668051170.590755
999271794.0,7.0,4203896.0,1668051171.590815
1000271792.0,7.0,4203896.0,1668051172.590813
1001271921.0,7.0,4203896.0,1668051173.590942
1002271753.0,7.0,4203896.0,1668051174.590774
1003271730.0,7.0,4203896.0,1668051175.590751
1004271823.0,7.0,4203896.0,1668051176.590844
1005271723.0,7.0,4203896.0,1668051177.590744
1006271841.0,7.0,4203896.0,1668051178.590862
1007271762.0,7.0,4203896.0,1668051179.5907829
1008271770.0,7.0,4203896.0,1668051180.590791
1009271867.0,7.0,4203896.0,1668051181.590888
1010271861.0,7.0,4203896.0,1668051182.590882
1011271924.0,7.0,4203896.0,1668051183.590945
1012271885.0,7.0,4203896.0,1668051184.590906
1013271790.0,7.0,4203896.0,1668051185.590811
1014271780.0,7.0,4203896.0,1668051186.590801
1015271833.0,7.0,4203896.0,1668051187.590854
1016271867.0,7.0,4203896.0,1668051188.590888
1017271843.0,7.0,4203896.0,1668051189.590864
1018272055.0,7.0,4203896.0,1668051190.591076
1019271934.0,7.0,4203896.0,1668051191.590955
1020272019.0,7.0,4203896.0,1668051192.59104
1021271801.0,7.0,4203896.0,1668051193.590822
1022271890.0,7.0,4203896.0,1668051194.590911
1023271780.0,7.0,4203896.0,1668051195.590801
1024271953.0,7.0,4203896.0,1668051196.590974
1025271740.0,7.0,4203896.0,1668051197.590761
