TimeUS,SpyTT,SpyCR,SpyTR,PmpPos,PowF,PowR,AREA,Out,OutFlw,timestamp
487889398.0,0.0,0.0,2500.0,0.0,0.0,0.0,109.97431945800781,1.0,1.0,1668050660.208419
488889290.0,0.0,0.0,2500.0,0.0,0.0,0.0,110.27537536621094,1.0,1.0,1668050661.208311
489889350.0,0.0,0.0,2500.0,0.0,0.0,0.0,110.59446716308594,1.0,1.0,1668050662.208371
490890140.0,0.0,0.0,2500.0,0.0,0.0,0.0,110.59446716308594,1.0,1.0,1668050663.209161
491889365.0,0.0,0.0,2500.0,0.0,0.0,0.0,111.6314468383789,1.0,1.0,1668050664.208386
492889332.0,0.0,0.0,2500.0,0.0,0.0,0.0,112.07847595214844,1.0,1.0,1668050665.208353
493889282.0,0.0,0.0,2500.0,0.0,0.0,0.0,112.07847595214844,1.0,1.0,1668050666.208303
494889382.0,0.0,0.0,2500.0,0.0,0.0,0.0,112.6512222290039,1.0,1.0,1668050667.2084029
495889868.0,0.0,0.0,2500.0,0.0,0.0,0.0,112.95709991455078,1.0,1.0,1668050668.208889
496889430.0,0.0,0.0,2500.0,0.0,0.0,0.0,113.13972473144531,1.0,1.0,1668050669.208451
497889308.0,0.0,0.0,2500.0,0.0,0.0,0.0,113.13972473144531,1.0,1.0,1668050670.208329
498889345.0,0.0,0.0,2500.0,0.0,0.0,0.0,113.56138610839844,1.0,1.0,1668050671.208366
499889969.0,0.0,0.0,2500.0,0.0,0.0,0.0,113.8001937866211,1.0,1.0,1668050672.20899
500726561.0,0.0,0.0,2500.0,0.0,0.0,0.0,113.8001937866211,1.0,1.0,1668050673.045582
501726664.0,0.0,0.0,2500.0,0.0,0.0,0.0,114.37420654296875,1.0,1.0,1668050674.045685
502726585.0,0.0,0.0,2500.0,0.0,0.0,0.0,114.60787963867188,1.0,1.0,1668050675.045606
503726626.0,0.0,0.0,2500.0,0.0,0.0,0.0,114.75440216064453,1.0,1.0,1668050676.045647
504726961.0,0.0,0.0,2500.0,0.0,0.0,0.0,114.75440216064453,1.0,1.0,1668050677.045982
505726728.0,0.0,0.0,2500.0,0.0,0.0,0.0,114.8946762084961,1.0,1.0,1668050678.045749
506726602.0,0.0,0.0,2500.0,0.0,0.0,0.0,114.99360656738281,1.0,1.0,1668050679.045623
507726575.0,0.0,0.0,2500.0,0.0,0.0,0.0,114.99360656738281,1.0,1.0,1668050680.045596
508726676.0,0.0,0.0,2500.0,0.0,0.0,0.0,115.33565521240234,1.0,1.0,1668050681.045697
509726625.0,0.0,0.0,2500.0,0.0,0.0,0.0,115.47652435302734,1.0,1.0,1668050682.045646
510726627.0,0.0,0.0,2500.0,0.0,0.0,0.0,115.47652435302734,1.0,1.0,1668050683.045648
511726641.0,0.0,0.0,2500.0,0.0,0.0,0.0,115.6509780883789,1.0,1.0,1668050684.045662
512726639.0,0.0,0.0,2500.0,0.0,0.0,0.0,115.70344543457031,1.0,1.0,1668050685.04566
513726671.0,0.0,0.0,2500.0,0.0,0.0,0.0,115.7952651977539,1.0,1.0,1668050686.045692
514726692.0,0.0,0.0,2500.0,0.0,0.0,0.0,115.7952651977539,1.0,1.0,1668050687.045713
515726739.0,0.0,0.0,2500.0,0.0,0.0,0.0,116.0626449584961,1.0,1.0,1668050688.04576
516726555.0,0.0,0.0,2500.0,0.0,0.0,0.0,116.1414794921875,1.0,1.0,1668050689.045576
517726588.0,0.0,0.0,2500.0,0.0,0.0,0.0,116.1414794921875,1.0,1.0,1668050690.045609
518726747.0,0.0,0.0,2500.0,0.0,0.0,0.0,116.42078399658203,1.0,1.0,1668050691.045768
519726683.0,0.0,0.0,2500.0,0.0,0.0,0.0,116.5583267211914,1.0,1.0,1668050692.045704
520726555.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5583267211914,1.0,1.0,1668050693.045576
521742862.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5583267211914,1.0,1.0,1668050694.061883
522742724.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5583267211914,1.0,1.0,1668050695.061745
523742826.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5583267211914,1.0,1.0,1668050696.061847
