TimeUS,Instance,Dist,Stat,Orient,timestamp
292543643.0,0.0,4.29,1.0,0.0,1668050464.862664
292543693.0,1.0,0.25,4.0,25.0,1668050464.862714
292593415.0,0.0,4.29,1.0,0.0,1668050464.912436
292593425.0,1.0,0.25,4.0,25.0,1668050464.912446
292643709.0,0.0,4.29,1.0,0.0,1668050464.96273
292643717.0,1.0,0.25,4.0,25.0,1668050464.962738
292693575.0,0.0,4.29,1.0,0.0,1668050465.012596
292693585.0,1.0,0.22,4.0,25.0,1668050465.012606
292743663.0,0.0,4.29,1.0,0.0,1668050465.062684
292743671.0,1.0,0.22,4.0,25.0,1668050465.062692
292793319.0,0.0,4.29,1.0,0.0,1668050465.11234
292793329.0,1.0,0.22,4.0,25.0,1668050465.11235
292843546.0,0.0,4.29,1.0,0.0,1668050465.162567
292843554.0,1.0,0.25,4.0,25.0,1668050465.162575
292893467.0,0.0,4.29,1.0,0.0,1668050465.212488
292893477.0,1.0,0.25,4.0,25.0,1668050465.212498
292943644.0,0.0,4.29,1.0,0.0,1668050465.262665
292943653.0,1.0,0.22,4.0,25.0,1668050465.262674
292993424.0,0.0,4.29,1.0,0.0,1668050465.312445
292993469.0,1.0,0.22,4.0,25.0,1668050465.31249
293043669.0,0.0,4.29,1.0,0.0,1668050465.36269
293043678.0,1.0,0.22,4.0,25.0,1668050465.362699
293093508.0,0.0,4.29,1.0,0.0,1668050465.412529
293093518.0,1.0,0.25,4.0,25.0,1668050465.412539
293143647.0,0.0,4.29,1.0,0.0,1668050465.462668
293143656.0,1.0,0.22,4.0,25.0,1668050465.462677
293193425.0,0.0,4.29,1.0,0.0,1668050465.512446
293193523.0,1.0,0.25,4.0,25.0,1668050465.512544
293243560.0,0.0,4.29,1.0,0.0,1668050465.562581
293243569.0,1.0,0.25,4.0,25.0,1668050465.56259
293293628.0,0.0,4.29,1.0,0.0,1668050465.612649
293293638.0,1.0,0.25,4.0,25.0,1668050465.612659
293343692.0,0.0,4.29,1.0,0.0,1668050465.662713
293343701.0,1.0,0.25,4.0,25.0,1668050465.6627219
293393563.0,0.0,4.29,1.0,0.0,1668050465.712584
293393573.0,1.0,0.25,4.0,25.0,1668050465.712594
293443617.0,0.0,4.29,1.0,0.0,1668050465.762638
293443626.0,1.0,0.25,4.0,25.0,1668050465.762647
293493378.0,0.0,4.29,1.0,0.0,1668050465.812399
293493388.0,1.0,0.25,4.0,25.0,1668050465.812409
293543743.0,0.0,4.29,1.0,0.0,1668050465.862764
293543751.0,1.0,0.25,4.0,25.0,1668050465.862772
293593432.0,0.0,4.29,1.0,0.0,1668050465.912453
293593522.0,1.0,0.25,4.0,25.0,1668050465.912543
293643656.0,0.0,4.29,1.0,0.0,1668050465.962677
293643664.0,1.0,0.25,4.0,25.0,1668050465.9626849
293693376.0,0.0,4.29,1.0,0.0,1668050466.012397
293693386.0,1.0,0.25,4.0,25.0,1668050466.012407
293743592.0,0.0,4.29,1.0,0.0,1668050466.062613
293743600.0,1.0,0.25,4.0,25.0,1668050466.0626209
293793497.0,0.0,4.29,1.0,0.0,1668050466.112518
293793507.0,1.0,0.25,4.0,25.0,1668050466.112528
293843648.0,0.0,4.29,1.0,0.0,1668050466.162669
293843657.0,1.0,0.22,4.0,25.0,1668050466.162678
293893401.0,0.0,4.29,1.0,0.0,1668050466.212422
293893412.0,1.0,0.22,4.0,25.0,1668050466.212433
293943723.0,0.0,4.29,1.0,0.0,1668050466.262744
293943732.0,1.0,0.25,4.0,25.0,1668050466.262753
293993497.0,0.0,4.29,1.0,0.0,1668050466.312518
293993509.0,1.0,0.25,4.0,25.0,1668050466.31253
294043634.0,0.0,4.29,1.0,0.0,1668050466.362655
294043646.0,1.0,0.25,4.0,25.0,1668050466.362667
294093575.0,0.0,4.29,1.0,0.0,1668050466.412596
294093586.0,1.0,0.25,4.0,25.0,1668050466.412607
294143626.0,0.0,4.29,1.0,0.0,1668050466.462647
294143635.0,1.0,0.25,4.0,25.0,1668050466.462656
294193299.0,0.0,4.29,1.0,0.0,1668050466.51232
294193309.0,1.0,0.25,4.0,25.0,1668050466.51233
294243677.0,0.0,4.29,1.0,0.0,1668050466.562698
294243685.0,1.0,0.25,4.0,25.0,1668050466.562706
294293497.0,0.0,4.29,1.0,0.0,1668050466.612518
294293508.0,1.0,0.22,4.0,25.0,1668050466.612529
294343756.0,0.0,4.29,1.0,0.0,1668050466.662777
294343765.0,1.0,0.22,4.0,25.0,1668050466.662786
294393251.0,0.0,4.29,1.0,0.0,1668050466.712272
294393261.0,1.0,0.22,4.0,25.0,1668050466.712282
294443762.0,0.0,4.29,1.0,0.0,1668050466.762783
294443770.0,1.0,0.22,4.0,25.0,1668050466.762791
294493306.0,0.0,4.29,1.0,0.0,1668050466.812327
294493406.0,1.0,0.22,4.0,25.0,1668050466.812427
294543753.0,0.0,4.29,1.0,0.0,1668050466.862774
294543761.0,1.0,0.22,4.0,25.0,1668050466.862782
294593323.0,0.0,4.29,1.0,0.0,1668050466.912344
294593351.0,1.0,0.22,4.0,25.0,1668050466.9123719
294643597.0,0.0,4.29,1.0,0.0,1668050466.9626179
294643606.0,1.0,0.22,4.0,25.0,1668050466.962627
294693562.0,0.0,4.29,1.0,0.0,1668050467.012583
294693573.0,1.0,0.22,4.0,25.0,1668050467.012594
294743685.0,0.0,4.29,1.0,0.0,1668050467.062706
294743693.0,1.0,0.22,4.0,25.0,1668050467.062714
294793471.0,0.0,4.29,1.0,0.0,1668050467.112492
294793481.0,1.0,0.22,4.0,25.0,1668050467.112502
294843586.0,0.0,4.29,1.0,0.0,1668050467.162607
294843594.0,1.0,0.22,4.0,25.0,1668050467.162615
294893608.0,0.0,4.25,2.0,0.0,1668050467.212629
294893617.0,1.0,0.22,4.0,25.0,1668050467.212638
294943712.0,0.0,4.25,2.0,0.0,1668050467.262733
294943720.0,1.0,0.22,4.0,25.0,1668050467.262741
294993670.0,0.0,4.25,2.0,0.0,1668050467.312691
294993680.0,1.0,0.22,4.0,25.0,1668050467.312701
295044274.0,0.0,4.25,1.0,0.0,1668050467.363295
295044303.0,1.0,0.25,4.0,25.0,1668050467.363324
295093399.0,0.0,4.25,1.0,0.0,1668050467.41242
295093408.0,1.0,0.25,4.0,25.0,1668050467.412429
295143694.0,0.0,4.25,1.0,0.0,1668050467.462715
295143700.0,1.0,0.25,4.0,25.0,1668050467.4627209
295193512.0,0.0,4.25,1.0,0.0,1668050467.512533
295193521.0,1.0,0.25,4.0,25.0,1668050467.512542
295243590.0,0.0,4.25,1.0,0.0,1668050467.562611
295243598.0,1.0,0.25,4.0,25.0,1668050467.562619
295293433.0,0.0,4.25,1.0,0.0,1668050467.612454
295293441.0,1.0,0.25,4.0,25.0,1668050467.612462
295343718.0,0.0,4.25,1.0,0.0,1668050467.662739
295343725.0,1.0,0.22,4.0,25.0,1668050467.662746
295393622.0,0.0,4.25,1.0,0.0,1668050467.712643
295393630.0,1.0,0.22,4.0,25.0,1668050467.712651
295443718.0,0.0,4.25,1.0,0.0,1668050467.762739
295443724.0,1.0,0.22,4.0,25.0,1668050467.762745
295493493.0,0.0,4.25,1.0,0.0,1668050467.812514
295493501.0,1.0,0.22,4.0,25.0,1668050467.812522
295543651.0,0.0,4.25,2.0,0.0,1668050467.862672
295543659.0,1.0,0.22,4.0,25.0,1668050467.86268
295593534.0,0.0,4.25,2.0,0.0,1668050467.912555
295593542.0,1.0,0.22,4.0,25.0,1668050467.912563
295643715.0,0.0,4.25,2.0,0.0,1668050467.962736
295643722.0,1.0,0.22,4.0,25.0,1668050467.962743
295693424.0,0.0,4.25,1.0,0.0,1668050468.012445
295693433.0,1.0,0.22,4.0,25.0,1668050468.012454
295743616.0,0.0,4.25,1.0,0.0,1668050468.062637
295743623.0,1.0,0.22,4.0,25.0,1668050468.062644
295793456.0,0.0,4.25,1.0,0.0,1668050468.112477
295793464.0,1.0,0.22,4.0,25.0,1668050468.112485
295843781.0,0.0,4.25,1.0,0.0,1668050468.162802
295843788.0,1.0,0.22,4.0,25.0,1668050468.162809
295893455.0,0.0,4.25,1.0,0.0,1668050468.212476
295893463.0,1.0,0.22,4.0,25.0,1668050468.212484
295943661.0,0.0,4.25,1.0,0.0,1668050468.262682
295943668.0,1.0,0.22,4.0,25.0,1668050468.2626889
295993405.0,0.0,4.25,1.0,0.0,1668050468.312426
295993414.0,1.0,0.22,4.0,25.0,1668050468.312435
296043706.0,0.0,4.25,1.0,0.0,1668050468.362727
296043713.0,1.0,0.22,4.0,25.0,1668050468.362734
296093739.0,0.0,4.25,1.0,0.0,1668050468.41276
296093747.0,1.0,0.22,4.0,25.0,1668050468.412768
296143549.0,0.0,4.25,1.0,0.0,1668050468.46257
296143556.0,1.0,0.22,4.0,25.0,1668050468.462577
296193396.0,0.0,4.25,1.0,0.0,1668050468.512417
296193404.0,1.0,0.22,4.0,25.0,1668050468.512425
296243656.0,0.0,4.25,1.0,0.0,1668050468.562677
296243662.0,1.0,0.22,4.0,25.0,1668050468.562683
296293611.0,0.0,4.25,1.0,0.0,1668050468.612632
296293619.0,1.0,0.22,4.0,25.0,1668050468.61264
296343738.0,0.0,4.25,1.0,0.0,1668050468.662759
296343745.0,1.0,0.22,4.0,25.0,1668050468.662766
296393304.0,0.0,4.25,1.0,0.0,1668050468.712325
296393351.0,1.0,0.25,4.0,25.0,1668050468.712372
296443701.0,0.0,4.25,1.0,0.0,1668050468.762722
296443708.0,1.0,0.25,4.0,25.0,1668050468.762729
296493466.0,0.0,4.25,1.0,0.0,1668050468.812487
296493474.0,1.0,0.25,4.0,25.0,1668050468.812495
296543749.0,0.0,4.25,1.0,0.0,1668050468.86277
296543755.0,1.0,0.25,4.0,25.0,1668050468.862776
296593383.0,0.0,4.25,1.0,0.0,1668050468.912404
296593391.0,1.0,0.25,4.0,25.0,1668050468.912412
296643630.0,0.0,4.25,1.0,0.0,1668050468.962651
296643636.0,1.0,0.25,4.0,25.0,1668050468.962657
296693315.0,0.0,4.25,1.0,0.0,1668050469.012336
296693323.0,1.0,0.25,4.0,25.0,1668050469.012344
296743619.0,0.0,4.25,1.0,0.0,1668050469.06264
296743670.0,1.0,0.25,4.0,25.0,1668050469.062691
296793585.0,0.0,4.25,1.0,0.0,1668050469.112606
296793597.0,1.0,0.22,4.0,25.0,1668050469.112618
296843606.0,0.0,4.25,1.0,0.0,1668050469.162627
296843612.0,1.0,0.22,4.0,25.0,1668050469.162633
296893438.0,0.0,4.25,1.0,0.0,1668050469.212459
296893446.0,1.0,0.22,4.0,25.0,1668050469.212467
296943715.0,0.0,4.25,1.0,0.0,1668050469.262736
296943722.0,1.0,0.22,4.0,25.0,1668050469.262743
296993566.0,0.0,4.25,1.0,0.0,1668050469.312587
296993574.0,1.0,0.22,4.0,25.0,1668050469.312595
297043635.0,0.0,4.25,1.0,0.0,1668050469.3626559
297043642.0,1.0,0.25,4.0,25.0,1668050469.362663
297093443.0,0.0,4.25,1.0,0.0,1668050469.412464
297093451.0,1.0,0.25,4.0,25.0,1668050469.412472
297143878.0,0.0,4.25,1.0,0.0,1668050469.462899
297143885.0,1.0,0.25,4.0,25.0,1668050469.462906
297193422.0,0.0,4.25,1.0,0.0,1668050469.512443
297193438.0,1.0,0.25,4.0,25.0,1668050469.512459
297243631.0,0.0,4.25,1.0,0.0,1668050469.5626519
297243637.0,1.0,0.22,4.0,25.0,1668050469.562658
297293340.0,0.0,4.25,1.0,0.0,1668050469.612361
297293403.0,1.0,0.25,4.0,25.0,1668050469.612424
297343677.0,0.0,4.25,1.0,0.0,1668050469.662698
297343685.0,1.0,0.25,4.0,25.0,1668050469.662706
297393519.0,0.0,4.25,1.0,0.0,1668050469.71254
297393527.0,1.0,0.25,4.0,25.0,1668050469.712548
297443720.0,0.0,4.25,1.0,0.0,1668050469.762741
297443726.0,1.0,0.25,4.0,25.0,1668050469.762747
297493477.0,0.0,4.25,1.0,0.0,1668050469.812498
297493485.0,1.0,0.25,4.0,25.0,1668050469.812506
297543710.0,0.0,4.25,1.0,0.0,1668050469.862731
297543716.0,1.0,0.25,4.0,25.0,1668050469.862737
297593520.0,0.0,4.25,1.0,0.0,1668050469.912541
297593528.0,1.0,0.22,4.0,25.0,1668050469.912549
297643679.0,0.0,4.25,1.0,0.0,1668050469.9627
297643686.0,1.0,0.22,4.0,25.0,1668050469.962707
297693549.0,0.0,4.25,1.0,0.0,1668050470.01257
297693557.0,1.0,0.22,4.0,25.0,1668050470.012578
297743606.0,0.0,4.25,1.0,0.0,1668050470.062627
297743613.0,1.0,0.22,4.0,25.0,1668050470.062634
297793416.0,0.0,4.25,1.0,0.0,1668050470.112437
297793459.0,1.0,0.22,4.0,25.0,1668050470.11248
297843663.0,0.0,4.25,1.0,0.0,1668050470.162684
297843670.0,1.0,0.22,4.0,25.0,1668050470.1626909
297893501.0,0.0,4.25,1.0,0.0,1668050470.212522
297893509.0,1.0,0.22,4.0,25.0,1668050470.21253
297943654.0,0.0,4.25,1.0,0.0,1668050470.262675
297943662.0,1.0,0.22,4.0,25.0,1668050470.262683
297993472.0,0.0,4.25,1.0,0.0,1668050470.312493
297993483.0,1.0,0.22,4.0,25.0,1668050470.312504
298043798.0,0.0,4.25,1.0,0.0,1668050470.362819
298043805.0,1.0,0.22,4.0,25.0,1668050470.3628259
298093535.0,0.0,4.25,1.0,0.0,1668050470.412556
298093543.0,1.0,0.22,4.0,25.0,1668050470.412564
298143716.0,0.0,4.25,1.0,0.0,1668050470.462737
298143723.0,1.0,0.22,4.0,25.0,1668050470.462744
298193555.0,0.0,4.25,1.0,0.0,1668050470.512576
298193563.0,1.0,0.22,4.0,25.0,1668050470.512584
298243623.0,0.0,4.25,1.0,0.0,1668050470.562644
298243629.0,1.0,0.22,4.0,25.0,1668050470.56265
298293479.0,0.0,4.25,1.0,0.0,1668050470.6125
298293536.0,1.0,0.22,4.0,25.0,1668050470.612557
298343725.0,0.0,4.25,1.0,0.0,1668050470.662746
298343732.0,1.0,0.22,4.0,25.0,1668050470.662753
298393281.0,0.0,4.25,1.0,0.0,1668050470.712302
298393289.0,1.0,0.22,4.0,25.0,1668050470.71231
298443596.0,0.0,4.25,1.0,0.0,1668050470.7626169
298443645.0,1.0,0.22,4.0,25.0,1668050470.762666
298493332.0,0.0,4.29,2.0,0.0,1668050470.812353
298493441.0,1.0,0.22,4.0,25.0,1668050470.812462
298543715.0,0.0,4.29,2.0,0.0,1668050470.862736
298543721.0,1.0,0.22,4.0,25.0,1668050470.862742
298593427.0,0.0,4.29,2.0,0.0,1668050470.912448
298593498.0,1.0,0.22,4.0,25.0,1668050470.912519
298643581.0,0.0,4.29,1.0,0.0,1668050470.962602
298643587.0,1.0,0.25,4.0,25.0,1668050470.962608
298693317.0,0.0,4.29,1.0,0.0,1668050471.012338
298693325.0,1.0,0.25,4.0,25.0,1668050471.012346
298743675.0,0.0,4.29,1.0,0.0,1668050471.062696
298743682.0,1.0,0.25,4.0,25.0,1668050471.062703
298793489.0,0.0,4.29,1.0,0.0,1668050471.11251
298793540.0,1.0,0.25,4.0,25.0,1668050471.112561
298843709.0,0.0,4.29,1.0,0.0,1668050471.16273
298843715.0,1.0,0.25,4.0,25.0,1668050471.162736
298893388.0,0.0,4.29,1.0,0.0,1668050471.212409
298893396.0,1.0,0.25,4.0,25.0,1668050471.212417
298943721.0,0.0,4.29,1.0,0.0,1668050471.262742
298943728.0,1.0,0.25,4.0,25.0,1668050471.262749
298993437.0,0.0,4.29,1.0,0.0,1668050471.312458
298993445.0,1.0,0.25,4.0,25.0,1668050471.312466
299043741.0,0.0,4.28,2.0,0.0,1668050471.362762
299043747.0,1.0,0.25,4.0,25.0,1668050471.362768
299093353.0,0.0,4.28,2.0,0.0,1668050471.412374
299093361.0,1.0,0.25,4.0,25.0,1668050471.412382
299143627.0,0.0,4.28,2.0,0.0,1668050471.462648
299143634.0,1.0,0.25,4.0,25.0,1668050471.462655
299193556.0,0.0,4.28,1.0,0.0,1668050471.512577
299193564.0,1.0,0.25,4.0,25.0,1668050471.512585
299243782.0,0.0,4.28,1.0,0.0,1668050471.562803
299243789.0,1.0,0.25,4.0,25.0,1668050471.56281
299293440.0,0.0,4.28,1.0,0.0,1668050471.612461
299293448.0,1.0,0.25,4.0,25.0,1668050471.612469
299343630.0,0.0,4.28,1.0,0.0,1668050471.662651
299343637.0,1.0,0.25,4.0,25.0,1668050471.662658
299393611.0,0.0,4.28,1.0,0.0,1668050471.712632
299393619.0,1.0,0.25,4.0,25.0,1668050471.71264
299443639.0,0.0,4.28,1.0,0.0,1668050471.76266
299443646.0,1.0,0.25,4.0,25.0,1668050471.762667
299493427.0,0.0,4.28,1.0,0.0,1668050471.812448
299493435.0,1.0,0.22,4.0,25.0,1668050471.812456
299543607.0,0.0,4.28,1.0,0.0,1668050471.862628
299543657.0,1.0,0.22,4.0,25.0,1668050471.862678
299593548.0,0.0,4.28,1.0,0.0,1668050471.912569
299593556.0,1.0,0.22,4.0,25.0,1668050471.912577
299643668.0,0.0,4.28,1.0,0.0,1668050471.962689
299643699.0,1.0,0.22,4.0,25.0,1668050471.96272
299693449.0,0.0,4.28,1.0,0.0,1668050472.01247
299693492.0,1.0,0.22,4.0,25.0,1668050472.012513
299743668.0,0.0,4.28,1.0,0.0,1668050472.062689
299743698.0,1.0,0.22,4.0,25.0,1668050472.0627189
299793454.0,0.0,4.28,1.0,0.0,1668050472.112475
299793514.0,1.0,0.25,4.0,25.0,1668050472.112535
299843701.0,0.0,4.28,1.0,0.0,1668050472.1627219
299843707.0,1.0,0.25,4.0,25.0,1668050472.162728
299893434.0,0.0,4.28,1.0,0.0,1668050472.212455
299893442.0,1.0,0.25,4.0,25.0,1668050472.212463
299943685.0,0.0,4.28,1.0,0.0,1668050472.262706
299943692.0,1.0,0.25,4.0,25.0,1668050472.262713
299993498.0,0.0,4.28,1.0,0.0,1668050472.312519
299993507.0,1.0,0.25,4.0,25.0,1668050472.312528
300043620.0,0.0,4.28,1.0,0.0,1668050472.362641
300043627.0,1.0,0.25,4.0,25.0,1668050472.362648
300093471.0,0.0,4.28,1.0,0.0,1668050472.412492
300093479.0,1.0,0.25,4.0,25.0,1668050472.4125
300143741.0,0.0,4.28,1.0,0.0,1668050472.4627619
300143747.0,1.0,0.25,4.0,25.0,1668050472.462768
300193306.0,0.0,4.28,1.0,0.0,1668050472.512327
300193314.0,1.0,0.25,4.0,25.0,1668050472.512335
300243670.0,0.0,4.28,1.0,0.0,1668050472.562691
300243676.0,1.0,0.25,4.0,25.0,1668050472.562697
300293521.0,0.0,4.28,1.0,0.0,1668050472.612542
300293529.0,1.0,0.25,4.0,25.0,1668050472.61255
300343749.0,0.0,4.28,1.0,0.0,1668050472.66277
300343755.0,1.0,0.25,4.0,25.0,1668050472.662776
300393453.0,0.0,4.28,1.0,0.0,1668050472.7124739
300393461.0,1.0,0.25,4.0,25.0,1668050472.712482
300443559.0,0.0,4.28,1.0,0.0,1668050472.76258
300443566.0,1.0,0.25,4.0,25.0,1668050472.762587
300493419.0,0.0,4.28,1.0,0.0,1668050472.81244
300493479.0,1.0,0.25,4.0,25.0,1668050472.8125
300543738.0,0.0,4.28,1.0,0.0,1668050472.8627589
300543745.0,1.0,0.25,4.0,25.0,1668050472.862766
300593449.0,0.0,4.28,1.0,0.0,1668050472.91247
300593457.0,1.0,0.25,4.0,25.0,1668050472.912478
300643694.0,0.0,4.28,1.0,0.0,1668050472.962715
300643701.0,1.0,0.25,4.0,25.0,1668050472.962722
300693407.0,0.0,4.28,1.0,0.0,1668050473.012428
300693416.0,1.0,0.25,4.0,25.0,1668050473.012437
300743734.0,0.0,4.28,1.0,0.0,1668050473.0627549
300743741.0,1.0,0.25,4.0,25.0,1668050473.062762
300793432.0,0.0,4.28,1.0,0.0,1668050473.112453
300793508.0,1.0,0.25,4.0,25.0,1668050473.112529
300843682.0,0.0,4.28,1.0,0.0,1668050473.162703
300843689.0,1.0,0.25,4.0,25.0,1668050473.16271
300893419.0,0.0,4.28,1.0,0.0,1668050473.21244
300893464.0,1.0,0.27,4.0,25.0,1668050473.212485
300943662.0,0.0,4.28,1.0,0.0,1668050473.262683
300943668.0,1.0,0.27,4.0,25.0,1668050473.2626889
300993474.0,0.0,4.28,1.0,0.0,1668050473.312495
300993482.0,1.0,0.27,4.0,25.0,1668050473.312503
301043748.0,0.0,4.28,1.0,0.0,1668050473.362769
301043755.0,1.0,0.27,4.0,25.0,1668050473.362776
301093434.0,0.0,4.28,1.0,0.0,1668050473.412455
301093442.0,1.0,0.27,4.0,25.0,1668050473.412463
301143615.0,0.0,4.28,1.0,0.0,1668050473.462636
301143622.0,1.0,0.27,4.0,25.0,1668050473.462643
301193521.0,0.0,4.25,2.0,0.0,1668050473.512542
301193529.0,1.0,0.27,4.0,25.0,1668050473.5125499
301243671.0,0.0,4.25,2.0,0.0,1668050473.562692
301243678.0,1.0,0.27,4.0,25.0,1668050473.562699
301293433.0,0.0,4.25,2.0,0.0,1668050473.612454
301293442.0,1.0,0.27,4.0,25.0,1668050473.612463
301343782.0,0.0,4.25,1.0,0.0,1668050473.662803
301343789.0,1.0,0.27,4.0,25.0,1668050473.66281
301393329.0,0.0,4.25,1.0,0.0,1668050473.71235
301393337.0,1.0,0.27,4.0,25.0,1668050473.712358
301443709.0,0.0,4.25,1.0,0.0,1668050473.76273
301443716.0,1.0,0.27,4.0,25.0,1668050473.762737
301493361.0,0.0,4.25,1.0,0.0,1668050473.812382
301493370.0,1.0,0.27,4.0,25.0,1668050473.812391
301543662.0,0.0,4.25,1.0,0.0,1668050473.862683
301543669.0,1.0,0.27,4.0,25.0,1668050473.86269
301593385.0,0.0,4.25,1.0,0.0,1668050473.912406
301593393.0,1.0,0.27,4.0,25.0,1668050473.912414
301643806.0,0.0,4.25,1.0,0.0,1668050473.962827
301643813.0,1.0,0.27,4.0,25.0,1668050473.962834
301693416.0,0.0,4.25,1.0,0.0,1668050474.012437
301693462.0,1.0,0.27,4.0,25.0,1668050474.012483
301743663.0,0.0,4.25,2.0,0.0,1668050474.062684
301743670.0,1.0,0.27,4.0,25.0,1668050474.062691
301793371.0,0.0,4.25,2.0,0.0,1668050474.112392
301793379.0,1.0,0.27,4.0,25.0,1668050474.1124
301843662.0,0.0,4.25,2.0,0.0,1668050474.162683
301843668.0,1.0,0.27,4.0,25.0,1668050474.162689
301893543.0,0.0,4.25,2.0,0.0,1668050474.212564
301893551.0,1.0,0.27,4.0,25.0,1668050474.212572
301943628.0,0.0,4.25,2.0,0.0,1668050474.262649
301943634.0,1.0,0.27,4.0,25.0,1668050474.262655
301993381.0,0.0,4.25,2.0,0.0,1668050474.312402
301993389.0,1.0,0.27,4.0,25.0,1668050474.3124099
302043588.0,0.0,4.25,2.0,0.0,1668050474.362609
302043633.0,1.0,0.27,4.0,25.0,1668050474.362654
302093528.0,0.0,4.25,1.0,0.0,1668050474.412549
302093536.0,1.0,0.27,4.0,25.0,1668050474.412557
302143742.0,0.0,4.25,1.0,0.0,1668050474.462763
302143749.0,1.0,0.27,4.0,25.0,1668050474.46277
302193596.0,0.0,4.25,1.0,0.0,1668050474.5126169
302193604.0,1.0,0.27,4.0,25.0,1668050474.512625
302243619.0,0.0,4.26,2.0,0.0,1668050474.56264
302243626.0,1.0,0.27,4.0,25.0,1668050474.562647
302293418.0,0.0,4.26,2.0,0.0,1668050474.612439
302293465.0,1.0,0.27,4.0,25.0,1668050474.612486
302343715.0,0.0,4.26,2.0,0.0,1668050474.662736
302343722.0,1.0,0.27,4.0,25.0,1668050474.662743
302393508.0,0.0,4.26,2.0,0.0,1668050474.712529
302393517.0,1.0,0.27,4.0,25.0,1668050474.712538
302443647.0,0.0,4.26,2.0,0.0,1668050474.762668
302443654.0,1.0,0.27,4.0,25.0,1668050474.762675
302493310.0,0.0,4.26,2.0,0.0,1668050474.812331
302493358.0,1.0,0.27,4.0,25.0,1668050474.812379
302543781.0,0.0,4.26,2.0,0.0,1668050474.862802
302543788.0,1.0,0.27,4.0,25.0,1668050474.862809
302593557.0,0.0,4.26,1.0,0.0,1668050474.9125779
302593565.0,1.0,0.27,4.0,25.0,1668050474.912586
302643690.0,0.0,4.26,1.0,0.0,1668050474.962711
302643697.0,1.0,0.27,4.0,25.0,1668050474.962718
302693484.0,0.0,4.26,1.0,0.0,1668050475.012505
302693493.0,1.0,0.27,4.0,25.0,1668050475.0125139
302743748.0,0.0,4.26,1.0,0.0,1668050475.062769
302743755.0,1.0,0.27,4.0,25.0,1668050475.062776
302793462.0,0.0,4.26,1.0,0.0,1668050475.112483
302793470.0,1.0,0.27,4.0,25.0,1668050475.112491
302843688.0,0.0,4.26,1.0,0.0,1668050475.162709
302843694.0,1.0,0.27,4.0,25.0,1668050475.162715
302893415.0,0.0,4.26,1.0,0.0,1668050475.212436
302893423.0,1.0,0.27,4.0,25.0,1668050475.212444
302943639.0,0.0,4.26,1.0,0.0,1668050475.26266
302943664.0,1.0,0.27,4.0,25.0,1668050475.262685
302993458.0,0.0,4.26,1.0,0.0,1668050475.312479
302993466.0,1.0,0.27,4.0,25.0,1668050475.312487
303043735.0,0.0,4.26,1.0,0.0,1668050475.362756
303043741.0,1.0,0.27,4.0,25.0,1668050475.362762
303093451.0,0.0,4.26,1.0,0.0,1668050475.412472
303093525.0,1.0,0.27,4.0,25.0,1668050475.412546
303143705.0,0.0,4.26,1.0,0.0,1668050475.4627259
303143712.0,1.0,0.27,4.0,25.0,1668050475.462733
303193430.0,0.0,4.26,1.0,0.0,1668050475.512451
303193439.0,1.0,0.27,4.0,25.0,1668050475.51246
303243647.0,0.0,4.26,1.0,0.0,1668050475.562668
303243653.0,1.0,0.27,4.0,25.0,1668050475.562674
303293518.0,0.0,4.26,1.0,0.0,1668050475.612539
303293526.0,1.0,0.27,4.0,25.0,1668050475.612547
303343594.0,0.0,4.26,1.0,0.0,1668050475.662615
303343604.0,1.0,0.27,4.0,25.0,1668050475.662625
303393412.0,0.0,4.26,1.0,0.0,1668050475.712433
303393421.0,1.0,0.27,4.0,25.0,1668050475.712442
303443829.0,0.0,4.26,1.0,0.0,1668050475.76285
303443836.0,1.0,0.27,4.0,25.0,1668050475.762857
303493535.0,0.0,4.26,1.0,0.0,1668050475.812556
303493553.0,1.0,0.27,4.0,25.0,1668050475.812574
303543697.0,0.0,4.26,1.0,0.0,1668050475.862718
303543704.0,1.0,0.27,4.0,25.0,1668050475.862725
303593440.0,0.0,4.26,1.0,0.0,1668050475.912461
303593449.0,1.0,0.27,4.0,25.0,1668050475.91247
303643615.0,0.0,4.25,2.0,0.0,1668050475.962636
303643621.0,1.0,0.27,4.0,25.0,1668050475.962642
303693395.0,0.0,4.25,2.0,0.0,1668050476.012416
303693406.0,1.0,0.27,4.0,25.0,1668050476.012427
303743654.0,0.0,4.25,2.0,0.0,1668050476.062675
303743660.0,1.0,0.27,4.0,25.0,1668050476.062681
303793477.0,0.0,4.25,2.0,0.0,1668050476.112498
303793485.0,1.0,0.27,4.0,25.0,1668050476.112506
303843679.0,0.0,4.25,2.0,0.0,1668050476.1627
303843685.0,1.0,0.27,4.0,25.0,1668050476.162706
303893494.0,0.0,4.25,2.0,0.0,1668050476.2125149
303893503.0,1.0,0.27,4.0,25.0,1668050476.212524
303943725.0,0.0,4.25,2.0,0.0,1668050476.262746
303943731.0,1.0,0.27,4.0,25.0,1668050476.262752
303993549.0,0.0,4.25,2.0,0.0,1668050476.31257
303993557.0,1.0,0.27,4.0,25.0,1668050476.312578
304043594.0,0.0,4.25,1.0,0.0,1668050476.3626149
304043645.0,1.0,0.27,4.0,25.0,1668050476.362666
304093460.0,0.0,4.25,1.0,0.0,1668050476.412481
304093468.0,1.0,0.27,4.0,25.0,1668050476.412489
