TimeUS,C,Cnt,IMUMin,IMUMax,EKFMin,EKFMax,AngMin,AngMax,VMin,VMax,timestamp
1188329121.0,1.0,510.0,0.0024999999441206455,0.0024999999441206455,0.009976210072636604,0.010008495301008224,0.009004088118672371,0.011005166918039322,0.009004088118672371,0.011005166918039322,1668051360.648142
